processor,node,bw
0-1,0,22758.64
0-1,1,23012.4
0-1,2,15961.920000000002
0-1,3,16115.279999999999
0-2,0,19810.480000000003
0-2,1,18153.52
0-2,2,20788.960000000006
0-2,3,17520.72
0-3,0,22069.920000000002
0-3,1,15041.36
0-3,2,15250.960000000001
0-3,3,20669.04
1-2,0,15384.240000000003
1-2,1,22826.880000000005
1-2,2,22559.2
1-2,3,15464.960000000001
1-3,0,17986.559999999998
1-3,1,18259.600000000002
1-3,2,18149.600000000002
1-3,3,20045.120000000003
2-3,0,16621.12
2-3,1,16613.04
2-3,2,22383.28
2-3,3,22827.04
