processor,node,bw
0-1,0,7112.075
0-1,1,7191.375
0-1,2,4988.1
0-1,3,5036.025
0-2,0,6190.775000000001
0-2,1,5672.974999999999
0-2,2,6496.550000000001
0-2,3,5475.225
0-3,0,6896.85
0-3,1,4700.425
0-3,2,4765.925
0-3,3,6459.075
1-2,0,4807.575000000001
1-2,1,7133.400000000001
1-2,2,7049.75
1-2,3,4832.8
1-3,0,5620.799999999999
1-3,1,5706.125
1-3,2,5671.75
1-3,3,6264.1
2-3,0,5194.099999999999
2-3,1,5191.575
2-3,2,6994.775
2-3,3,7133.45
