Sockets\Mem_Nodes,0,1,2,3
0-1,6839.0,6896.175,5224.65,5015.075000000001
0-2,5962.65,5658.75,5712.575,5696.299999999999
0-3,7067.825000000001,4703.65,4783.4,7156.875
1-2,4834.200000000001,6815.949999999999,7211.924999999999,4832.925
1-3,5615.625,5408.050000000001,5329.075,5400.25
2-3,5192.75,4973.725,6983.1,6056.525
