Sockets\Mem_Nodes,0,1,2,3
0-1,7112.075,7191.375,4988.1,5036.025
0-2,6190.775000000001,5672.974999999999,6496.550000000001,5475.225
0-3,6896.85,4700.425,4765.925,6459.075
1-2,4807.575000000001,7133.400000000001,7049.75,4832.8
1-3,5620.799999999999,5706.125,5671.75,6264.1
2-3,5194.099999999999,5191.575,6994.775,7133.45
