Sockets\Mem_Nodes,0,1,2,3
0-1,14061.574999999999,10372.075,10192.05
0-2,10782.3,10813.775,10925.3
0-3,8541.974999999999,9235.725,13946.125
1-2,9066.075,9768.95,9317.525
1-3,10689.575,9639.4,10674.8
2-3,9618.800000000001,10062.625,10531.35
