tid,core,node,bw
0,0,0,1186.17
1,4,0,1186.17
2,8,0,1160.09
3,12,0,1160.09
4,16,0,1142.24
5,20,0,1142.24
6,24,0,1103.71
7,28,0,1103.71
0,0,1,1159.57
1,4,1,1159.57
2,8,1,1171.53
3,12,1,1171.53
4,16,1,1136.48
5,20,1,1136.48
6,24,1,1142.6
7,28,1,1142.6
0,0,2,960.701
1,4,2,960.702
2,8,2,960.845
3,12,2,960.844
4,16,2,959.204
5,20,2,959.203
6,24,2,971.941
7,28,2,971.982
0,0,3,955.449
1,4,3,955.449
2,8,3,1045.61
3,12,3,1045.61
4,16,3,1075.49
5,20,3,1075.49
6,24,3,1136.07
7,28,3,1125.12
0,0,4,1503.49
1,4,4,1503.49
2,8,4,1502.92
3,12,4,1502.92
4,16,4,1503.69
5,20,4,1502.58
6,24,4,1502.26
7,28,4,1502.26
0,0,5,1164.38
1,4,5,1164.38
2,8,5,1162.12
3,12,5,1162.12
4,16,5,1158.2
5,20,5,1165.58
6,24,5,1196.46
7,28,5,1187.58
0,0,6,1113.91
1,4,6,1113.91
2,8,6,1104.23
3,12,6,1104.23
4,16,6,1113.64
5,20,6,1113.64
6,24,6,1104.7
7,28,6,1104.7
0,0,7,1081.93
1,4,7,1081.93
2,8,7,1079.17
3,12,7,1079.17
4,16,7,1066.15
5,20,7,1066.15
6,24,7,1078.05
7,28,7,1087.33
