tid,core,node,bw
0,0,0,731.743
1,4,0,724.819
2,8,0,326.973
3,12,0,326.974
4,16,0,382.541
5,20,0,382.542
6,24,0,244.078
7,28,0,244.077
8,32,0,341.239
9,36,0,341.243
10,40,0,239.203
11,44,0,239.204
12,48,0,385.075
13,52,0,385.075
14,56,0,222.075
15,60,0,222.075
16,1,0,731.782
17,5,0,731.756
18,9,0,326.974
19,13,0,326.974
20,17,0,382.543
21,21,0,382.542
22,25,0,244.078
23,29,0,244.077
24,33,0,341.24
25,37,0,341.241
26,41,0,239.203
27,45,0,239.204
28,49,0,385.077
29,53,0,385.076
30,57,0,222.076
31,61,0,222.075
32,2,0,731.864
33,6,0,728.529
34,10,0,326.975
35,14,0,326.974
36,18,0,382.542
37,22,0,382.545
38,26,0,244.078
39,30,0,244.077
40,34,0,341.239
41,38,0,341.242
42,42,0,239.204
43,46,0,239.203
44,50,0,385.074
45,54,0,385.074
46,58,0,222.075
47,62,0,222.075
48,3,0,731.747
49,7,0,731.779
50,11,0,326.974
51,15,0,326.975
52,19,0,382.542
53,23,0,382.543
54,27,0,244.078
55,31,0,244.078
56,35,0,341.243
57,39,0,341.243
58,43,0,239.204
59,47,0,239.203
60,51,0,385.076
61,55,0,385.077
62,59,0,222.075
63,63,0,222.383
0,0,1,391.088
1,4,1,391.092
2,8,1,762.164
3,12,1,780.772
4,16,1,268.118
5,20,1,268.117
6,24,1,471.845
7,28,1,471.846
8,32,1,277.299
9,36,1,277.298
10,40,1,215.668
11,44,1,215.671
12,48,1,248.831
13,52,1,248.831
14,56,1,301.853
15,60,1,301.854
16,1,1,391.088
17,5,1,391.092
18,9,1,780.677
19,13,1,780.856
20,17,1,268.117
21,21,1,268.118
22,25,1,471.845
23,29,1,471.844
24,33,1,277.3
25,37,1,277.298
26,41,1,215.678
27,45,1,215.721
28,49,1,248.831
29,53,1,248.831
30,57,1,301.852
31,61,1,301.854
32,2,1,391.088
33,6,1,391.094
34,10,1,780.701
35,14,1,776.796
36,18,1,268.118
37,22,1,268.117
38,26,1,471.845
39,30,1,471.846
40,34,1,277.297
41,38,1,277.297
42,42,1,215.673
43,46,1,215.676
44,50,1,248.831
45,54,1,248.831
46,58,1,301.852
47,62,1,301.852
48,3,1,391.088
49,7,1,391.094
50,11,1,780.817
51,15,1,780.728
52,19,1,268.117
53,23,1,268.117
54,27,1,471.844
55,31,1,471.846
56,35,1,277.298
57,39,1,277.298
58,43,1,215.721
59,47,1,215.67
60,51,1,248.831
61,55,1,248.831
62,59,1,301.852
63,63,1,301.852
0,0,2,281.617
1,4,2,281.617
2,8,2,266.138
3,12,2,266.137
4,16,2,732.021
5,20,2,731.932
6,24,2,344.665
7,28,2,344.665
8,32,2,282.749
9,36,2,282.749
10,40,2,373.637
11,44,2,373.636
12,48,2,282.504
13,52,2,282.504
14,56,2,282.448
15,60,2,282.448
16,1,2,281.623
17,5,2,281.617
18,9,2,266.138
19,13,2,266.137
20,17,2,731.874
21,21,2,731.93
22,25,2,344.665
23,29,2,344.666
24,33,2,282.749
25,37,2,282.753
26,41,2,373.637
27,45,2,373.636
28,49,2,282.504
29,53,2,282.504
30,57,2,282.448
31,61,2,282.448
32,2,2,281.617
33,6,2,281.62
34,10,2,266.137
35,14,2,266.673
36,18,2,730.492
37,22,2,731.957
38,26,2,344.665
39,30,2,344.665
40,34,2,282.749
41,38,2,282.749
42,42,2,373.635
43,46,2,373.637
44,50,2,282.503
45,54,2,282.504
46,58,2,282.448
47,62,2,282.448
48,3,2,281.617
49,7,2,281.62
50,11,2,266.138
51,15,2,266.674
52,19,2,731.979
53,23,2,731.856
54,27,2,344.665
55,31,2,344.665
56,35,2,282.751
57,39,2,282.749
58,43,2,373.636
59,47,2,373.636
60,51,2,282.504
61,55,2,282.504
62,59,2,282.448
63,63,2,282.448
0,0,3,222.743
1,4,3,222.745
2,8,3,315.006
3,12,3,315.004
4,16,3,399.259
5,20,3,399.269
6,24,3,780.11
7,28,3,780.189
8,32,3,314.611
9,36,3,314.607
10,40,3,484.62
11,44,3,484.62
12,48,3,225.144
13,52,3,225.142
14,56,3,221.975
15,60,3,222.005
16,1,3,222.744
17,5,3,222.745
18,9,3,315.003
19,13,3,315.004
20,17,3,399.259
21,21,3,399.267
22,25,3,780.036
23,29,3,780.073
24,33,3,314.607
25,37,3,314.607
26,41,3,484.62
27,45,3,484.62
28,49,3,225.142
29,53,3,225.142
30,57,3,222.012
31,61,3,222.005
32,2,3,222.744
33,6,3,222.743
34,10,3,315.004
35,14,3,315.003
36,18,3,399.057
37,22,3,399.267
38,26,3,780
39,30,3,779.953
40,34,3,314.607
41,38,3,314.607
42,42,3,484.618
43,46,3,484.618
44,50,3,225.142
45,54,3,225.142
46,58,3,222.01
47,62,3,221.999
48,3,3,222.744
49,7,3,222.743
50,11,3,315.003
51,15,3,315.004
52,19,3,399.258
53,23,3,399.271
54,27,3,780.251
55,31,3,780.138
56,35,3,314.611
57,39,3,314.607
58,43,3,484.618
59,47,3,484.619
60,51,3,225.144
61,55,3,225.143
62,59,3,222.013
63,63,3,221.999
0,0,4,310.079
1,4,4,310.059
2,8,4,281.165
3,12,4,281.166
4,16,4,277.318
5,20,4,277.319
6,24,4,277.263
7,28,4,277.263
8,32,4,745.809
9,36,4,745.591
10,40,4,339.622
11,44,4,339.622
12,48,4,366.497
13,52,4,366.496
14,56,4,261.746
15,60,4,261.742
16,1,4,310.079
17,5,4,310.059
18,9,4,281.165
19,13,4,281.165
20,17,4,277.318
21,21,4,277.318
22,25,4,277.264
23,29,4,277.263
24,33,4,745.696
25,37,4,745.169
26,41,4,339.621
27,45,4,339.621
28,49,4,366.496
29,53,4,366.497
30,57,4,261.753
31,61,4,261.736
32,2,4,310.055
33,6,4,310.055
34,10,4,281.165
35,14,4,281.168
36,18,4,277.318
37,22,4,277.318
38,26,4,277.265
39,30,4,277.263
40,34,4,745.626
41,38,4,745.561
42,42,4,339.622
43,46,4,339.622
44,50,4,366.498
45,54,4,366.496
46,58,4,261.733
47,62,4,261.729
48,3,4,310.055
49,7,4,310.055
50,11,4,281.166
51,15,4,281.168
52,19,4,277.318
53,23,4,277.318
54,27,4,277.263
55,31,4,277.263
56,35,4,745.738
57,39,4,745.655
58,43,4,339.621
59,47,4,339.622
60,51,4,366.498
61,55,4,366.496
62,59,4,261.74
63,63,4,261.749
0,0,5,232.99
1,4,5,232.436
2,8,5,227.733
3,12,5,227.727
4,16,5,499.288
5,20,5,499.284
6,24,5,316.304
7,28,5,316.304
8,32,5,386.191
9,36,5,386.133
10,40,5,785.444
11,44,5,785.516
12,48,5,258.132
13,52,5,258.132
14,56,5,315.184
15,60,5,315.163
16,1,5,232.99
17,5,5,232.436
18,9,5,227.722
19,13,5,227.736
20,17,5,499.289
21,21,5,499.284
22,25,5,316.305
23,29,5,316.305
24,33,5,386.153
25,37,5,386.171
26,41,5,785.665
27,45,5,785.593
28,49,5,258.132
29,53,5,258.133
30,57,5,315.185
31,61,5,315.152
32,2,5,232.437
33,6,5,232.437
34,10,5,227.725
35,14,5,227.731
36,18,5,499.288
37,22,5,499.283
38,26,5,316.304
39,30,5,316.305
40,34,5,386.084
41,38,5,386.218
42,42,5,785.548
43,46,5,785.472
44,50,5,258.132
45,54,5,258.132
46,58,5,315.15
47,62,5,315.153
48,3,5,232.437
49,7,5,232.437
50,11,5,227.738
51,15,5,227.731
52,19,5,499.286
53,23,5,499.283
54,27,5,316.305
55,31,5,316.305
56,35,5,386.118
57,39,5,386.102
58,43,5,785.701
59,47,5,785.627
60,51,5,258.132
61,55,5,258.132
62,59,5,315.194
63,63,5,315.154
0,0,6,398.408
1,4,6,398.411
2,8,6,249.666
3,12,6,249.666
4,16,6,366.011
5,20,6,366.012
6,24,6,267.739
7,28,6,267.739
8,32,6,404.919
9,36,6,404.919
10,40,6,250.036
11,44,6,250.038
12,48,6,730.644
13,52,6,730.681
14,56,6,360.697
15,60,6,360.695
16,1,6,398.411
17,5,6,398.411
18,9,6,249.665
19,13,6,249.666
20,17,6,366.012
21,21,6,366.011
22,25,6,267.739
23,29,6,267.739
24,33,6,404.919
25,37,6,404.919
26,41,6,250.037
27,45,6,250.038
28,49,6,730.813
29,53,6,730.78
30,57,6,360.697
31,61,6,360.697
32,2,6,398.411
33,6,6,398.408
34,10,6,249.665
35,14,6,249.666
36,18,6,366.011
37,22,6,366.009
38,26,6,267.739
39,30,6,267.739
40,34,6,404.921
41,38,6,404.923
42,42,6,250.037
43,46,6,250.038
44,50,6,730.74
45,54,6,730.705
46,58,6,360.697
47,62,6,360.695
48,3,6,398.411
49,7,6,398.408
50,11,6,249.667
51,15,6,249.666
52,19,6,366.012
53,23,6,366.011
54,27,6,267.739
55,31,6,267.739
56,35,6,404.921
57,39,6,404.921
58,43,6,250.037
59,47,6,250.038
60,51,6,730.855
61,55,6,730.622
62,59,6,360.697
63,63,6,360.695
0,0,7,250.953
1,4,7,250.306
2,8,7,280.752
3,12,7,280.754
4,16,7,377.86
5,20,7,377.861
6,24,7,265.548
7,28,7,265.548
8,32,7,228.9
9,36,7,228.89
10,40,7,275.15
11,44,7,275.15
12,48,7,354.781
13,52,7,355.118
14,56,7,717.552
15,60,7,728.331
16,1,7,250.953
17,5,7,250.306
18,9,7,280.752
19,13,7,280.752
20,17,7,377.862
21,21,7,377.857
22,25,7,265.549
23,29,7,265.548
24,33,7,228.892
25,37,7,228.894
26,41,7,275.15
27,45,7,275.152
28,49,7,355.118
29,53,7,355.118
30,57,7,723.892
31,61,7,729.795
32,2,7,249.724
33,6,7,249.724
34,10,7,280.753
35,14,7,280.751
36,18,7,377.856
37,22,7,377.856
38,26,7,265.549
39,30,7,265.549
40,34,7,228.888
41,38,7,228.902
42,42,7,275.152
43,46,7,275.15
44,50,7,355.117
45,54,7,354.781
46,58,7,729.834
47,62,7,729.771
48,3,7,249.724
49,7,7,249.724
50,11,7,280.754
51,15,7,280.751
52,19,7,377.86
53,23,7,377.862
54,27,7,265.548
55,31,7,265.548
56,35,7,228.887
57,39,7,228.897
58,43,7,275.152
59,47,7,275.149
60,51,7,355.118
61,55,7,355.118
62,59,7,729.912
63,63,7,729.866
