tid,core,node,bw
0,0,0,638.262
1,1,0,641.96
2,2,0,641.829
3,3,0,641.913
4,4,0,641.884
5,5,0,641.886
6,6,0,641.8
7,7,0,641.932
8,8,0,300.526
9,9,0,301.824
10,10,0,299.07
11,11,0,299.07
12,12,0,299.07
13,13,0,299.07
14,14,0,300.527
15,15,0,300.527
16,16,0,344.66
17,17,0,344.659
18,18,0,344.661
19,19,0,344.66
20,20,0,344.662
21,21,0,344.661
22,22,0,344.66
23,23,0,344.662
24,24,0,233.172
25,25,0,233.172
26,26,0,233.173
27,27,0,233.172
28,28,0,233.172
29,29,0,233.173
30,30,0,233.172
31,31,0,233.172
32,32,0,316.979
33,33,0,317.064
34,34,0,317.063
35,35,0,317.065
36,36,0,317.02
37,37,0,317.064
38,38,0,317.06
39,39,0,317.059
40,40,0,216.095
41,41,0,216.095
42,42,0,216.095
43,43,0,216.149
44,44,0,216.095
45,45,0,216.149
46,46,0,216.095
47,47,0,216.149
48,48,0,341.653
49,49,0,341.653
50,50,0,340.06
51,51,0,341.042
52,52,0,341.04
53,53,0,341.041
54,54,0,341.041
55,55,0,341.04
56,56,0,213.876
57,57,0,213.877
58,58,0,213.878
59,59,0,213.877
60,60,0,213.876
61,61,0,213.878
62,62,0,213.876
63,63,0,213.877
0,0,1,360.417
1,1,1,360.417
2,2,1,360.416
3,3,1,360.416
4,4,1,360.417
5,5,1,360.417
6,6,1,360.416
7,7,1,360.417
8,8,1,771.492
9,9,1,771.408
10,10,1,771.314
11,11,1,771.378
12,12,1,771.526
13,13,1,771.345
14,14,1,771.563
15,15,1,771.454
16,16,1,226.187
17,17,1,226.263
18,18,1,226.187
19,19,1,226.264
20,20,1,226.19
21,21,1,226.263
22,22,1,226.189
23,23,1,226.263
24,24,1,457.232
25,25,1,457.235
26,26,1,457.231
27,27,1,457.233
28,28,1,457.233
29,29,1,457.235
30,30,1,457.233
31,31,1,457.233
32,32,1,272.013
33,33,1,272.014
34,34,1,272.014
35,35,1,272.013
36,36,1,272.014
37,37,1,272.013
38,38,1,272.014
39,39,1,272.014
40,40,1,214.932
41,41,1,214.932
42,42,1,214.937
43,43,1,214.937
44,44,1,214.926
45,45,1,214.939
46,46,1,214.928
47,47,1,214.939
48,48,1,215.652
49,49,1,215.652
50,50,1,215.651
51,51,1,215.652
52,52,1,215.651
53,53,1,215.651
54,54,1,215.651
55,55,1,216.194
56,56,1,293.507
57,57,1,293.508
58,58,1,293.507
59,59,1,293.509
60,60,1,293.507
61,61,1,293.508
62,62,1,293.507
63,63,1,293.509
0,0,2,306.284
1,1,2,306.447
2,2,2,306.435
3,3,2,306.435
4,4,2,306.282
5,5,2,306.282
6,6,2,306.271
7,7,2,306.272
8,8,2,261.93
9,9,2,262.371
10,10,2,262.37
11,11,2,262.37
12,12,2,262.371
13,13,2,262.371
14,14,2,262.371
15,15,2,262.371
16,16,2,789.285
17,17,2,789.358
18,18,2,789.25
19,19,2,789.244
20,20,2,789.397
21,21,2,789.328
22,22,2,789.429
23,23,2,789.183
24,24,2,350.919
25,25,2,350.918
26,26,2,350.919
27,27,2,350.918
28,28,2,350.918
29,29,2,350.918
30,30,2,350.918
31,31,2,350.918
32,32,2,286.221
33,33,2,286.221
34,34,2,286.221
35,35,2,286.221
36,36,2,286.221
37,37,2,286.221
38,38,2,286.221
39,39,2,286.222
40,40,2,381.009
41,41,2,381.01
42,42,2,381.006
43,43,2,381.008
44,44,2,381.006
45,45,2,381.01
46,46,2,381.007
47,47,2,381.017
48,48,2,286.066
49,49,2,286.069
50,50,2,286.067
51,51,2,286.066
52,52,2,286.067
53,53,2,286.066
54,54,2,286.067
55,55,2,286.066
56,56,2,286.179
57,57,2,286.179
58,58,2,286.18
59,59,2,286.18
60,60,2,286.179
61,61,2,286.179
62,62,2,286.18
63,63,2,286.18
0,0,3,227.969
1,1,3,227.968
2,2,3,227.968
3,3,3,227.968
4,4,3,227.968
5,5,3,227.968
6,6,3,227.968
7,7,3,227.968
8,8,3,312.176
9,9,3,312.176
10,10,3,312.176
11,11,3,312.177
12,12,3,312.177
13,13,3,312.177
14,14,3,312.176
15,15,3,312.177
16,16,3,407.628
17,17,3,407.631
18,18,3,407.629
19,19,3,407.629
20,20,3,407.629
21,21,3,407.631
22,22,3,407.63
23,23,3,407.631
24,24,3,789.149
25,25,3,789.228
26,26,3,789.193
27,27,3,789.307
28,28,3,789.269
29,29,3,789.386
30,30,3,789.116
31,31,3,789.34
32,32,3,317.405
33,33,3,317.405
34,34,3,317.404
35,35,3,317.405
36,36,3,317.404
37,37,3,317.404
38,38,3,317.404
39,39,3,317.405
40,40,3,493.681
41,41,3,493.68
42,42,3,493.68
43,43,3,493.68
44,44,3,493.68
45,45,3,493.679
46,46,3,493.68
47,47,3,493.679
48,48,3,232.533
49,49,3,232.534
50,50,3,232.533
51,51,3,232.534
52,52,3,232.534
53,53,3,232.533
54,54,3,232.533
55,55,3,232.533
56,56,3,234.685
57,57,3,234.685
58,58,3,234.685
59,59,3,234.685
60,60,3,234.685
61,61,3,234.685
62,62,3,234.685
63,63,3,234.685
0,0,4,312.642
1,1,4,312.643
2,2,4,311.152
3,3,4,311.055
4,4,4,312.64
5,5,4,312.641
6,6,4,311.149
7,7,4,311.149
8,8,4,264.722
9,9,4,264.943
10,10,4,264.919
11,11,4,264.938
12,12,4,264.934
13,13,4,264.934
14,14,4,264.926
15,15,4,264.926
16,16,4,269.811
17,17,4,269.812
18,18,4,269.81
19,19,4,269.81
20,20,4,269.809
21,21,4,269.807
22,22,4,269.808
23,23,4,269.815
24,24,4,271.364
25,25,4,271.365
26,26,4,271.363
27,27,4,271.364
28,28,4,271.363
29,29,4,271.365
30,30,4,271.366
31,31,4,271.366
32,32,4,754.109
33,33,4,754.171
34,34,4,754.143
35,35,4,754.279
36,36,4,754.324
37,37,4,754.247
38,38,4,754.205
39,39,4,754.373
40,40,4,337.733
41,41,4,337.735
42,42,4,337.735
43,43,4,337.733
44,44,4,337.733
45,45,4,337.735
46,46,4,337.735
47,47,4,337.734
48,48,4,364.572
49,49,4,364.571
50,50,4,364.571
51,51,4,364.572
52,52,4,364.571
53,53,4,364.572
54,54,4,364.571
55,55,4,364.571
56,56,4,257.635
57,57,4,257.642
58,58,4,257.629
59,59,4,257.644
60,60,4,257.632
61,61,4,257.638
62,62,4,257.627
63,63,4,257.626
0,0,5,233.623
1,1,5,233.623
2,2,5,233.024
3,3,5,233.024
4,4,5,233.023
5,5,5,233.024
6,6,5,233.024
7,7,5,233.024
8,8,5,231.453
9,9,5,231.453
10,10,5,231.458
11,11,5,231.448
12,12,5,231.446
13,13,5,231.446
14,14,5,231.459
15,15,5,231.456
16,16,5,505.4
17,17,5,505.399
18,18,5,505.401
19,19,5,505.399
20,20,5,505.398
21,21,5,505.395
22,22,5,505.4
23,23,5,505.4
24,24,5,316.365
25,25,5,316.365
26,26,5,316.364
27,27,5,316.364
28,28,5,316.364
29,29,5,316.366
30,30,5,316.365
31,31,5,316.365
32,32,5,385.207
33,33,5,385.169
34,34,5,385.139
35,35,5,385.139
36,36,5,385.193
