tid,core,node,bw
37,37,5,385.151
38,38,5,385.113
39,39,5,385.179
40,40,5,802.736
41,41,5,802.978
42,42,5,802.816
43,43,5,802.898
44,44,5,802.937
45,45,5,802.866
46,46,5,802.784
47,47,5,803.023
48,48,5,260.205
49,49,5,260.206
50,50,5,260.206
51,51,5,260.206
52,52,5,260.206
53,53,5,260.206
54,54,5,260.206
55,55,5,260.205
56,56,5,318.412
57,57,5,318.414
58,58,5,318.414
59,59,5,318.414
60,60,5,318.412
61,61,5,318.412
62,62,5,318.412
63,63,5,318.412
0,0,6,393.877
1,1,6,393.878
2,2,6,393.877
3,3,6,393.878
4,4,6,393.876
5,5,6,393.877
6,6,6,393.878
7,7,6,393.877
8,8,6,243.468
9,9,6,243.478
10,10,6,243.471
11,11,6,243.476
12,12,6,243.465
13,13,6,243.465
14,14,6,243.46
15,15,6,243.473
16,16,6,357.059
17,17,6,357.06
18,18,6,357.057
19,19,6,357.059
20,20,6,357.058
21,21,6,357.059
22,22,6,357.058
23,23,6,357.06
24,24,6,261.407
25,25,6,261.405
26,26,6,261.405
27,27,6,261.405
28,28,6,261.406
29,29,6,261.405
30,30,6,261.405
31,31,6,261.405
32,32,6,398.583
33,33,6,398.586
34,34,6,398.582
35,35,6,398.585
36,36,6,398.583
37,37,6,398.583
38,38,6,398.583
39,39,6,398.586
40,40,6,245.727
41,41,6,245.727
42,42,6,245.726
43,43,6,245.726
44,44,6,245.727
45,45,6,245.727
46,46,6,245.726
47,47,6,245.727
48,48,6,732.376
49,49,6,732.462
50,50,6,732.494
51,51,6,732.401
52,52,6,732.535
53,53,6,732.62
54,54,6,732.571
55,55,6,732.437
56,56,6,355.89
57,57,6,355.89
58,58,6,355.89
59,59,6,355.887
60,60,6,355.887
61,61,6,355.887
62,62,6,355.888
63,63,6,355.888
0,0,7,257.291
1,1,7,257.291
2,2,7,256.576
3,3,7,256.576
4,4,7,255.869
5,5,7,255.869
6,6,7,255.869
7,7,7,255.869
8,8,7,292.66
9,9,7,292.66
10,10,7,292.661
11,11,7,292.661
12,12,7,292.66
13,13,7,292.66
14,14,7,292.66
15,15,7,292.66
16,16,7,384.558
17,17,7,384.558
18,18,7,384.558
19,19,7,384.557
20,20,7,384.557
21,21,7,384.557
22,22,7,384.56
23,23,7,384.56
24,24,7,271.89
25,25,7,271.89
26,26,7,271.891
27,27,7,271.891
28,28,7,271.89
29,29,7,271.891
30,30,7,271.891
31,31,7,271.891
32,32,7,213.479
33,33,7,213.481
34,34,7,213.483
35,35,7,213.481
36,36,7,213.487
37,37,7,213.481
38,38,7,213.481
39,39,7,213.905
40,40,7,289.229
41,41,7,289.229
42,42,7,289.23
43,43,7,289.23
44,44,7,289.229
45,45,7,289.229
46,46,7,289.231
47,47,7,289.229
48,48,7,363.274
49,49,7,363.274
50,50,7,363.274
51,51,7,363.274
52,52,7,363.273
53,53,7,363.274
54,54,7,363.273
55,55,7,363.274
56,56,7,774.779
57,57,7,774.665
58,58,7,774.737
59,59,7,774.631
60,60,7,774.825
61,61,7,774.57
62,62,7,774.701
63,63,7,774.595
