tid,core,node,bw
0,0,0,1008.27
1,1,0,1008.23
2,2,0,1008.25
3,3,0,1008.25
4,4,0,1008.23
5,5,0,1008.26
6,6,0,1008.24
7,7,0,1008.27
8,8,0,516.398
9,9,0,516.392
10,10,0,516.392
11,11,0,516.398
12,12,0,516.392
13,13,0,516.392
14,14,0,516.398
15,15,0,516.397
16,16,0,604.511
17,17,0,604.511
18,18,0,604.375
19,19,0,604.374
20,20,0,604.42
21,21,0,604.42
22,22,0,604.388
23,23,0,604.455
24,24,0,414.616
25,25,0,414.589
26,26,0,414.611
27,27,0,414.615
28,28,0,414.598
29,29,0,414.597
30,30,0,414.58
31,31,0,414.581
0,0,1,500.309
1,1,1,500.309
2,2,1,500.307
3,3,1,500.307
4,4,1,500.307
5,5,1,500.307
6,6,1,500.307
7,7,1,500.308
8,8,1,869.488
9,9,1,869.365
10,10,1,869.485
11,11,1,869.408
12,12,1,869.272
13,13,1,869.481
14,14,1,869.307
15,15,1,869.456
16,16,1,429.05
17,17,1,429.05
18,18,1,429.08
19,19,1,429.06
20,20,1,429.074
21,21,1,429.073
22,22,1,429.08
23,23,1,429.037
24,24,1,539.725
25,25,1,539.756
26,26,1,539.72
27,27,1,539.704
28,28,1,539.71
29,29,1,539.71
30,30,1,539.726
31,31,1,539.727
0,0,2,693.433
1,1,2,693.432
2,2,2,693.438
3,3,2,693.438
4,4,2,693.432
5,5,2,693.432
6,6,2,693.437
7,7,2,693.447
8,8,2,432.44
9,9,2,432.439
10,10,2,432.44
11,11,2,432.44
12,12,2,432.44
13,13,2,432.44
14,14,2,432.44
15,15,2,432.44
16,16,2,1016.46
17,17,2,1016.6
18,18,2,1016.41
19,19,2,1016.28
20,20,2,1016.56
21,21,2,1016.36
22,22,2,1016.51
23,23,2,1016.32
24,24,2,556.627
25,25,2,556.634
26,26,2,556.625
27,27,2,556.625
28,28,2,556.626
29,29,2,556.626
30,30,2,556.634
31,31,2,556.634
0,0,3,476.897
1,1,3,476.892
2,2,3,476.897
3,3,3,476.897
4,4,3,476.892
5,5,3,476.892
6,6,3,476.892
7,7,3,476.892
8,8,3,468.049
9,9,3,468.049
10,10,3,468.075
11,11,3,468.089
12,12,3,468.089
13,13,3,468.066
14,14,3,468.058
15,15,3,468.082
16,16,3,654.785
17,17,3,654.785
18,18,3,660.391
19,19,3,660.392
20,20,3,654.785
21,21,3,654.785
22,22,3,660.392
23,23,3,660.404
24,24,3,904.622
25,25,3,904.626
26,26,3,904.573
27,27,3,904.572
28,28,3,904.626
29,29,3,904.558
30,30,3,904.579
31,31,3,904.579
0,0,4,499.376
1,1,4,499.376
2,2,4,499.347
3,3,4,499.35
4,4,4,499.357
5,5,4,499.342
6,6,4,499.346
7,7,4,499.35
8,8,4,493.533
9,9,4,493.532
10,10,4,493.532
11,11,4,493.529
12,12,4,493.566
13,13,4,493.527
14,14,4,493.549
15,15,4,493.528
16,16,4,494.425
17,17,4,494.425
18,18,4,494.437
19,19,4,494.451
20,20,4,494.403
21,21,4,494.451
22,22,4,494.442
23,23,4,494.443
24,24,4,489.945
25,25,4,489.987
26,26,4,489.965
27,27,4,489.964
28,28,4,489.978
29,29,4,489.999
30,30,4,489.934
31,31,4,490.01
0,0,5,475.401
1,1,5,475.442
2,2,5,475.434
3,3,5,475.464
4,4,5,475.419
5,5,5,475.487
6,6,5,475.455
7,7,5,475.475
8,8,5,476.334
9,9,5,476.335
10,10,5,476.336
11,11,5,476.336
12,12,5,476.34
13,13,5,476.34
14,14,5,476.34
15,15,5,476.34
16,16,5,693.242
17,17,5,693.243
18,18,5,693.244
19,19,5,693.243
20,20,5,693.243
21,21,5,693.241
22,22,5,693.241
23,23,5,693.241
24,24,5,593.893
25,25,5,593.885
26,26,5,593.885
27,27,5,593.892
28,28,5,593.891
29,29,5,593.891
30,30,5,593.885
31,31,5,593.885
0,0,6,517.029
1,1,6,517.079
2,2,6,517.047
3,3,6,517.055
4,4,6,517.047
5,5,6,517.047
6,6,6,517.039
7,7,6,517.047
8,8,6,521.247
9,9,6,521.246
10,10,6,521.198
11,11,6,521.125
12,12,6,521.181
13,13,6,521.181
14,14,6,521.134
15,15,6,521.134
16,16,6,428.189
17,17,6,428.189
18,18,6,428.188
19,19,6,428.188
20,20,6,426.33
21,21,6,426.33
22,22,6,428.187
23,23,6,426.33
24,24,6,360.609
25,25,6,360.627
26,26,6,359.68
27,27,6,359.679
28,28,6,359.679
29,29,6,359.68
30,30,6,360.598
31,31,6,360.598
0,0,7,636.404
1,1,7,636.404
2,2,7,636.205
3,3,7,636.205
4,4,7,636.25
5,5,7,636.25
6,6,7,636.312
7,7,7,636.313
8,8,7,471.343
9,9,7,471.343
10,10,7,471.309
11,11,7,471.362
12,12,7,471.288
13,13,7,471.379
14,14,7,471.402
15,15,7,471.27
16,16,7,436.223
17,17,7,436.248
18,18,7,436.185
19,19,7,436.185
20,20,7,436.21
21,21,7,436.21
22,22,7,436.191
23,23,7,436.235
24,24,7,398.202
25,25,7,398.202
26,26,7,398.188
27,27,7,398.188
28,28,7,398.228
29,29,7,398.21
30,30,7,398.221
31,31,7,398.228
