tid,core,node,bw
0,0,0,828.938
1,4,0,828.927
2,8,0,376.109
3,12,0,376.107
4,16,0,463.788
5,20,0,463.788
6,24,0,301.127
7,28,0,301.127
8,32,0,412.156
9,36,0,412.158
10,40,0,291.513
11,44,0,291.512
12,48,0,476.614
13,52,0,476.613
14,56,0,283.032
15,60,0,283.032
16,1,0,828.918
17,5,0,828.927
18,9,0,376.107
19,13,0,376.107
20,17,0,463.789
21,21,0,463.788
22,25,0,301.126
23,29,0,301.127
24,33,0,412.158
25,37,0,412.158
26,41,0,291.513
27,45,0,292.244
28,49,0,476.613
29,53,0,476.614
30,57,0,283.032
31,61,0,283.032
32,2,0,828.92
33,6,0,828.926
34,10,0,376.108
35,14,0,376.107
36,18,0,463.787
37,22,0,463.787
38,26,0,300.219
39,30,0,300.219
40,34,0,412.158
41,38,0,412.156
42,42,0,291.512
43,46,0,291.512
44,50,0,476.613
45,54,0,476.62
46,58,0,282.517
47,62,0,282.517
0,0,1,422.519
1,4,1,422.519
2,8,1,872.409
3,12,1,872.399
4,16,1,305.073
5,20,1,304.048
6,24,1,567.237
7,28,1,567.236
8,32,1,324.517
9,36,1,324.516
10,40,1,264.097
11,44,1,264.1
12,48,1,285.359
13,52,1,285.36
14,56,1,356.995
15,60,1,357.223
16,1,1,425.333
17,5,1,422.519
18,9,1,872.409
19,13,1,872.398
20,17,1,305.072
21,21,1,304.048
22,25,1,567.235
23,29,1,567.236
24,33,1,324.516
25,37,1,324.517
26,41,1,264.112
27,45,1,264.109
28,49,1,285.36
29,53,1,285.36
30,57,1,356.995
31,61,1,357.006
32,2,1,422.519
33,6,1,422.519
34,10,1,872.394
35,14,1,872.42
36,18,1,305.072
37,22,1,304.047
38,26,1,567.235
39,30,1,567.235
40,34,1,324.516
41,38,1,324.516
42,42,1,264.106
43,46,1,264.094
44,50,1,285.36
45,54,1,285.359
46,58,1,357.004
47,62,1,356.982
0,0,2,344.575
1,4,2,344.576
2,8,2,326.77
3,12,2,326.765
4,16,2,886.36
5,20,2,886.362
6,24,2,410.994
7,28,2,410.994
8,32,2,343.306
9,36,2,343.308
10,40,2,468.988
11,44,2,468.981
12,48,2,344.28
13,52,2,344.28
14,56,2,343.83
15,60,2,343.83
16,1,2,344.575
17,5,2,344.576
18,9,2,326.769
19,13,2,326.765
20,17,2,886.365
21,21,2,886.363
22,25,2,410.994
23,29,2,410.993
24,33,2,343.301
25,37,2,343.301
26,41,2,468.981
27,45,2,468.981
28,49,2,344.28
29,53,2,344.281
30,57,2,343.83
31,61,2,343.829
32,2,2,344.575
33,6,2,344.575
34,10,2,326.766
35,14,2,326.765
36,18,2,886.359
37,22,2,886.355
38,26,2,410.994
39,30,2,410.993
40,34,2,343.303
41,38,2,343.302
42,42,2,468.985
43,46,2,468.981
44,50,2,344.281
45,54,2,344.28
46,58,2,343.829
47,62,2,343.829
0,0,3,277.763
1,4,3,276.873
2,8,3,376.082
3,12,3,376.082
4,16,3,458.942
5,20,3,458.946
6,24,3,891.818
7,28,3,891.853
8,32,3,377.168
9,36,3,377.169
10,40,3,603.215
11,44,3,603.216
12,48,3,275.001
13,52,3,275.001
14,56,3,275.151
15,60,3,275.152
16,1,3,277.763
17,5,3,276.873
18,9,3,376.082
19,13,3,376.082
20,17,3,458.942
21,21,3,458.945
22,25,3,891.819
23,29,3,891.827
24,33,3,377.164
25,37,3,377.169
26,41,3,603.214
27,45,3,603.195
28,49,3,275.002
29,53,3,275
30,57,3,275.151
31,61,3,275.151
32,2,3,276.873
33,6,3,276.872
34,10,3,376.086
35,14,3,376.082
36,18,3,458.947
37,22,3,458.941
38,26,3,891.832
39,30,3,891.829
40,34,3,377.163
41,38,3,377.163
42,42,3,603.195
43,46,3,603.196
44,50,3,275.001
45,54,3,275.002
46,58,3,275.151
47,62,3,275.151
0,0,4,344.913
1,4,4,344.912
2,8,4,324.976
3,12,4,324.976
4,16,4,325.323
5,20,4,325.322
6,24,4,324.461
7,28,4,324.472
8,32,4,869.349
9,36,4,869.354
10,40,4,386.388
11,44,4,386.387
12,48,4,438.964
13,52,4,438.964
14,56,4,309.108
15,60,4,309.108
16,1,4,344.913
17,5,4,344.912
18,9,4,324.976
19,13,4,324.975
20,17,4,325.323
21,21,4,325.322
22,25,4,324.461
23,29,4,324.468
24,33,4,869.353
25,37,4,869.354
26,41,4,386.388
27,45,4,386.387
28,49,4,438.965
29,53,4,438.967
30,57,4,309.108
31,61,4,309.108
32,2,4,344.913
33,6,4,344.911
34,10,4,324.976
35,14,4,324.975
36,18,4,325.322
37,22,4,325.322
38,26,4,324.473
39,30,4,324.47
40,34,4,869.348
41,38,4,869.347
42,42,4,386.388
43,46,4,386.387
44,50,4,438.965
45,54,4,438.965
46,58,4,309.108
47,62,4,309.108
0,0,5,273.266
1,4,5,272.633
2,8,5,272.096
3,12,5,272.093
4,16,5,615.571
5,20,5,615.572
6,24,5,378.172
7,28,5,378.173
8,32,5,443.645
9,36,5,443.645
10,40,5,895.19
11,44,5,895.206
12,48,5,306.028
13,52,5,306.026
14,56,5,377.623
15,60,5,377.626
16,1,5,273.266
17,5,5,272.633
18,9,5,272.085
19,13,5,272.082
20,17,5,615.572
21,21,5,615.572
22,25,5,378.174
23,29,5,378.173
24,33,5,443.645
25,37,5,443.645
26,41,5,895.206
27,45,5,895.158
28,49,5,306.028
29,53,5,306.028
30,57,5,377.624
31,61,5,377.623
32,2,5,272.634
33,6,5,272.633
34,10,5,272.103
35,14,5,272.091
36,18,5,615.565
37,22,5,615.565
38,26,5,378.176
39,30,5,378.177
40,34,5,443.648
41,38,5,443.648
42,42,5,895.159
43,46,5,895.167
44,50,5,306.023
45,54,5,306.028
46,58,5,377.649
47,62,5,377.624
0,0,6,478.809
1,4,6,478.81
2,8,6,290.583
3,12,6,290.582
4,16,6,433.719
5,20,6,433.718
6,24,6,313.838
7,28,6,313.837
8,32,6,494.944
9,36,6,494.944
10,40,6,294.517
11,44,6,294.517
12,48,6,866.319
13,52,6,866.332
14,56,6,413.031
15,60,6,413.034
16,1,6,478.809
17,5,6,478.816
18,9,6,290.583
19,13,6,290.583
20,17,6,433.719
21,21,6,433.718
22,25,6,313.838
23,29,6,313.837
24,33,6,494.945
25,37,6,494.944
26,41,6,294.517
27,45,6,294.517
28,49,6,866.333
29,53,6,866.318
30,57,6,413.031
31,61,6,413.034
32,2,6,478.811
33,6,6,478.809
34,10,6,290.582
35,14,6,290.582
36,18,6,433.718
37,22,6,433.718
38,26,6,313.837
39,30,6,313.838
40,34,6,494.945
41,38,6,494.945
42,42,6,294.518
43,46,6,294.518
44,50,6,866.332
45,54,6,866.33
46,58,6,413.031
47,62,6,413.033
0,0,7,309.226
1,4,7,309.225
2,8,7,360.928
3,12,7,360.934
4,16,7,440.71
5,20,7,440.711
6,24,7,337.619
7,28,7,337.618
8,32,7,288.015
9,36,7,288.034
10,40,7,361.802
11,44,7,361.803
12,48,7,418.685
13,52,7,418.686
14,56,7,896.467
15,60,7,896.472
16,1,7,309.225
17,5,7,309.225
18,9,7,360.928
