tid,core,node,bw
19,13,7,360.934
20,17,7,440.71
21,21,7,440.712
22,25,7,337.618
23,29,7,337.619
24,33,7,288.034
25,37,7,288.02
26,41,7,361.809
27,45,7,361.808
28,49,7,418.685
29,53,7,418.685
30,57,7,896.465
31,61,7,896.46
32,2,7,308.387
33,6,7,308.387
34,10,7,360.929
35,14,7,360.936
36,18,7,440.712
37,22,7,440.709
38,26,7,337.619
39,30,7,337.619
40,34,7,288.026
41,38,7,288.032
42,42,7,361.804
43,46,7,361.814
44,50,7,418.684
45,54,7,418.686
46,58,7,896.463
47,62,7,896.466
