Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-1,8541.16666667,9266.3,4109.33333333,4111.1,5971.13333333,3882.33333333,2425.9,2428.6
0-2,5892.5,3767.03333333,7703.86666667,4965.66666667,6048.93333333,6034.43333333,4761.46666667,4215.9
0-3,4193.53333333,6086.23333333,7335.3,7431.73333333,5985.63333333,5292.9,3957.63333333,4084.43333333
0-4,6046.96666667,6095.13333333,6283.93333333,5824.0,6016.66666667,4474.5,5118.83333333,3981.3
0-5,4114.3,4119.23333333,6422.4,6190.56666667,6010.66666667,6018.73333333,6161.63333333,3632.13333333
0-6,7870.83333333,3686.86666667,6155.9,5563.26666667,4689.86666667,4178.8,6009.96666667,3805.73333333
0-7,6867.53333333,6154.6,8165.43333333,5616.8,3435.56666667,4945.3,6219.53333333,4208.96666667
1-2,6044.7,4180.13333333,6777.1,7625.23333333,6014.43333333,5949.66666667,3466.83333333,4693.13333333
1-3,3842.46666667,6034.5,4918.56666667,6218.1,6049.33333333,5105.63333333,3101.13333333,3429.13333333
1-4,5995.1,5595.9,5399.63333333,6204.43333333,6058.56666667,4461.03333333,3678.3,3432.53333333
1-5,4138.66666667,4068.36666667,7639.86666667,5153.9,6032.06666667,5984.63333333,4233.83333333,5994.16666667
1-6,7283.53333333,4232.56666667,5357.26666667,5368.53333333,4705.2,4155.73333333,4258.26666667,6160.66666667
1-7,4944.93333333,5637.73333333,6011.23333333,6134.83333333,3421.43333333,4695.2,3551.83333333,5643.26666667
2-3,2389.7,2394.46666667,8498.7,9250.03333333,6095.36666667,6947.8,2401.76666667,2379.76666667
2-4,4480.63333333,3416.2,6215.43333333,6217.23333333,6193.26666667,8628.6,6118.66666667,4158.66666667
2-5,3878.43333333,3126.8,7477.76666667,6242.76666667,6189.43333333,8452.7,5345.83333333,4598.4
2-6,4905.33333333,3777.26666667,6068.26666667,4478.26666667,4704.36666667,4128.66666667,6118.6,6124.93333333
2-7,6029.26666667,3425.5,7835.23333333,4861.76666667,3441.83333333,5961.46666667,6090.96666667,6041.7
3-4,3411.86666667,4661.63333333,6177.73333333,5646.83333333,6075.46666667,7650.76666667,4091.63333333,4062.33333333
3-5,3059.36666667,4060.53333333,8619.9,6221.33333333,6102.96666667,7175.5,4137.76666667,3396.66666667
3-6,3625.86666667,4208.93333333,6052.56666667,6073.56666667,4714.4,3755.93333333,4090.5,4141.93333333
3-7,4010.53333333,4660.56666667,7286.1,7350.5,3445.13333333,6063.3,4094.76666667,4120.66666667
4-5,2358.23333333,2388.36666667,5675.53333333,4789.16666667,8488.8,9274.83333333,4137.8,2404.5
4-6,6044.53333333,3639.2,6088.86666667,4998.76666667,5879.96666667,3727.8,7871.1,3668.66666667
4-7,5373.53333333,6008.3,6295.7,5625.06666667,4235.73333333,6052.1,7293.66666667,4152.16666667
5-6,4120.5,3287.16666667,5614.2,6009.23333333,6113.83333333,4193.13333333,5887.93333333,6047.2
5-7,4076.63333333,4090.73333333,6422.36666667,6227.23333333,3562.16666667,5571.83333333,4934.76666667,5571.0
6-7,4143.7,2439.96666667,6099.13333333,3954.9,2400.66666667,2389.66666667,8562.63333333,9282.53333333
