processor,node,bw
0-1,0,8451.6
0-1,1,9162.7
0-1,2,4119.05
0-1,3,4112.5
0-1,4,5912.824999999999
0-1,5,3871.875
0-1,6,2435.475
0-1,7,2429.575
0-2,0,6637.299999999999
0-2,1,4238.95
0-2,2,7641.525000000001
0-2,3,4941.25
0-2,4,5946.65
0-2,5,5986.075
0-2,6,4726.7
0-2,7,4207.675
0-3,0,4159.95
0-3,1,6083.025
0-3,2,7301.75
0-3,3,7361.799999999999
0-3,4,6006.900000000001
0-3,5,5321.0
0-3,6,3971.05
0-3,7,4086.575
0-4,0,6039.875
0-4,1,6079.975
0-4,2,6286.475
0-4,3,5839.674999999999
0-4,4,6001.375000000001
0-4,5,4448.4
0-4,6,5142.775
0-4,7,3980.475
0-5,0,4110.049999999999
0-5,1,4140.725
0-5,2,6444.0
0-5,3,6219.9
0-5,4,5992.775
0-5,5,5964.799999999999
0-5,6,6143.35
0-5,7,3611.475
0-6,0,7816.075
0-6,1,3675.625
0-6,2,6104.15
0-6,3,5552.425
0-6,4,4699.875
0-6,5,4150.675
0-6,6,5930.349999999999
0-6,7,3795.3500000000004
0-7,0,6791.95
0-7,1,6146.15
0-7,2,8112.575
0-7,3,5607.675
0-7,4,3430.0
0-7,5,4950.375
0-7,6,6203.475
0-7,7,4209.975
1-2,0,6052.775
1-2,1,4158.925
1-2,2,5960.2
1-2,3,7585.0
1-2,4,6049.475
1-2,5,6032.825
1-2,6,3466.675
1-2,7,4710.475
1-3,0,3828.95
1-3,1,6043.25
1-3,2,4901.95
1-3,3,7069.325000000001
1-3,4,5964.625
1-3,5,5052.0
1-3,6,3109.025
1-3,7,3432.7
1-4,0,6022.275000000001
1-4,1,5558.375
1-4,2,5414.174999999999
1-4,3,6171.125
1-4,4,6036.224999999999
1-4,5,4464.925
1-4,6,3702.95
1-4,7,3440.2
1-5,0,4055.3
1-5,1,4033.0750000000003
1-5,2,7566.6
1-5,3,5118.8
1-5,4,6072.549999999999
1-5,5,5974.625
1-5,6,4233.15
1-5,7,5963.025
1-6,0,7278.5
1-6,1,4231.35
1-6,2,5377.075
1-6,3,5332.35
1-6,4,4681.625
1-6,5,4190.375
1-6,6,4233.875
1-6,7,6145.025
1-7,0,4921.375
1-7,1,5602.025
1-7,2,6018.325
1-7,3,6122.674999999999
1-7,4,3419.0
1-7,5,4680.200000000001
1-7,6,3570.0750000000003
1-7,7,5600.85
2-3,0,2380.6000000000004
2-3,1,2403.75
2-3,2,8388.475
2-3,3,9149.349999999999
2-3,4,6102.3
2-3,5,6994.15
2-3,6,2401.1499999999996
2-3,7,2377.475
2-4,0,4480.775
2-4,1,3468.025
2-4,2,6191.0
2-4,3,6206.15
2-4,4,6182.424999999999
2-4,5,8542.975
2-4,6,6151.3
2-4,7,4145.525
2-5,0,3860.575
2-5,1,3105.6499999999996
2-5,2,7403.925
2-5,3,6286.875
2-5,4,6169.825000000001
2-5,5,8413.25
2-5,6,5361.45
2-5,7,4714.625
2-6,0,4900.7
2-6,1,3797.1499999999996
2-6,2,6002.125
2-6,3,4484.799999999999
2-6,4,4720.6
2-6,5,4178.549999999999
2-6,6,6096.525
2-6,7,6107.025
2-7,0,6075.450000000001
2-7,1,3462.325
2-7,2,7756.674999999999
2-7,3,4821.95
2-7,4,3468.3999999999996
2-7,5,5966.075000000001
2-7,6,6027.525
2-7,7,6081.2
3-4,0,3423.125
3-4,1,4678.85
3-4,2,6156.625
3-4,3,5634.275
3-4,4,6098.299999999999
3-4,5,7623.825000000001
3-4,6,4142.450000000001
3-4,7,4061.75
3-5,0,3052.6000000000004
3-5,1,4056.7
3-5,2,8549.025
3-5,3,6250.025
3-5,4,6093.55
3-5,5,7124.450000000001
3-5,6,4107.9
3-5,7,3417.275
3-6,0,3622.575
3-6,1,4197.375
3-6,2,6039.700000000001
3-6,3,6016.875
3-6,4,4707.599999999999
3-6,5,3807.775
3-6,6,4142.55
3-6,7,4119.0
3-7,0,4046.625
3-7,1,4677.6
3-7,2,7280.650000000001
3-7,3,7248.35
3-7,4,3474.925
3-7,5,6011.775
3-7,6,4168.3
3-7,7,4141.2
4-5,0,2363.125
4-5,1,2384.7000000000003
4-5,2,5654.4
4-5,3,4748.15
4-5,4,8391.1
4-5,5,9174.25
4-5,6,4147.625
4-5,7,2411.275
4-6,0,6094.724999999999
4-6,1,3610.7000000000003
4-6,2,6026.3
4-6,3,5039.225
4-6,4,5842.375
4-6,5,3718.325
4-6,6,7789.05
4-6,7,3678.9
4-7,0,5376.35
4-7,1,5975.675
4-7,2,6284.025
4-7,3,5627.4
4-7,4,4204.95
4-7,5,5999.95
4-7,6,7261.275000000001
4-7,7,4176.5
5-6,0,4105.075000000001
5-6,1,3287.675
5-6,2,5609.25
5-6,3,5978.0
5-6,4,6107.55
5-6,5,4179.0
5-6,6,6765.85
5-6,7,5997.025000000001
5-7,0,4104.375
5-7,1,4141.325
5-7,2,6409.75
5-7,3,6217.65
5-7,4,3554.1000000000004
5-7,5,5505.700000000001
5-7,6,4909.675
5-7,7,5515.175
6-7,0,4163.424999999999
6-7,1,2438.075
6-7,2,6145.275
6-7,3,3930.275
6-7,4,2387.0
6-7,5,2387.025
6-7,6,8455.875
6-7,7,9169.325
