Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-1,10386.5,7733.13333333,7028.4,10132.1,6840.73333333,4618.86666667,4518.26666667
0-2,7735.16666667,8148.16666667,8732.6,10681.2666667,11327.2,10134.1,7528.86666667
0-3,8142.13333333,6643.43333333,6749.56666667,8290.2,8298.4,7605.06666667,6637.76666667
0-4,11703.9333333,11616.9,11149.1,8121.9,6905.93333333,10543.3,6535.86666667
0-5,7736.16666667,8179.06666667,8156.8,6498.96666667,6559.03333333,8087.5,7213.03333333
0-6,6871.1,12040.8,10296.6333333,10326.6666667,7885.3,8324.36666667,7682.53333333
0-7,8352.4,13180.7333333,10373.5333333,7655.1,10211.7666667,8070.76666667,6940.7
1-2,8197.06666667,8927.4,12070.2,11217.4666667,11264.4333333,7234.5,11373.4666667
1-3,7723.43333333,7663.43333333,7705.76666667,8288.16666667,8168.43333333,6781.76666667,7764.7
1-4,10901.2,11425.6,11833.2666667,11671.4,8384.53333333,7733.83333333,7148.66666667
1-5,7802.9,8075.7,8146.06666667,7664.26666667,7305.53333333,7647.33333333,8188.63333333
1-6,7766.63333333,11424.8,11518.9666667,10911.1,7990.93333333,6656.23333333,12276.5
1-7,7586.3,10987.3333333,10373.8,8123.53333333,10922.1,7593.23333333,8590.93333333
2-3,3937.5,4585.86666667,4590.3,4420.66666667,4536.23333333,4340.46666667,4129.9
2-4,7957.93333333,9210.76666667,10611.1666667,10383.8,10672.2333333,11458.8333333,7183.56666667
2-5,7081.33333333,7387.7,7266.2,7323.6,7266.83333333,7917.83333333,7352.2
2-6,7486.53333333,9528.73333333,8461.46666667,11447.6333333,8197.0,11679.8666667,11631.9333333
2-7,7627.53333333,10957.2,9051.56666667,8052.03333333,11146.4666667,11314.5666667,11546.8333333
3-4,8096.93333333,7692.96666667,6375.46666667,7540.2,7681.93333333,7757.63333333,6998.73333333
3-5,6970.63333333,6408.06666667,5935.23333333,6631.23333333,6425.16666667,7710.7,7181.0
3-6,7463.8,7532.46666667,6852.06666667,7977.53333333,7569.86666667,8043.66666667,8049.93333333
3-7,8001.96666667,7613.63333333,7303.66666667,7795.36666667,8126.86666667,8010.56666667,8023.23333333
4-5,3611.43333333,4630.36666667,4508.9,4558.66666667,4540.06666667,4412.03333333,4198.93333333
4-6,7996.56666667,11553.1666667,11088.2333333,10994.6333333,8261.06666667,11512.9,7823.0
4-7,8309.63333333,11663.2333333,11350.3333333,8225.7,11494.8,11393.5333333,8186.43333333
5-6,7379.16666667,8143.76666667,7744.13333333,7749.66666667,6954.86666667,8062.4,7883.26666667
5-7,6142.03333333,8186.6,7005.8,7084.5,7697.7,8088.3,7770.8
6-7,4157.86666667,7852.16666667,7111.4,4552.66666667,4249.13333333,7793.56666667,7587.6
