processor,node,bw
0-1,0,18041.1175
0-1,1,21124.325
0-1,2,14402.705
0-1,3,14476.0025
0-2,0,20836.4275
0-2,1,16368.325
0-2,2,14872.2875
0-2,3,16327.5075
0-3,0,17988.845
0-3,1,13497.1075
0-3,2,13549.1625
0-3,3,25107.6925
1-2,0,13849.7475
1-2,1,18406.155
1-2,2,29759.4375
1-2,3,13934.065
1-3,0,16254.7175
1-3,1,20723.6175
1-3,2,16418.2775
1-3,3,25252.91
2-3,0,14425.1075
2-3,1,14381.97
2-3,2,17640.6275
2-3,3,18180.3175
