Sockets\Mem_Nodes,0,1,2,3
0,16747.95,3045.575,2640.7,3084.5
1,3116.0,16798.7,3141.95,2623.45
2,2613.425,3142.525,16732.075,3131.45
3,3075.6,2616.825,3063.225,16769.525
