Sockets\Mem_Nodes,0,1,2,3
0,16639.075,3046.325,2637.45,3083.25
1,3094.075,16856.275,3151.15,2623.05
2,2612.825,3140.675,17107.75,3133.25
3,3101.425,2616.925,3063.475,16787.575
