processor,node,bw
0-1,0,6804.3
0-1,1,7030.825
0-1,2,5158.925
0-1,3,4647.975
0-2,0,6397.950000000001
0-2,1,5371.8
0-2,2,6028.275
0-2,3,5375.0
0-3,0,6796.9
0-3,1,4372.074999999999
0-3,2,4710.025
0-3,3,7208.775
1-2,0,4810.9
1-2,1,6888.9
1-2,2,7105.85
1-2,3,4747.575
1-3,0,5254.200000000001
1-3,1,5697.2
1-3,2,5221.075
1-3,3,6026.8
2-3,0,5054.625
2-3,1,4608.2
2-3,2,6780.525000000001
2-3,3,7266.199999999999
