processor,node,bw
0-1,0,21773.760000000002
0-1,1,22498.64
0-1,2,16508.56
0-1,3,14873.520000000002
0-2,0,20473.440000000002
0-2,1,17189.760000000002
0-2,2,19290.48
0-2,3,17200.0
0-3,0,21750.08
0-3,1,13990.639999999998
0-3,2,15072.08
0-3,3,23068.08
1-2,0,15394.88
1-2,1,22044.48
1-2,2,22738.72
1-2,3,15192.24
1-3,0,16813.440000000002
1-3,1,18231.04
1-3,2,16707.44
1-3,3,19285.760000000002
2-3,0,16174.800000000001
2-3,1,14746.24
2-3,2,21697.680000000004
2-3,3,23251.839999999997
