Sockets\Mem_Nodes,0,1,2,3
0-1,6804.3,7030.825,5158.925,4647.975
0-2,6397.950000000001,5371.8,6028.275,5375.0
0-3,6796.9,4372.074999999999,4710.025,7208.775
1-2,4810.9,6888.9,7105.85,4747.575
1-3,5254.200000000001,5697.2,5221.075,6026.8
2-3,5054.625,4608.2,6780.525000000001,7266.199999999999
