Sockets\Mem_Nodes,0,1,2,3
0,17060.975,3051.65,2628.975,3088.125
1,3099.575,17097.625,3152.175,2627.7
2,2616.6,3144.575,16913.325,3138.6
3,3082.775,2620.925,3067.5,17033.7
