processor,node,bw
0,0,29003.6575
0,1,5187.805
0,2,4469.2575
0,3,5249.8125
1,0,5269.2775
1,1,29065.9625
1,2,5358.6975
1,3,4467.09
2,0,4448.22
2,1,5345.7775
2,2,28752.6525
2,3,5335.62
3,0,5240.7175
3,1,4455.5725
3,2,5214.75
3,3,28957.29
