Sockets\Mem_Nodes,0,1,2,3
0,17082.625,3051.1,2625.6,3088.15
1,3098.025,17168.55,3147.325,2632.95
2,2617.0,3147.75,17062.125,3135.475
3,3082.65,2621.2,3067.9,16955.925
