processor,node,bw
0-1-2-3,1,24433.36
0-1-2-3,2,26176.64
0-1-2-3,3,26389.040000000005
0-1-2-3,4,29320.080000000005
0-1-2-3,5,30267.920000000002
0-1-2-3,6,16697.44
0-1-2-3,7,20845.92
0-1-2-4,1,35832.159999999996
0-1-2-4,2,37470.96
0-1-2-4,3,47580.64000000001
0-1-2-4,4,47567.76000000001
0-1-2-4,5,35275.6
0-1-2-4,6,25738.800000000003
0-1-2-4,7,25439.28
0-1-2-5,1,35345.200000000004
0-1-2-5,2,38086.08
0-1-2-5,3,46838.88
0-1-2-5,4,38204.56
0-1-2-5,5,37865.76
0-1-2-5,6,29181.600000000002
0-1-2-5,7,28516.88
0-1-2-6,1,31447.36
0-1-2-6,2,37053.36
0-1-2-6,3,42618.48
0-1-2-6,4,51134.24
0-1-2-6,5,38419.920000000006
0-1-2-6,6,27283.280000000006
0-1-2-6,7,30762.240000000005
0-1-2-7,1,32372.079999999994
0-1-2-7,2,36945.6
0-1-2-7,3,39367.04
0-1-2-7,4,40200.8
0-1-2-7,5,44191.200000000004
0-1-2-7,6,29726.96
0-1-2-7,7,27342.320000000003
0-1-3-4,1,36201.76
0-1-3-4,2,40385.44
0-1-3-4,3,37124.32
0-1-3-4,4,38843.68
0-1-3-4,5,36066.880000000005
0-1-3-4,6,24727.2
0-1-3-4,7,25191.440000000002
0-1-3-5,1,34625.6
0-1-3-5,2,36455.840000000004
0-1-3-5,3,39036.64000000001
0-1-3-5,4,31339.920000000002
0-1-3-5,5,33618.4
0-1-3-5,6,28551.760000000006
0-1-3-5,7,27828.240000000005
0-1-3-6,1,34592.72
0-1-3-6,2,40699.76
0-1-3-6,3,39208.719999999994
0-1-3-6,4,47132.48000000001
0-1-3-6,5,40417.68
0-1-3-6,6,26660.0
0-1-3-6,7,29992.559999999998
0-1-3-7,1,30470.64
0-1-3-7,2,38198.88
0-1-3-7,3,34261.200000000004
0-1-3-7,4,38884.8
0-1-3-7,5,44083.68
0-1-3-7,6,29651.119999999995
0-1-3-7,7,26742.0
0-1-4-5,1,25976.0
0-1-4-5,2,30189.76
0-1-4-5,3,28489.2
0-1-4-5,4,26289.440000000002
0-1-4-5,5,25431.2
0-1-4-5,6,26760.800000000003
0-1-4-5,7,24018.56
0-1-4-6,1,35814.240000000005
0-1-4-6,2,42877.840000000004
0-1-4-6,3,47780.96000000001
0-1-4-6,4,49174.399999999994
0-1-4-6,5,32425.920000000002
0-1-4-6,6,27273.280000000006
0-1-4-6,7,27609.28
0-1-4-7,1,34911.92
0-1-4-7,2,43367.52000000001
0-1-4-7,3,45722.64000000001
0-1-4-7,4,40825.44
0-1-4-7,5,35905.04
0-1-4-7,6,29848.0
0-1-4-7,7,24274.48
0-1-5-6,1,33921.12
0-1-5-6,2,44766.48
0-1-5-6,3,44642.880000000005
0-1-5-6,4,39951.68000000001
0-1-5-6,5,35285.840000000004
0-1-5-6,6,25508.24
0-1-5-6,7,30793.68
0-1-5-7,1,32666.800000000003
0-1-5-7,2,41222.72
0-1-5-7,3,39314.48
0-1-5-7,4,30131.519999999997
0-1-5-7,5,34708.08
0-1-5-7,6,27954.08
0-1-5-7,7,25212.880000000005
0-1-6-7,1,26858.0
0-1-6-7,2,40296.0
0-1-6-7,3,39373.84
0-1-6-7,4,27391.039999999997
0-1-6-7,5,25160.800000000003
0-1-6-7,6,26926.559999999998
0-1-6-7,7,27242.08
0-2-3-4,1,28393.440000000002
0-2-3-4,2,26618.560000000005
0-2-3-4,3,26435.680000000008
0-2-3-4,4,29930.4
0-2-3-4,5,29547.36
0-2-3-4,6,28612.08
0-2-3-4,7,29089.120000000003
0-2-3-5,1,28329.600000000002
0-2-3-5,2,26069.36
0-2-3-5,3,26132.4
0-2-3-5,4,28558.480000000007
0-2-3-5,5,28466.0
0-2-3-5,6,29540.800000000003
0-2-3-5,7,28038.559999999998
0-2-3-6,1,25024.960000000003
0-2-3-6,2,26884.4
0-2-3-6,3,26215.040000000005
0-2-3-6,4,29770.16
0-2-3-6,5,29379.440000000002
0-2-3-6,6,25637.2
0-2-3-6,7,27746.640000000003
0-2-3-7,1,26767.920000000002
0-2-3-7,2,25014.24
0-2-3-7,3,24538.4
0-2-3-7,4,25716.4
0-2-3-7,5,27208.08
0-2-3-7,6,29524.319999999996
0-2-3-7,7,26565.120000000003
0-2-4-5,1,27406.88
0-2-4-5,2,27514.319999999996
0-2-4-5,3,26845.039999999997
0-2-4-5,4,26105.600000000002
0-2-4-5,5,26185.36
0-2-4-5,6,29582.72
0-2-4-5,7,29144.48
0-2-4-6,1,38281.200000000004
0-2-4-6,2,43796.32000000001
0-2-4-6,3,41707.04
0-2-4-6,4,49236.32
0-2-4-6,5,40038.32
0-2-4-6,6,45037.920000000006
0-2-4-6,7,35839.200000000004
0-2-4-7,1,42745.920000000006
0-2-4-7,2,50968.880000000005
0-2-4-7,3,44921.36
0-2-4-7,4,45611.76000000001
0-2-4-7,5,43767.52
0-2-4-7,6,51121.28
0-2-4-7,7,34838.32
0-2-5-6,1,33491.92
0-2-5-6,2,41426.00000000001
0-2-5-6,3,40838.40000000001
0-2-5-6,4,39737.68
0-2-5-6,5,39181.12
0-2-5-6,6,45739.520000000004
0-2-5-6,7,46125.52
0-2-5-7,1,38417.84
0-2-5-7,2,45022.72
0-2-5-7,3,42298.4
0-2-5-7,4,33579.04
0-2-5-7,5,39717.92
0-2-5-7,6,42258.48000000001
0-2-5-7,7,34811.840000000004
0-2-6-7,1,29923.76
0-2-6-7,2,47891.840000000004
0-2-6-7,3,33735.920000000006
0-2-6-7,4,26813.519999999997
0-2-6-7,5,28984.4
0-2-6-7,6,39470.16
0-2-6-7,7,39835.520000000004
0-3-4-5,1,27676.800000000003
0-3-4-5,2,24622.960000000003
0-3-4-5,3,23758.48
0-3-4-5,4,25623.760000000002
0-3-4-5,5,25677.120000000003
0-3-4-5,6,28513.680000000008
0-3-4-5,7,28061.2
0-3-4-6,1,36932.8
0-3-4-6,2,36620.8
0-3-4-6,3,36229.44
0-3-4-6,4,43664.240000000005
0-3-4-6,5,39025.68
0-3-4-6,6,41173.6
0-3-4-6,7,30798.0
0-3-4-7,1,38336.96
0-3-4-7,2,39305.68
0-3-4-7,3,37620.64000000001
0-3-4-7,4,40755.44
0-3-4-7,5,44643.12
0-3-4-7,6,45298.72
0-3-4-7,7,34404.4
0-3-5-6,1,34618.96
0-3-5-6,2,34879.92
0-3-5-6,3,34132.56
0-3-5-6,4,37356.560000000005
0-3-5-6,5,36632.4
0-3-5-6,6,40380.96
0-3-5-6,7,37810.8
0-3-5-7,1,34462.240000000005
0-3-5-7,2,34997.44
0-3-5-7,3,34153.44
0-3-5-7,4,30462.640000000003
0-3-5-7,5,32469.68
0-3-5-7,6,42030.0
0-3-5-7,7,33369.200000000004
0-3-6-7,1,29526.0
0-3-6-7,2,38567.12
0-3-6-7,3,33768.96
0-3-6-7,4,25581.600000000002
0-3-6-7,5,29214.640000000003
0-3-6-7,6,36558.240000000005
0-3-6-7,7,38878.240000000005
0-4-5-6,1,27378.48
0-4-5-6,2,29968.16
0-4-5-6,3,30020.0
0-4-5-6,4,26600.4
0-4-5-6,5,25850.56
0-4-5-6,6,30035.840000000004
0-4-5-6,7,29504.88
0-4-5-7,1,26994.320000000003
0-4-5-7,2,30207.28
0-4-5-7,3,28541.120000000003
0-4-5-7,4,23135.68
0-4-5-7,5,26185.2
0-4-5-7,6,28145.520000000004
0-4-5-7,7,27652.72
0-4-6-7,1,30214.0
0-4-6-7,2,48024.240000000005
0-4-6-7,3,43110.64
0-4-6-7,4,30270.16
0-4-6-7,5,28918.4
0-4-6-7,6,37858.0
0-4-6-7,7,32968.240000000005
0-5-6-7,1,29740.96
0-5-6-7,2,44055.28
0-5-6-7,3,42167.52
0-5-6-7,4,29007.2
0-5-6-7,5,29953.520000000004
0-5-6-7,6,34487.44
0-5-6-7,7,36097.27999999999
1-2-3-4,1,26791.280000000006
1-2-3-4,2,28920.08
1-2-3-4,3,29536.320000000003
1-2-3-4,4,29322.0
1-2-3-4,5,29052.320000000003
1-2-3-4,6,25126.32
1-2-3-4,7,28167.2
1-2-3-5,1,25995.920000000002
1-2-3-5,2,28465.36
1-2-3-5,3,28650.800000000003
1-2-3-5,4,28464.240000000005
1-2-3-5,5,28185.36
1-2-3-5,6,29074.72
1-2-3-5,7,29739.36
1-2-3-6,1,24572.16
1-2-3-6,2,29694.320000000003
1-2-3-6,3,29947.040000000005
1-2-3-6,4,28931.92
1-2-3-6,5,30420.0
1-2-3-6,6,23426.399999999998
1-2-3-6,7,28571.119999999995
1-2-3-7,1,25361.840000000004
1-2-3-7,2,26385.840000000004
1-2-3-7,3,27504.88
1-2-3-7,4,25531.12
1-2-3-7,5,27556.800000000003
1-2-3-7,6,28552.4
1-2-3-7,7,29600.48
1-2-4-5,1,24640.56
1-2-4-5,2,28101.680000000008
1-2-4-5,3,29237.760000000006
1-2-4-5,4,29115.68
1-2-4-5,5,29216.08
1-2-4-5,6,29631.28
1-2-4-5,7,28197.040000000005
1-2-4-6,1,36456.08
1-2-4-6,2,48206.16
1-2-4-6,3,49692.880000000005
1-2-4-6,4,54716.0
1-2-4-6,5,41012.64
1-2-4-6,6,37745.92
1-2-4-6,7,40912.880000000005
1-2-4-7,1,34578.08000000001
1-2-4-7,2,45397.520000000004
1-2-4-7,3,48184.560000000005
1-2-4-7,4,45892.48000000001
1-2-4-7,5,48316.0
1-2-4-7,6,47817.52
1-2-4-7,7,44687.36000000001
1-2-5-6,1,34565.04
1-2-5-6,2,44966.4
1-2-5-6,3,45471.92000000001
1-2-5-6,4,46096.88
1-2-5-6,5,43854.16
1-2-5-6,6,40993.200000000004
1-2-5-6,7,47007.920000000006
1-2-5-7,1,32797.44
1-2-5-7,2,39421.76
1-2-5-7,3,35784.48
1-2-5-7,4,34692.880000000005
1-2-5-7,5,36302.96000000001
1-2-5-7,6,41839.04000000001
1-2-5-7,7,43022.32
1-2-6-7,1,28414.88
1-2-6-7,2,43302.56
1-2-6-7,3,36295.76
1-2-6-7,4,27505.520000000004
1-2-6-7,5,27866.480000000007
1-2-6-7,6,41774.079999999994
1-2-6-7,7,45777.44
1-3-4-5,1,27194.800000000003
1-3-4-5,2,28723.28
1-3-4-5,3,27900.800000000003
1-3-4-5,4,28876.4
1-3-4-5,5,28561.520000000004
1-3-4-5,6,29006.320000000007
1-3-4-5,7,28764.64
1-3-4-6,1,40392.32000000001
1-3-4-6,2,46868.96
1-3-4-6,3,45837.12000000001
1-3-4-6,4,47222.56
1-3-4-6,5,43280.48000000001
1-3-4-6,6,35042.0
1-3-4-6,7,34865.04
1-3-4-7,1,36184.240000000005
1-3-4-7,2,40585.520000000004
1-3-4-7,3,39884.48
1-3-4-7,4,36968.64
1-3-4-7,5,40640.08
1-3-4-7,6,44676.80000000001
1-3-4-7,7,42734.8
1-3-5-6,1,37487.200000000004
1-3-5-6,2,43903.200000000004
1-3-5-6,3,43573.36
1-3-5-6,4,43752.88
1-3-5-6,5,42205.44
1-3-5-6,6,38232.88
1-3-5-6,7,43032.880000000005
1-3-5-7,1,31348.880000000005
1-3-5-7,2,33814.48
1-3-5-7,3,32837.76
1-3-5-7,4,29986.320000000003
1-3-5-7,5,31585.120000000003
1-3-5-7,6,39537.600000000006
1-3-5-7,7,36692.8
1-3-6-7,1,28870.719999999998
1-3-6-7,2,39880.4
1-3-6-7,3,39990.08
1-3-6-7,4,26150.240000000005
1-3-6-7,5,28506.0
1-3-6-7,6,39349.520000000004
1-3-6-7,7,42441.520000000004
1-4-5-6,1,22575.84
1-4-5-6,2,30057.68
1-4-5-6,3,30070.96
1-4-5-6,4,29937.92
1-4-5-6,5,29012.4
1-4-5-6,6,29905.839999999997
1-4-5-6,7,29178.88
1-4-5-7,1,27417.280000000006
1-4-5-7,2,29864.4
1-4-5-7,3,29060.72
1-4-5-7,4,25204.800000000003
1-4-5-7,5,29983.840000000004
1-4-5-7,6,30064.320000000003
1-4-5-7,7,27838.800000000003
1-4-6-7,1,28273.68
1-4-6-7,2,48153.200000000004
1-4-6-7,3,47855.36
1-4-6-7,4,30239.2
1-4-6-7,5,29167.119999999995
1-4-6-7,6,41166.880000000005
1-4-6-7,7,43899.920000000006
1-5-6-7,1,28007.040000000005
1-5-6-7,2,45279.52
1-5-6-7,3,44049.04000000001
1-5-6-7,4,29495.840000000004
1-5-6-7,5,29104.800000000003
1-5-6-7,6,39882.8
1-5-6-7,7,44883.840000000004
2-3-4-5,1,18426.96
2-3-4-5,2,18094.88
2-3-4-5,3,17865.28
2-3-4-5,4,18858.72
2-3-4-5,5,18392.320000000003
2-3-4-5,6,21447.120000000003
2-3-4-5,7,23875.36
2-3-4-6,1,23728.48
2-3-4-6,2,26007.36
2-3-4-6,3,25678.16
2-3-4-6,4,26662.559999999998
2-3-4-6,5,25088.800000000003
2-3-4-6,6,29254.640000000003
2-3-4-6,7,25487.600000000002
2-3-4-7,1,25572.800000000003
2-3-4-7,2,26970.96
2-3-4-7,3,26073.12
2-3-4-7,4,25882.559999999998
2-3-4-7,5,26356.96
2-3-4-7,6,29753.28
2-3-4-7,7,29843.76
2-3-5-6,1,23577.280000000002
2-3-5-6,2,24822.640000000003
2-3-5-6,3,24538.16
2-3-5-6,4,25478.239999999998
2-3-5-6,5,24831.04
2-3-5-6,6,29170.320000000003
2-3-5-6,7,29454.0
2-3-5-7,1,25192.24
2-3-5-7,2,26298.319999999996
2-3-5-7,3,25046.72
2-3-5-7,4,24408.800000000003
2-3-5-7,5,25836.72
2-3-5-7,6,29444.48
2-3-5-7,7,29870.08
2-3-6-7,1,22661.28
2-3-6-7,2,26415.92
2-3-6-7,3,24830.72
2-3-6-7,4,23164.240000000005
2-3-6-7,5,24798.64
2-3-6-7,6,28438.48
2-3-6-7,7,28288.240000000005
2-4-5-6,1,27580.240000000005
2-4-5-6,2,27214.08
2-4-5-6,3,28823.68
2-4-5-6,4,29318.88
2-4-5-6,5,28622.08
2-4-5-6,6,29292.800000000003
2-4-5-6,7,29154.480000000007
2-4-5-7,1,25655.440000000002
2-4-5-7,2,29111.119999999995
2-4-5-7,3,29856.880000000005
2-4-5-7,4,25796.559999999998
2-4-5-7,5,29500.96
2-4-5-7,6,29204.72
2-4-5-7,7,27617.840000000004
2-4-6-7,1,29931.2
2-4-6-7,2,45755.600000000006
2-4-6-7,3,35406.0
2-4-6-7,4,30178.319999999996
2-4-6-7,5,30724.0
2-4-6-7,6,46270.880000000005
2-4-6-7,7,41218.240000000005
2-5-6-7,1,29634.72
2-5-6-7,2,42385.92
2-5-6-7,3,36265.36
2-5-6-7,4,30151.36
2-5-6-7,5,30374.4
2-5-6-7,6,41736.8
2-5-6-7,7,42401.200000000004
3-4-5-6,1,25323.52
3-4-5-6,2,24207.120000000003
3-4-5-6,3,22801.760000000002
3-4-5-6,4,24890.88
3-4-5-6,5,24581.68
3-4-5-6,6,27766.4
3-4-5-6,7,27945.2
3-4-5-7,1,26364.880000000005
3-4-5-7,2,28655.36
3-4-5-7,3,26535.040000000005
3-4-5-7,4,23521.52
3-4-5-7,5,28407.36
3-4-5-7,6,28956.88
3-4-5-7,7,26939.680000000008
3-4-6-7,1,28958.08
3-4-6-7,2,40597.92
3-4-6-7,3,37975.12
3-4-6-7,4,30044.4
3-4-6-7,5,30460.559999999998
3-4-6-7,6,42502.32000000001
3-4-6-7,7,38195.04
3-5-6-7,1,28320.240000000005
3-5-6-7,2,39388.48
3-5-6-7,3,36944.8
3-5-6-7,4,29747.76
3-5-6-7,5,28429.2
3-5-6-7,6,40641.920000000006
3-5-6-7,7,41612.0
4-5-6-7,1,20109.600000000002
4-5-6-7,2,26554.0
4-5-6-7,3,28266.4
4-5-6-7,4,25746.48
4-5-6-7,5,29858.640000000003
4-5-6-7,6,24957.36
4-5-6-7,7,22835.2
