processor,node,bw
0-1-2-3,1,29185.2
0-1-2-3,2,27585.2
0-1-2-3,3,24726.0
0-1-2-3,4,31020.559999999998
0-1-2-3,5,28778.96
0-1-2-3,6,18801.920000000002
0-1-2-3,7,20836.16
0-1-2-4,1,33035.280000000006
0-1-2-4,2,35190.0
0-1-2-4,3,42895.12
0-1-2-4,4,41243.200000000004
0-1-2-4,5,38250.719999999994
0-1-2-4,6,25876.72
0-1-2-4,7,25286.800000000003
0-1-2-5,1,31022.560000000005
0-1-2-5,2,35699.840000000004
0-1-2-5,3,40991.12
0-1-2-5,4,36042.560000000005
0-1-2-5,5,33283.840000000004
0-1-2-5,6,28934.0
0-1-2-5,7,27518.320000000003
0-1-2-6,1,29657.920000000002
0-1-2-6,2,35869.84
0-1-2-6,3,38924.48
0-1-2-6,4,44948.0
0-1-2-6,5,34759.28
0-1-2-6,6,27102.080000000005
0-1-2-6,7,29332.64
0-1-2-7,1,29272.800000000003
0-1-2-7,2,33160.16
0-1-2-7,3,37177.68
0-1-2-7,4,37506.159999999996
0-1-2-7,5,41739.04000000001
0-1-2-7,6,28174.320000000003
0-1-2-7,7,25841.120000000003
0-1-3-4,1,33841.68000000001
0-1-3-4,2,36350.0
0-1-3-4,3,33824.159999999996
0-1-3-4,4,34827.200000000004
0-1-3-4,5,33202.4
0-1-3-4,6,24624.16
0-1-3-4,7,26117.92
0-1-3-5,1,31183.520000000004
0-1-3-5,2,33213.36
0-1-3-5,3,34559.6
0-1-3-5,4,28807.68
0-1-3-5,5,29888.320000000003
0-1-3-5,6,27980.48
0-1-3-5,7,25873.920000000002
0-1-3-6,1,37260.0
0-1-3-6,2,36642.96
0-1-3-6,3,34760.72
0-1-3-6,4,43238.08
0-1-3-6,5,35582.80000000001
0-1-3-6,6,26855.36
0-1-3-6,7,28256.800000000003
0-1-3-7,1,30098.880000000005
0-1-3-7,2,33891.6
0-1-3-7,3,31274.0
0-1-3-7,4,34431.36
0-1-3-7,5,37263.04
0-1-3-7,6,27342.48
0-1-3-7,7,24683.920000000002
0-1-4-5,1,29462.96
0-1-4-5,2,31387.36
0-1-4-5,3,31139.680000000008
0-1-4-5,4,26456.559999999998
0-1-4-5,5,24490.800000000003
0-1-4-5,6,26832.240000000005
0-1-4-5,7,23992.320000000003
0-1-4-6,1,38895.840000000004
0-1-4-6,2,40659.76000000001
0-1-4-6,3,43162.64000000001
0-1-4-6,4,43050.48
0-1-4-6,5,29921.68
0-1-4-6,6,28970.319999999996
0-1-4-6,7,25848.88
0-1-4-7,1,34137.68000000001
0-1-4-7,2,39908.8
0-1-4-7,3,40814.880000000005
0-1-4-7,4,36394.64000000001
0-1-4-7,5,33248.64000000001
0-1-4-7,6,27980.239999999998
0-1-4-7,7,25037.760000000002
0-1-5-6,1,32972.08000000001
0-1-5-6,2,44103.67999999999
0-1-5-6,3,44122.560000000005
0-1-5-6,4,39105.920000000006
0-1-5-6,5,33711.28
0-1-5-6,6,26248.800000000003
0-1-5-6,7,30587.440000000002
0-1-5-7,1,35809.920000000006
0-1-5-7,2,39367.84
0-1-5-7,3,39268.719999999994
0-1-5-7,4,31228.72
0-1-5-7,5,33812.0
0-1-5-7,6,26766.72
0-1-5-7,7,25405.920000000002
0-1-6-7,1,30769.040000000005
0-1-6-7,2,38133.52
0-1-6-7,3,35860.159999999996
0-1-6-7,4,26442.48
0-1-6-7,5,25527.68
0-1-6-7,6,26241.76
0-1-6-7,7,28350.72
0-2-3-4,1,26827.440000000002
0-2-3-4,2,26764.480000000007
0-2-3-4,3,27631.36
0-2-3-4,4,30385.920000000002
0-2-3-4,5,28930.64
0-2-3-4,6,24756.72
0-2-3-4,7,25061.039999999997
0-2-3-5,1,28468.880000000005
0-2-3-5,2,26459.520000000004
0-2-3-5,3,26984.240000000005
0-2-3-5,4,29620.879999999994
0-2-3-5,5,27489.36
0-2-3-5,6,28286.0
0-2-3-5,7,26962.08
0-2-3-6,1,25386.800000000003
0-2-3-6,2,27481.440000000002
0-2-3-6,3,25580.240000000005
0-2-3-6,4,30427.839999999997
0-2-3-6,5,33518.32
0-2-3-6,6,24846.48
0-2-3-6,7,28787.520000000004
0-2-3-7,1,25490.08
0-2-3-7,2,25057.2
0-2-3-7,3,24165.92
0-2-3-7,4,28144.48
0-2-3-7,5,29104.48
0-2-3-7,6,27515.119999999995
0-2-3-7,7,30262.559999999998
0-2-4-5,1,27216.48
0-2-4-5,2,33622.56
0-2-4-5,3,32349.360000000004
0-2-4-5,4,29401.040000000005
0-2-4-5,5,31400.88
0-2-4-5,6,31468.16
0-2-4-5,7,32512.4
0-2-4-6,1,32353.120000000003
0-2-4-6,2,40722.48
0-2-4-6,3,36620.8
0-2-4-6,4,42007.200000000004
0-2-4-6,5,36500.0
0-2-4-6,6,41404.8
0-2-4-6,7,32019.039999999997
0-2-4-7,1,42072.48000000001
0-2-4-7,2,43428.8
0-2-4-7,3,39519.200000000004
0-2-4-7,4,37648.240000000005
0-2-4-7,5,38493.92
0-2-4-7,6,45400.96
0-2-4-7,7,30752.0
0-2-5-6,1,27273.600000000002
0-2-5-6,2,37174.96000000001
0-2-5-6,3,33810.4
0-2-5-6,4,35165.840000000004
0-2-5-6,5,33543.920000000006
0-2-5-6,6,40012.48
0-2-5-6,7,39594.56
0-2-5-7,1,31992.559999999998
0-2-5-7,2,41040.64
0-2-5-7,3,36876.8
0-2-5-7,4,34551.920000000006
0-2-5-7,5,35307.6
0-2-5-7,6,38262.64000000001
0-2-5-7,7,33213.520000000004
0-2-6-7,1,31126.48
0-2-6-7,2,40924.56
0-2-6-7,3,30866.88
0-2-6-7,4,26972.16
0-2-6-7,5,28871.920000000002
0-2-6-7,6,36380.32000000001
0-2-6-7,7,34649.12
0-3-4-5,1,24650.88
0-3-4-5,2,27889.76
0-3-4-5,3,25666.160000000003
0-3-4-5,4,27317.36
0-3-4-5,5,26513.36
0-3-4-5,6,27757.68
0-3-4-5,7,30524.48
0-3-4-6,1,35292.56
0-3-4-6,2,33937.840000000004
0-3-4-6,3,32331.039999999997
0-3-4-6,4,37730.32000000001
0-3-4-6,5,34250.64
0-3-4-6,6,36199.200000000004
0-3-4-6,7,27837.680000000008
0-3-4-7,1,40887.600000000006
0-3-4-7,2,33975.76
0-3-4-7,3,35869.200000000004
0-3-4-7,4,33790.32
0-3-4-7,5,37567.200000000004
0-3-4-7,6,39650.8
0-3-4-7,7,28671.440000000002
0-3-5-6,1,30534.880000000005
0-3-5-6,2,33048.08
0-3-5-6,3,32073.68
0-3-5-6,4,34901.76
0-3-5-6,5,33540.64
0-3-5-6,6,36057.28
0-3-5-6,7,36950.159999999996
0-3-5-7,1,33438.88
0-3-5-7,2,34338.32
0-3-5-7,3,34394.72
0-3-5-7,4,30711.440000000002
0-3-5-7,5,31792.96
0-3-5-7,6,35741.200000000004
0-3-5-7,7,30588.239999999998
0-3-6-7,1,29614.64
0-3-6-7,2,32439.120000000003
0-3-6-7,3,31025.44
0-3-6-7,4,26454.88
0-3-6-7,5,27822.0
0-3-6-7,6,33084.56
0-3-6-7,7,32455.520000000004
0-4-5-6,1,26523.520000000004
0-4-5-6,2,33332.159999999996
0-4-5-6,3,30891.440000000002
0-4-5-6,4,26383.840000000004
0-4-5-6,5,24356.0
0-4-5-6,6,30993.920000000002
0-4-5-6,7,27600.4
0-4-5-7,1,28258.080000000005
0-4-5-7,2,33113.520000000004
0-4-5-7,3,33902.48
0-4-5-7,4,23655.04
0-4-5-7,5,24841.04
0-4-5-7,6,30906.239999999998
0-4-5-7,7,27193.840000000004
0-4-6-7,1,32477.28
0-4-6-7,2,42468.64000000001
0-4-6-7,3,40318.08
0-4-6-7,4,28633.28
0-4-6-7,5,27679.520000000004
0-4-6-7,6,34900.8
0-4-6-7,7,31492.719999999998
0-5-6-7,1,26799.2
0-5-6-7,2,40911.68
0-5-6-7,3,36896.8
0-5-6-7,4,28769.440000000002
0-5-6-7,5,29303.840000000004
0-5-6-7,6,30530.240000000005
0-5-6-7,7,32300.88
1-2-3-4,1,24042.4
1-2-3-4,2,27762.800000000003
1-2-3-4,3,28994.240000000005
1-2-3-4,4,28476.719999999998
1-2-3-4,5,28954.4
1-2-3-4,6,25032.640000000003
1-2-3-4,7,24306.640000000003
1-2-3-5,1,24771.520000000004
1-2-3-5,2,28501.280000000006
1-2-3-5,3,28078.96
1-2-3-5,4,28221.280000000006
1-2-3-5,5,27695.040000000005
1-2-3-5,6,30061.839999999997
1-2-3-5,7,24857.04
1-2-3-6,1,22272.640000000003
1-2-3-6,2,27861.28
1-2-3-6,3,28756.16
1-2-3-6,4,28226.08
1-2-3-6,5,29210.559999999998
1-2-3-6,6,24210.24
1-2-3-6,7,25323.2
1-2-3-7,1,25538.72
1-2-3-7,2,26158.640000000003
1-2-3-7,3,25613.68
1-2-3-7,4,25255.04
1-2-3-7,5,26269.28
1-2-3-7,6,27620.640000000003
1-2-3-7,7,23675.440000000002
1-2-4-5,1,23112.4
1-2-4-5,2,30489.440000000002
1-2-4-5,3,33002.48
1-2-4-5,4,33418.159999999996
1-2-4-5,5,31229.36
1-2-4-5,6,35471.6
1-2-4-5,7,31897.040000000005
1-2-4-6,1,34400.159999999996
1-2-4-6,2,43905.280000000006
1-2-4-6,3,45489.04000000001
1-2-4-6,4,48890.880000000005
1-2-4-6,5,38157.68
1-2-4-6,6,37483.68
1-2-4-6,7,36733.36
1-2-4-7,1,32064.08
1-2-4-7,2,40248.880000000005
1-2-4-7,3,40636.56
1-2-4-7,4,38614.8
1-2-4-7,5,42882.4
1-2-4-7,6,39856.880000000005
1-2-4-7,7,38787.04
1-2-5-6,1,33124.08
1-2-5-6,2,41133.840000000004
1-2-5-6,3,39695.920000000006
1-2-5-6,4,40880.240000000005
1-2-5-6,5,39387.920000000006
1-2-5-6,6,35402.96000000001
1-2-5-6,7,41957.76000000001
1-2-5-7,1,27597.840000000004
1-2-5-7,2,35849.36
1-2-5-7,3,33349.200000000004
1-2-5-7,4,38933.76
1-2-5-7,5,38217.44
1-2-5-7,6,41746.8
1-2-5-7,7,40335.520000000004
1-2-6-7,1,30684.08
1-2-6-7,2,37520.799999999996
1-2-6-7,3,36873.04
1-2-6-7,4,26439.2
1-2-6-7,5,28512.08
1-2-6-7,6,35121.44
1-2-6-7,7,42023.68000000001
1-3-4-5,1,31419.68
1-3-4-5,2,29493.2
1-3-4-5,3,30714.640000000003
1-3-4-5,4,26364.16
1-3-4-5,5,32669.2
1-3-4-5,6,28440.559999999998
1-3-4-5,7,24400.88
1-3-4-6,1,34409.119999999995
1-3-4-6,2,41970.0
1-3-4-6,3,39855.76
1-3-4-6,4,39589.520000000004
1-3-4-6,5,39051.04
1-3-4-6,6,34064.240000000005
1-3-4-6,7,30325.680000000008
1-3-4-7,1,34282.4
1-3-4-7,2,36841.119999999995
1-3-4-7,3,36773.520000000004
1-3-4-7,4,37274.48
1-3-4-7,5,36780.64
1-3-4-7,6,35827.04
1-3-4-7,7,37464.240000000005
1-3-5-6,1,35981.840000000004
1-3-5-6,2,41342.56
1-3-5-6,3,40872.16
1-3-5-6,4,38564.32
1-3-5-6,5,39134.719999999994
1-3-5-6,6,34138.0
1-3-5-6,7,36022.0
1-3-5-7,1,30103.120000000003
1-3-5-7,2,32592.08
1-3-5-7,3,32779.44
1-3-5-7,4,33750.56
1-3-5-7,5,33558.32
1-3-5-7,6,34678.4
1-3-5-7,7,31824.800000000003
1-3-6-7,1,27244.320000000003
1-3-6-7,2,35410.72
1-3-6-7,3,35185.200000000004
1-3-6-7,4,26171.36
1-3-6-7,5,27435.44
1-3-6-7,6,34395.840000000004
1-3-6-7,7,36448.08
1-4-5-6,1,25154.08
1-4-5-6,2,30806.88
1-4-5-6,3,33034.08000000001
1-4-5-6,4,32305.76
1-4-5-6,5,27924.319999999996
1-4-5-6,6,35728.08
1-4-5-6,7,32856.72
1-4-5-7,1,31934.64
1-4-5-7,2,33834.48
1-4-5-7,3,33641.76
1-4-5-7,4,24856.559999999998
1-4-5-7,5,28738.320000000003
1-4-5-7,6,28955.440000000002
1-4-5-7,7,31388.48
1-4-6-7,1,28514.48
1-4-6-7,2,43836.48000000001
1-4-6-7,3,40742.48
1-4-6-7,4,33716.8
1-4-6-7,5,27855.920000000002
1-4-6-7,6,35870.32
1-4-6-7,7,36047.520000000004
1-5-6-7,1,29016.800000000003
1-5-6-7,2,41477.44
1-5-6-7,3,39327.12
1-5-6-7,4,27804.640000000003
1-5-6-7,5,30438.72
1-5-6-7,6,35589.68000000001
1-5-6-7,7,38960.719999999994
2-3-4-5,1,18335.04
2-3-4-5,2,20325.120000000003
2-3-4-5,3,19831.28
2-3-4-5,4,19789.920000000002
2-3-4-5,5,20927.280000000002
2-3-4-5,6,22012.640000000003
2-3-4-5,7,19074.960000000003
2-3-4-6,1,22223.28
2-3-4-6,2,25508.960000000003
2-3-4-6,3,24584.56
2-3-4-6,4,27014.4
2-3-4-6,5,25523.760000000002
2-3-4-6,6,27203.840000000004
2-3-4-6,7,23257.68
2-3-4-7,1,22545.84
2-3-4-7,2,26993.76
2-3-4-7,3,25931.600000000002
2-3-4-7,4,26508.800000000003
2-3-4-7,5,27502.0
2-3-4-7,6,31130.96
2-3-4-7,7,26420.88
2-3-5-6,1,21759.68
2-3-5-6,2,24201.36
2-3-5-6,3,24238.88
2-3-5-6,4,25705.040000000005
2-3-5-6,5,25064.160000000003
2-3-5-6,6,27360.72
2-3-5-6,7,23912.400000000005
2-3-5-7,1,22822.4
2-3-5-7,2,26617.680000000008
2-3-5-7,3,24441.36
2-3-5-7,4,24095.760000000006
2-3-5-7,5,26255.600000000002
2-3-5-7,6,26370.4
2-3-5-7,7,25515.36
2-3-6-7,1,21813.28
2-3-6-7,2,26500.640000000003
2-3-6-7,3,23828.56
2-3-6-7,4,22608.08
2-3-6-7,5,23186.4
2-3-6-7,6,28672.08
2-3-6-7,7,26868.319999999996
2-4-5-6,1,26081.440000000002
2-4-5-6,2,29614.96
2-4-5-6,3,28984.800000000003
2-4-5-6,4,33097.439999999995
2-4-5-6,5,33927.920000000006
2-4-5-6,6,34146.4
2-4-5-6,7,35000.4
2-4-5-7,1,25597.520000000004
2-4-5-7,2,29136.08
2-4-5-7,3,31172.640000000003
2-4-5-7,4,25229.199999999997
2-4-5-7,5,35071.840000000004
2-4-5-7,6,32186.4
2-4-5-7,7,24560.320000000003
2-4-6-7,1,27538.160000000003
2-4-6-7,2,41568.64
2-4-6-7,3,38240.8
2-4-6-7,4,31571.68
2-4-6-7,5,34591.36000000001
2-4-6-7,6,42984.8
2-4-6-7,7,36481.28
2-5-6-7,1,27191.76
2-5-6-7,2,39159.76
2-5-6-7,3,31902.960000000006
2-5-6-7,4,29631.440000000002
2-5-6-7,5,29461.440000000002
2-5-6-7,6,37273.6
2-5-6-7,7,38185.44
3-4-5-6,1,25759.600000000002
3-4-5-6,2,25714.64
3-4-5-6,3,24359.600000000002
3-4-5-6,4,27382.96
3-4-5-6,5,26164.0
3-4-5-6,6,25353.120000000003
3-4-5-6,7,24453.280000000002
3-4-5-7,1,28462.96
3-4-5-7,2,26490.240000000005
3-4-5-7,3,27218.080000000005
3-4-5-7,4,22477.68
3-4-5-7,5,26361.44
3-4-5-7,6,28357.68
3-4-5-7,7,28081.36
3-4-6-7,1,26543.040000000005
3-4-6-7,2,37255.67999999999
3-4-6-7,3,34975.36
3-4-6-7,4,30458.080000000005
3-4-6-7,5,30668.4
3-4-6-7,6,40982.32000000001
3-4-6-7,7,35968.240000000005
3-5-6-7,1,26443.36
3-5-6-7,2,36076.48
3-5-6-7,3,33593.04
3-5-6-7,4,29004.800000000003
3-5-6-7,5,27089.28
3-5-6-7,6,36579.200000000004
3-5-6-7,7,35841.76
4-5-6-7,1,19551.6
4-5-6-7,2,27488.4
4-5-6-7,3,29414.480000000007
4-5-6-7,4,23570.160000000003
4-5-6-7,5,28037.760000000006
4-5-6-7,6,29591.280000000006
4-5-6-7,7,25750.960000000003
