socket,node,bw
0-1-2-3,1,9120.375
0-1-2-3,2,8620.375
0-1-2-3,3,7726.875
0-1-2-3,4,9693.925
0-1-2-3,5,8993.425
0-1-2-3,6,5875.6
0-1-2-3,7,6511.299999999999
0-1-2-4,1,10323.525000000001
0-1-2-4,2,10996.875
0-1-2-4,3,13404.725
0-1-2-4,4,12888.5
0-1-2-4,5,11953.349999999999
0-1-2-4,6,8086.475
0-1-2-4,7,7902.125000000001
0-1-2-5,1,9694.550000000001
0-1-2-5,2,11156.2
0-1-2-5,3,12809.725
0-1-2-5,4,11263.300000000001
0-1-2-5,5,10401.2
0-1-2-5,6,9041.875
0-1-2-5,7,8599.475
0-1-2-6,1,9268.1
0-1-2-6,2,11209.324999999999
0-1-2-6,3,12163.900000000001
0-1-2-6,4,14046.25
0-1-2-6,5,10862.275
0-1-2-6,6,8469.400000000001
0-1-2-6,7,9166.449999999999
0-1-2-7,1,9147.75
0-1-2-7,2,10362.550000000001
0-1-2-7,3,11618.025
0-1-2-7,4,11720.675
0-1-2-7,5,13043.45
0-1-2-7,6,8804.475
0-1-2-7,7,8075.35
0-1-3-4,1,10575.525000000001
0-1-3-4,2,11359.375
0-1-3-4,3,10570.05
0-1-3-4,4,10883.5
0-1-3-4,5,10375.75
0-1-3-4,6,7695.049999999999
0-1-3-4,7,8161.849999999999
0-1-3-5,1,9744.85
0-1-3-5,2,10379.175
0-1-3-5,3,10799.875
0-1-3-5,4,9002.4
0-1-3-5,5,9340.1
0-1-3-5,6,8743.9
0-1-3-5,7,8085.6
0-1-3-6,1,11643.75
0-1-3-6,2,11450.925
0-1-3-6,3,10862.725
0-1-3-6,4,13511.9
0-1-3-6,5,11119.625000000002
0-1-3-6,6,8392.3
0-1-3-6,7,8830.25
0-1-3-7,1,9405.900000000001
0-1-3-7,2,10591.125
0-1-3-7,3,9773.125
0-1-3-7,4,10759.8
0-1-3-7,5,11644.699999999999
0-1-3-7,6,8544.525
0-1-3-7,7,7713.725
0-1-4-5,1,9207.175
0-1-4-5,2,9808.55
0-1-4-5,3,9731.150000000001
0-1-4-5,4,8267.675
0-1-4-5,5,7653.375
0-1-4-5,6,8385.075
0-1-4-5,7,7497.6
0-1-4-6,1,12154.95
0-1-4-6,2,12706.175000000001
0-1-4-6,3,13488.325
0-1-4-6,4,13453.275
0-1-4-6,5,9350.525
0-1-4-6,6,9053.224999999999
0-1-4-6,7,8077.775
0-1-4-7,1,10668.025000000001
0-1-4-7,2,12471.5
0-1-4-7,3,12754.65
0-1-4-7,4,11373.325
0-1-4-7,5,10390.2
0-1-4-7,6,8743.824999999999
0-1-4-7,7,7824.3
0-1-5-6,1,10303.775000000001
0-1-5-6,2,13782.399999999998
0-1-5-6,3,13788.300000000001
0-1-5-6,4,12220.6
0-1-5-6,5,10534.775
0-1-5-6,6,8202.75
0-1-5-6,7,9558.575
0-1-5-7,1,11190.6
0-1-5-7,2,12302.449999999999
0-1-5-7,3,12271.474999999999
0-1-5-7,4,9758.975
0-1-5-7,5,10566.25
0-1-5-7,6,8364.6
0-1-5-7,7,7939.35
0-1-6-7,1,9615.325
0-1-6-7,2,11916.724999999999
0-1-6-7,3,11206.3
0-1-6-7,4,8263.275
0-1-6-7,5,7977.4
0-1-6-7,6,8200.55
0-1-6-7,7,8859.6
0-2-3-4,1,8383.575
0-2-3-4,2,8363.900000000001
0-2-3-4,3,8634.8
0-2-3-4,4,9495.6
0-2-3-4,5,9040.824999999999
0-2-3-4,6,7736.475
0-2-3-4,7,7831.574999999999
0-2-3-5,1,8896.525000000001
0-2-3-5,2,8268.6
0-2-3-5,3,8432.575
0-2-3-5,4,9256.524999999998
0-2-3-5,5,8590.425
0-2-3-5,6,8839.375
0-2-3-5,7,8425.65
0-2-3-6,1,7933.375
0-2-3-6,2,8587.95
0-2-3-6,3,7993.825000000001
0-2-3-6,4,9508.699999999999
0-2-3-6,5,10474.474999999999
0-2-3-6,6,7764.525
0-2-3-6,7,8996.1
0-2-3-7,1,7965.65
0-2-3-7,2,7830.375
0-2-3-7,3,7551.849999999999
0-2-3-7,4,8795.15
0-2-3-7,5,9095.15
0-2-3-7,6,8598.474999999999
0-2-3-7,7,9457.05
0-2-4-5,1,8505.15
0-2-4-5,2,10507.05
0-2-4-5,3,10109.175000000001
0-2-4-5,4,9187.825
0-2-4-5,5,9812.775
0-2-4-5,6,9833.8
0-2-4-5,7,10160.125
0-2-4-6,1,10110.35
0-2-4-6,2,12725.775
0-2-4-6,3,11444.0
0-2-4-6,4,13127.25
0-2-4-6,5,11406.25
0-2-4-6,6,12939.0
0-2-4-6,7,10005.949999999999
0-2-4-7,1,13147.650000000001
0-2-4-7,2,13571.5
0-2-4-7,3,12349.75
0-2-4-7,4,11765.075
0-2-4-7,5,12029.349999999999
0-2-4-7,6,14187.8
0-2-4-7,7,9610.0
0-2-5-6,1,8523.0
0-2-5-6,2,11617.175000000001
0-2-5-6,3,10565.75
0-2-5-6,4,10989.325
0-2-5-6,5,10482.475
0-2-5-6,6,12503.9
0-2-5-6,7,12373.3
0-2-5-7,1,9997.675
0-2-5-7,2,12825.199999999999
0-2-5-7,3,11524.0
0-2-5-7,4,10797.475
0-2-5-7,5,11033.625
0-2-5-7,6,11957.075
0-2-5-7,7,10379.225
0-2-6-7,1,9727.025
0-2-6-7,2,12788.925
0-2-6-7,3,9645.9
0-2-6-7,4,8428.8
0-2-6-7,5,9022.475
0-2-6-7,6,11368.850000000002
0-2-6-7,7,10827.85
0-3-4-5,1,7703.4
0-3-4-5,2,8715.55
0-3-4-5,3,8020.675
0-3-4-5,4,8536.675
0-3-4-5,5,8285.425
0-3-4-5,6,8674.275
0-3-4-5,7,9538.9
0-3-4-6,1,11028.925
0-3-4-6,2,10605.575
0-3-4-6,3,10103.449999999999
0-3-4-6,4,11790.725000000002
0-3-4-6,5,10703.324999999999
0-3-4-6,6,11312.25
0-3-4-6,7,8699.275000000001
0-3-4-7,1,12777.375
0-3-4-7,2,10617.425
0-3-4-7,3,11209.125
0-3-4-7,4,10559.475
0-3-4-7,5,11739.75
0-3-4-7,6,12390.875
0-3-4-7,7,8959.825
0-3-5-6,1,9542.150000000001
0-3-5-6,2,10327.525
0-3-5-6,3,10023.025
0-3-5-6,4,10906.800000000001
0-3-5-6,5,10481.449999999999
0-3-5-6,6,11267.9
0-3-5-6,7,11546.925
0-3-5-7,1,10449.65
0-3-5-7,2,10730.725
0-3-5-7,3,10748.35
0-3-5-7,4,9597.325
0-3-5-7,5,9935.3
0-3-5-7,6,11169.125
0-3-5-7,7,9558.824999999999
0-3-6-7,1,9254.574999999999
0-3-6-7,2,10137.225
0-3-6-7,3,9695.449999999999
0-3-6-7,4,8267.15
0-3-6-7,5,8694.375
0-3-6-7,6,10338.925
0-3-6-7,7,10142.35
0-4-5-6,1,8288.6
0-4-5-6,2,10416.3
0-4-5-6,3,9653.575
0-4-5-6,4,8244.95
0-4-5-6,5,7611.25
0-4-5-6,6,9685.6
0-4-5-6,7,8625.125
0-4-5-7,1,8830.650000000001
0-4-5-7,2,10347.975
0-4-5-7,3,10594.525
0-4-5-7,4,7392.2
0-4-5-7,5,7762.825
0-4-5-7,6,9658.199999999999
0-4-5-7,7,8498.075
0-4-6-7,1,10149.15
0-4-6-7,2,13271.45
0-4-6-7,3,12599.4
0-4-6-7,4,8947.9
0-4-6-7,5,8649.85
0-4-6-7,6,10906.5
0-4-6-7,7,9841.474999999999
0-5-6-7,1,8374.75
0-5-6-7,2,12784.9
0-5-6-7,3,11530.25
0-5-6-7,4,8990.45
0-5-6-7,5,9157.45
0-5-6-7,6,9540.7
0-5-6-7,7,10094.025
1-2-3-4,1,7513.25
1-2-3-4,2,8675.875
1-2-3-4,3,9060.7
1-2-3-4,4,8898.974999999999
1-2-3-4,5,9048.25
1-2-3-4,6,7822.700000000001
1-2-3-4,7,7595.825000000001
1-2-3-5,1,7741.1
1-2-3-5,2,8906.650000000001
1-2-3-5,3,8774.675
1-2-3-5,4,8819.150000000001
1-2-3-5,5,8654.7
1-2-3-5,6,9394.324999999999
1-2-3-5,7,7767.825
1-2-3-6,1,6960.200000000001
1-2-3-6,2,8706.65
1-2-3-6,3,8986.3
1-2-3-6,4,8820.65
1-2-3-6,5,9128.3
1-2-3-6,6,7565.7
1-2-3-6,7,7913.5
1-2-3-7,1,7980.85
1-2-3-7,2,8174.575000000001
1-2-3-7,3,8004.275
1-2-3-7,4,7892.2
1-2-3-7,5,8209.15
1-2-3-7,6,8631.45
1-2-3-7,7,7398.575000000001
1-2-4-5,1,7222.625
1-2-4-5,2,9527.95
1-2-4-5,3,10313.275
1-2-4-5,4,10443.175
1-2-4-5,5,9759.175
1-2-4-5,6,11084.875
1-2-4-5,7,9967.825
1-2-4-6,1,10750.05
1-2-4-6,2,13720.400000000001
1-2-4-6,3,14215.325
1-2-4-6,4,15278.4
1-2-4-6,5,11924.275
1-2-4-6,6,11713.65
1-2-4-6,7,11479.175
1-2-4-7,1,10020.025
1-2-4-7,2,12577.775000000001
1-2-4-7,3,12698.925
1-2-4-7,4,12067.125
1-2-4-7,5,13400.75
1-2-4-7,6,12455.275000000001
1-2-4-7,7,12120.95
1-2-5-6,1,10351.275
1-2-5-6,2,12854.325
1-2-5-6,3,12404.975
1-2-5-6,4,12775.075
1-2-5-6,5,12308.725
1-2-5-6,6,11063.425000000001
1-2-5-6,7,13111.800000000001
1-2-5-7,1,8624.325
1-2-5-7,2,11202.925
1-2-5-7,3,10421.625
1-2-5-7,4,12166.8
1-2-5-7,5,11942.95
1-2-5-7,6,13045.875
1-2-5-7,7,12604.85
1-2-6-7,1,9588.775
1-2-6-7,2,11725.249999999998
1-2-6-7,3,11522.825
1-2-6-7,4,8262.25
1-2-6-7,5,8910.025
1-2-6-7,6,10975.45
1-2-6-7,7,13132.400000000001
1-3-4-5,1,9818.65
1-3-4-5,2,9216.625
1-3-4-5,3,9598.325
1-3-4-5,4,8238.8
1-3-4-5,5,10209.125
1-3-4-5,6,8887.675
1-3-4-5,7,7625.275
1-3-4-6,1,10752.849999999999
1-3-4-6,2,13115.625
1-3-4-6,3,12454.925
1-3-4-6,4,12371.725
1-3-4-6,5,12203.449999999999
1-3-4-6,6,10645.075
1-3-4-6,7,9476.775000000001
1-3-4-7,1,10713.25
1-3-4-7,2,11512.849999999999
1-3-4-7,3,11491.725
1-3-4-7,4,11648.275000000001
1-3-4-7,5,11493.949999999999
1-3-4-7,6,11195.95
1-3-4-7,7,11707.575
1-3-5-6,1,11244.325
1-3-5-6,2,12919.55
1-3-5-6,3,12772.55
1-3-5-6,4,12051.35
1-3-5-6,5,12229.599999999999
1-3-5-6,6,10668.125
1-3-5-6,7,11256.875
1-3-5-7,1,9407.225
1-3-5-7,2,10185.025
1-3-5-7,3,10243.575
1-3-5-7,4,10547.05
1-3-5-7,5,10486.975
1-3-5-7,6,10837.0
1-3-5-7,7,9945.25
1-3-6-7,1,8513.85
1-3-6-7,2,11065.85
1-3-6-7,3,10995.375
1-3-6-7,4,8178.549999999999
1-3-6-7,5,8573.574999999999
1-3-6-7,6,10748.7
1-3-6-7,7,11390.025
1-4-5-6,1,7860.65
1-4-5-6,2,9627.15
1-4-5-6,3,10323.150000000001
1-4-5-6,4,10095.55
1-4-5-6,5,8726.349999999999
1-4-5-6,6,11165.025
1-4-5-6,7,10267.725
1-4-5-7,1,9979.574999999999
1-4-5-7,2,10573.275
1-4-5-7,3,10513.05
1-4-5-7,4,7767.674999999999
1-4-5-7,5,8980.725
1-4-5-7,6,9048.575
1-4-5-7,7,9808.9
1-4-6-7,1,8910.775
1-4-6-7,2,13698.900000000001
1-4-6-7,3,12732.025
1-4-6-7,4,10536.5
1-4-6-7,5,8704.975
1-4-6-7,6,11209.474999999999
1-4-6-7,7,11264.85
1-5-6-7,1,9067.75
1-5-6-7,2,12961.7
1-5-6-7,3,12289.725
1-5-6-7,4,8688.95
1-5-6-7,5,9512.1
1-5-6-7,6,11121.775000000001
1-5-6-7,7,12175.224999999999
2-3-4-5,1,5729.7
2-3-4-5,2,6351.6
2-3-4-5,3,6197.275
2-3-4-5,4,6184.35
2-3-4-5,5,6539.775000000001
2-3-4-5,6,6878.950000000001
2-3-4-5,7,5960.925
2-3-4-6,1,6944.775
2-3-4-6,2,7971.55
2-3-4-6,3,7682.675
2-3-4-6,4,8442.0
2-3-4-6,5,7976.175
2-3-4-6,6,8501.2
2-3-4-6,7,7268.025
2-3-4-7,1,7045.575
2-3-4-7,2,8435.55
2-3-4-7,3,8103.625
2-3-4-7,4,8284.0
2-3-4-7,5,8594.375
2-3-4-7,6,9728.425
2-3-4-7,7,8256.525
2-3-5-6,1,6799.9
2-3-5-6,2,7562.925
2-3-5-6,3,7574.65
2-3-5-6,4,8032.825000000001
2-3-5-6,5,7832.55
2-3-5-6,6,8550.225
2-3-5-6,7,7472.625000000001
2-3-5-7,1,7132.0
2-3-5-7,2,8318.025000000001
2-3-5-7,3,7637.924999999999
2-3-5-7,4,7529.925000000001
2-3-5-7,5,8204.875
2-3-5-7,6,8240.75
2-3-5-7,7,7973.55
2-3-6-7,1,6816.65
2-3-6-7,2,8281.45
2-3-6-7,3,7446.425
2-3-6-7,4,7065.025
2-3-6-7,5,7245.75
2-3-6-7,6,8960.025
2-3-6-7,7,8396.349999999999
2-4-5-6,1,8150.45
2-4-5-6,2,9254.675
2-4-5-6,3,9057.75
2-4-5-6,4,10342.949999999999
2-4-5-6,5,10602.475
2-4-5-6,6,10670.75
2-4-5-6,7,10937.625
2-4-5-7,1,7999.225
2-4-5-7,2,9105.025
2-4-5-7,3,9741.45
2-4-5-7,4,7884.124999999999
2-4-5-7,5,10959.95
2-4-5-7,6,10058.25
2-4-5-7,7,7675.1
2-4-6-7,1,8605.675000000001
2-4-6-7,2,12990.199999999999
2-4-6-7,3,11950.25
2-4-6-7,4,9866.15
2-4-6-7,5,10809.800000000001
2-4-6-7,6,13432.75
2-4-6-7,7,11400.4
2-5-6-7,1,8497.425
2-5-6-7,2,12237.425
2-5-6-7,3,9969.675000000001
2-5-6-7,4,9259.825
2-5-6-7,5,9206.7
2-5-6-7,6,11648.0
2-5-6-7,7,11932.95
3-4-5-6,1,8049.875
3-4-5-6,2,8035.825
3-4-5-6,3,7612.375
3-4-5-6,4,8557.175
3-4-5-6,5,8176.25
3-4-5-6,6,7922.85
3-4-5-6,7,7641.650000000001
3-4-5-7,1,8894.675
3-4-5-7,2,8278.2
3-4-5-7,3,8505.650000000001
3-4-5-7,4,7024.275
3-4-5-7,5,8237.949999999999
3-4-5-7,6,8861.775
3-4-5-7,7,8775.425
3-4-6-7,1,8294.7
3-4-6-7,2,11642.399999999998
3-4-6-7,3,10929.8
3-4-6-7,4,9518.150000000001
3-4-6-7,5,9583.875
3-4-6-7,6,12806.975
3-4-6-7,7,11240.075
3-5-6-7,1,8263.55
3-5-6-7,2,11273.900000000001
3-5-6-7,3,10497.825
3-5-6-7,4,9064.0
3-5-6-7,5,8465.4
3-5-6-7,6,11431.0
3-5-6-7,7,11200.550000000001
4-5-6-7,1,6109.874999999999
4-5-6-7,2,8590.125
4-5-6-7,3,9192.025000000001
4-5-6-7,4,7365.675
4-5-6-7,5,8761.800000000001
4-5-6-7,6,9247.275000000001
4-5-6-7,7,8047.175
