processor,node,bw
0-1-2-3,0,17485.760000000002
0-1-2-3,1,16215.84
0-1-2-3,2,21196.08
0-1-2-3,3,21032.88
0-1-2-3,4,22120.64
0-1-2-3,5,19211.120000000003
0-1-2-3,6,9754.72
0-1-2-3,7,11118.800000000003
0-1-2-4,0,24892.960000000003
0-1-2-4,1,20375.440000000002
0-1-2-4,2,22013.600000000002
0-1-2-4,3,19840.64
0-1-2-4,4,24040.960000000003
0-1-2-4,5,18918.88
0-1-2-4,6,13014.800000000001
0-1-2-4,7,13265.279999999999
0-1-2-5,0,21445.520000000004
0-1-2-5,1,18402.24
0-1-2-5,2,23378.88
0-1-2-5,3,19018.08
0-1-2-5,4,22564.239999999998
0-1-2-5,5,20024.560000000005
0-1-2-5,6,15349.36
0-1-2-5,7,15306.400000000001
0-1-2-6,0,23808.160000000003
0-1-2-6,1,17861.52
0-1-2-6,2,21979.600000000002
0-1-2-6,3,20067.840000000004
0-1-2-6,4,21256.88
0-1-2-6,5,18645.44
0-1-2-6,6,19026.16
0-1-2-6,7,17618.16
0-1-2-7,0,21615.36
0-1-2-7,1,18002.0
0-1-2-7,2,22663.52
0-1-2-7,3,20454.88
0-1-2-7,4,17219.840000000004
0-1-2-7,5,19148.88
0-1-2-7,6,16459.68
0-1-2-7,7,17717.2
0-1-3-4,0,17963.040000000005
0-1-3-4,1,21692.240000000005
0-1-3-4,2,19828.72
0-1-3-4,3,21755.520000000004
0-1-3-4,4,25068.72
0-1-3-4,5,18276.88
0-1-3-4,6,12597.36
0-1-3-4,7,13221.68
0-1-3-5,0,17162.88
0-1-3-5,1,18422.48
0-1-3-5,2,19156.320000000003
0-1-3-5,3,22038.0
0-1-3-5,4,22778.32
0-1-3-5,5,21952.240000000005
0-1-3-5,6,14861.759999999998
0-1-3-5,7,15308.800000000001
0-1-3-6,0,18670.079999999998
0-1-3-6,1,18603.040000000005
0-1-3-6,2,19853.36
0-1-3-6,3,21592.16
0-1-3-6,4,21122.16
0-1-3-6,5,17780.96
0-1-3-6,6,17133.840000000004
0-1-3-6,7,15274.08
0-1-3-7,0,20590.800000000003
0-1-3-7,1,22653.120000000003
0-1-3-7,2,19665.600000000002
0-1-3-7,3,21740.000000000004
0-1-3-7,4,17681.920000000002
0-1-3-7,5,19580.400000000005
0-1-3-7,6,15405.68
0-1-3-7,7,17908.88
0-1-4-5,0,17582.0
0-1-4-5,1,17400.0
0-1-4-5,2,20620.08
0-1-4-5,3,20546.320000000003
0-1-4-5,4,23175.680000000004
0-1-4-5,5,18854.64
0-1-4-5,6,14356.560000000001
0-1-4-5,7,12886.160000000002
0-1-4-6,0,23337.920000000002
0-1-4-6,1,19378.960000000003
0-1-4-6,2,19729.36
0-1-4-6,3,19650.88
0-1-4-6,4,23544.08
0-1-4-6,5,16050.320000000002
0-1-4-6,6,17326.64
0-1-4-6,7,14682.64
0-1-4-7,0,21749.520000000004
0-1-4-7,1,22645.28
0-1-4-7,2,20306.239999999998
0-1-4-7,3,19611.760000000002
0-1-4-7,4,20701.040000000005
0-1-4-7,5,17817.920000000002
0-1-4-7,6,16452.079999999998
0-1-4-7,7,16340.159999999998
0-1-5-6,0,24112.800000000003
0-1-5-6,1,17104.64
0-1-5-6,2,20548.96
0-1-5-6,3,19723.12
0-1-5-6,4,22011.760000000006
0-1-5-6,5,19281.28
0-1-5-6,6,17471.84
0-1-5-6,7,18426.16
0-1-5-7,0,19117.120000000003
0-1-5-7,1,20695.440000000002
0-1-5-7,2,21546.72
0-1-5-7,3,19625.760000000002
0-1-5-7,4,17355.52
0-1-5-7,5,20907.120000000003
0-1-5-7,6,15240.88
0-1-5-7,7,18062.8
0-1-6-7,0,21669.200000000004
0-1-6-7,1,16901.68
0-1-6-7,2,20336.88
0-1-6-7,3,18014.0
0-1-6-7,4,13080.24
0-1-6-7,5,11874.560000000001
0-1-6-7,6,17739.36
0-1-6-7,7,17074.24
0-2-3-4,0,16655.600000000002
0-2-3-4,1,16498.320000000003
0-2-3-4,2,24302.880000000005
0-2-3-4,3,23433.84
0-2-3-4,4,23762.960000000003
0-2-3-4,5,19055.760000000002
0-2-3-4,6,15308.88
0-2-3-4,7,15418.640000000003
0-2-3-5,0,16595.120000000003
0-2-3-5,1,15726.480000000003
0-2-3-5,2,25396.88
0-2-3-5,3,21397.520000000004
0-2-3-5,4,22641.040000000005
0-2-3-5,5,22729.28
0-2-3-5,6,15087.44
0-2-3-5,7,15737.6
0-2-3-6,0,17662.64
0-2-3-6,1,13888.08
0-2-3-6,2,24619.840000000004
0-2-3-6,3,22432.960000000003
0-2-3-6,4,21735.92
0-2-3-6,5,18115.44
0-2-3-6,6,17920.8
0-2-3-6,7,14998.96
0-2-3-7,0,16180.48
0-2-3-7,1,15081.6
0-2-3-7,2,25226.72
0-2-3-7,3,22604.320000000003
0-2-3-7,4,17173.84
0-2-3-7,5,20677.12
0-2-3-7,6,15857.040000000003
0-2-3-7,7,15705.840000000004
0-2-4-5,0,17662.32
0-2-4-5,1,15865.520000000002
0-2-4-5,2,24329.200000000004
0-2-4-5,3,19755.520000000004
0-2-4-5,4,25948.32
0-2-4-5,5,21020.559999999998
0-2-4-5,6,20546.320000000003
0-2-4-5,7,16722.079999999998
0-2-4-6,0,23578.48
0-2-4-6,1,16575.840000000004
0-2-4-6,2,24342.640000000003
0-2-4-6,3,20321.68
0-2-4-6,4,23665.920000000002
0-2-4-6,5,18698.8
0-2-4-6,6,24083.520000000004
0-2-4-6,7,17497.76
0-2-4-7,0,22484.96
0-2-4-7,1,17905.76
0-2-4-7,2,26074.08
0-2-4-7,3,20429.2
0-2-4-7,4,19850.960000000003
0-2-4-7,5,18447.04
0-2-4-7,6,22097.2
0-2-4-7,7,18299.12
0-2-5-6,0,23635.600000000002
0-2-5-6,1,14877.36
0-2-5-6,2,25330.480000000003
0-2-5-6,3,19593.440000000002
0-2-5-6,4,22056.160000000003
0-2-5-6,5,20761.680000000004
0-2-5-6,6,22654.160000000003
