Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-4-5-6,5295.76666667,4955.66666667,6870.73333333,6281.76666667,7281.06666667,6288.16666667,7278.2,4816.13333333
0-4-5-7,5089.7,4993.86666667,7106.66666667,6399.13333333,5372.66666667,7013.76666667,6416.36666667,5196.46666667
0-4-6-7,6981.53333333,4866.73333333,7019.13333333,5822.23333333,4982.0,4738.5,7520.66666667,5518.06666667
0-5-6-7,6262.03333333,5068.76666667,7109.33333333,5743.9,5047.8,5837.23333333,6856.5,5875.9
1-2-3-4,4732.83333333,4746.8,6772.5,7614.53333333,7602.33333333,5798.1,3862.66666667,4511.26666667
1-2-3-5,4511.03333333,4588.03333333,7358.56666667,7469.9,7076.76666667,7347.6,4810.96666667,4530.06666667
1-2-3-6,4897.9,4394.3,6755.73333333,7211.03333333,6678.96666667,5809.63333333,4968.46666667,5469.56666667
1-2-3-7,4622.66666667,4850.36666667,6560.16666667,7599.73333333,5377.86666667,6541.13333333,4789.23333333,5364.3
1-2-4-5,4671.36666667,4168.06666667,7501.36666667,7031.3,7340.76666667,6290.4,6194.13333333,4747.56666667
1-2-4-6,6951.93333333,6017.53333333,7030.4,5899.1,7101.76666667,5636.53333333,6576.73333333,5219.66666667
1-2-4-7,6506.6,5902.9,7265.63333333,6239.2,6272.03333333,6225.93333333,5267.96666667,6465.96666667
1-2-5-6,6152.46666667,5299.83333333,7460.7,5524.53333333,6982.56666667,6060.3,6631.6,6972.96666667
1-2-5-7,5842.93333333,5416.3,7486.76666667,5944.9,5350.43333333,6610.1,5552.93333333,7003.6
1-2-6-7,6044.2,5115.1,7347.33333333,5567.3,4067.26666667,4469.93333333,5230.23333333,7127.13333333
1-3-4-5,4838.03333333,4837.93333333,6600.43333333,7460.1,7697.66666667,7364.83333333,5855.66666667,4748.46666667
1-3-4-6,5651.96666667,6450.03333333,6832.96666667,6939.5,7283.56666667,5574.43333333,6028.7,4762.63333333
1-3-4-7,5762.96666667,7328.86666667,6678.23333333,7038.5,6350.83333333,5944.9,5386.13333333,6373.83333333
1-3-5-6,5596.76666667,5913.7,6062.36666667,7191.2,7075.56666667,6671.73333333,5695.16666667,6552.56666667
1-3-5-7,5072.4,6158.53333333,6521.6,7108.0,5274.46666667,7033.43333333,4818.03333333,6157.43333333
1-3-6-7,5906.13333333,5734.43333333,6664.66666667,6848.63333333,4102.13333333,4350.13333333,4881.6,6533.76666667
1-4-5-6,5209.03333333,4320.03333333,6539.7,6556.43333333,7278.46666667,6080.73333333,6121.1,5305.93333333
1-4-5-7,5194.46666667,4908.56666667,6594.8,6563.73333333,5385.2,7022.06666667,5329.73333333,4901.73333333
1-4-6-7,6324.03333333,5519.26666667,6709.9,6225.9,5296.1,4675.66666667,5414.36666667,6222.96666667
1-5-6-7,6061.36666667,4596.53333333,6565.26666667,5760.6,5182.1,5850.13333333,6171.4,7187.4
2-3-4-5,3064.7,3024.96666667,7905.5,7205.06666667,7737.2,7574.4,4219.8,3295.63333333
2-3-4-6,4033.53333333,3864.2,7588.53333333,7022.16666667,7314.26666667,5166.36666667,5131.83333333,4461.56666667
2-3-4-7,4276.1,4049.2,7749.6,7584.76666667,6425.83333333,7049.56666667,4741.5,4795.33333333
2-3-5-6,3932.53333333,3807.23333333,8018.53333333,6180.53333333,6998.6,7080.06666667,5208.4,5244.3
2-3-5-7,4174.43333333,3941.46666667,8008.93333333,6804.03333333,5522.7,7352.63333333,5214.96666667,5327.93333333
2-3-6-7,4173.06666667,3739.56666667,7522.03333333,5968.9,4071.7,4706.96666667,5132.73333333,5434.13333333
2-4-5-6,4524.9,4430.96666667,7682.56666667,5744.5,7238.73333333,5967.13333333,6863.4,4672.03333333
2-4-5-7,4972.1,3852.53333333,7481.86666667,6170.33333333,5484.26666667,6892.8,6270.3,5113.33333333
2-4-6-7,6469.96666667,5405.43333333,7481.1,5664.26666667,4974.33333333,4714.33333333,7878.46666667,5272.93333333
2-5-6-7,5717.76666667,5030.86666667,7702.56666667,5746.73333333,5158.1,5660.93333333,6709.3,7280.03333333
3-4-5-6,3825.96666667,4355.13333333,7002.2,6664.73333333,7248.26666667,6767.3,6361.3,4657.03333333
3-4-5-7,4496.76666667,4856.8,7249.03333333,6601.2,5392.0,7529.83333333,6061.23333333,5097.7
3-4-6-7,5879.73333333,4833.7,6983.6,6612.36666667,5047.93333333,4911.2,6608.83333333,4927.13333333
3-5-6-7,5723.2,4456.56666667,7025.16666667,6684.16666667,4862.5,5447.36666667,5993.43333333,6140.6
4-5-6-7,4355.0,3100.23333333,6735.36666667,6050.4,5217.96666667,5174.36666667,6713.73333333,4824.96666667
