socket,node,bw
0-1-5-7,3,6151.1
0-1-5-7,4,5380.55
0-1-5-7,5,6695.725
0-1-5-7,6,4838.325
0-1-5-7,7,5259.950000000001
0-1-6-7,0,6941.65
0-1-6-7,1,5229.3
0-1-6-7,2,6275.725
0-1-6-7,3,5873.75
0-1-6-7,4,4078.6250000000005
0-1-6-7,5,3732.7999999999997
0-1-6-7,6,5204.475
0-1-6-7,7,5476.075000000001
0-2-3-4,0,5309.675
0-2-3-4,1,5015.75
0-2-3-4,2,7478.55
0-2-3-4,3,7353.425
0-2-3-4,4,7395.849999999999
0-2-3-4,5,5973.65
0-2-3-4,6,4646.424999999999
0-2-3-4,7,4968.95
0-2-3-5,0,5321.35
0-2-3-5,1,4933.925
0-2-3-5,2,7905.849999999999
0-2-3-5,3,6719.225
0-2-3-5,4,6856.750000000001
0-2-3-5,5,6981.375
0-2-3-5,6,4915.8
0-2-3-5,7,5068.724999999999
0-2-3-6,0,5364.6
0-2-3-6,1,4344.224999999999
0-2-3-6,2,7713.7
0-2-3-6,3,7051.2
0-2-3-6,4,6616.025
0-2-3-6,5,5741.975
0-2-3-6,6,5672.625
0-2-3-6,7,4804.95
0-2-3-7,0,5021.475
0-2-3-7,1,4841.975
0-2-3-7,2,7875.5
0-2-3-7,3,7010.4
0-2-3-7,4,5332.175
0-2-3-7,5,6538.25
0-2-3-7,6,4911.5
0-2-3-7,7,4761.65
0-2-4-5,0,5497.875
0-2-4-5,1,5242.799999999999
0-2-4-5,2,7634.25
0-2-4-5,3,6512.799999999999
0-2-4-5,4,7695.375
0-2-4-5,5,6466.725
0-2-4-5,6,6408.0
0-2-4-5,7,5191.299999999999
0-2-4-6,0,6965.5
0-2-4-6,1,5272.924999999999
0-2-4-6,2,7735.449999999999
0-2-4-6,3,6297.6
0-2-4-6,4,7362.799999999999
0-2-4-6,5,5822.375
0-2-4-6,6,7596.049999999999
0-2-4-6,7,5569.75
0-2-4-7,0,6758.4
0-2-4-7,1,5831.575
0-2-4-7,2,7661.775
0-2-4-7,3,6259.875
0-2-4-7,4,6338.075
0-2-4-7,5,5674.700000000001
0-2-4-7,6,6919.075
0-2-4-7,7,5934.025
0-2-5-6,0,6961.575000000001
0-2-5-6,1,4649.1
0-2-5-6,2,7604.675
0-2-5-6,3,6171.475
0-2-5-6,4,6816.175
0-2-5-6,5,6251.0
0-2-5-6,6,7098.4
0-2-5-6,7,5716.45
0-2-5-7,0,6384.674999999999
0-2-5-7,1,5232.6
0-2-5-7,2,7844.1
0-2-5-7,3,6165.275
0-2-5-7,4,5711.450000000001
0-2-5-7,5,6520.55
0-2-5-7,6,6126.0
0-2-5-7,7,6699.200000000001
0-2-6-7,0,6881.85
0-2-6-7,1,4907.775
0-2-6-7,2,7611.85
0-2-6-7,3,5359.25
0-2-6-7,4,4122.0
0-2-6-7,5,4356.799999999999
0-2-6-7,6,7433.324999999999
0-2-6-7,7,5664.875
0-3-4-5,0,4598.5
0-3-4-5,1,4959.299999999999
0-3-4-5,2,6953.325
0-3-4-5,3,6518.8
0-3-4-5,4,7630.724999999999
0-3-4-5,5,7217.775
0-3-4-5,6,5916.300000000001
0-3-4-5,7,4636.775
0-3-4-6,0,6298.675
0-3-4-6,1,5266.4
0-3-4-6,2,7013.049999999999
0-3-4-6,3,6869.75
0-3-4-6,4,7079.950000000001
0-3-4-6,5,5523.55
0-3-4-6,6,6404.674999999999
0-3-4-6,7,4303.6
0-3-4-7,0,5993.775
0-3-4-7,1,6876.575000000001
0-3-4-7,2,7048.1
0-3-4-7,3,6685.8
0-3-4-7,4,6226.799999999999
0-3-4-7,5,5793.349999999999
0-3-4-7,6,6088.175
0-3-4-7,7,5293.7
0-3-5-6,0,5956.299999999999
0-3-5-6,1,4985.85
0-3-5-6,2,6927.8
0-3-5-6,3,6976.85
0-3-5-6,4,6859.75
0-3-5-6,5,6627.6
0-3-5-6,6,6645.725
0-3-5-6,7,5223.825
0-3-5-7,0,5678.025000000001
0-3-5-7,1,6112.25
0-3-5-7,2,7263.825000000001
0-3-5-7,3,6858.55
0-3-5-7,4,5226.650000000001
0-3-5-7,5,6669.65
0-3-5-7,6,5672.9
0-3-5-7,7,6090.625
0-3-6-7,0,6068.575000000001
0-3-6-7,1,5026.700000000001
0-3-6-7,2,7020.074999999999
0-3-6-7,3,6339.175
0-3-6-7,4,4044.65
0-3-6-7,5,4206.174999999999
0-3-6-7,6,6759.275
0-3-6-7,7,5428.175
0-4-5-6,0,5395.75
0-4-5-6,1,4921.45
0-4-5-6,2,6915.775000000001
0-4-5-6,3,6192.375
0-4-5-6,4,7135.3
0-4-5-6,5,6224.725
0-4-5-6,6,7018.425
0-4-5-6,7,4846.375
0-4-5-7,0,5085.775000000001
0-4-5-7,1,4865.75
0-4-5-7,2,6767.474999999999
0-4-5-7,3,6279.55
0-4-5-7,4,5360.5
0-4-5-7,5,6940.4
0-4-5-7,6,6025.775000000001
0-4-5-7,7,4873.45
0-4-6-7,0,6406.15
0-4-6-7,1,4957.799999999999
0-4-6-7,2,6910.2
0-4-6-7,3,5733.875
0-4-6-7,4,5027.0
0-4-6-7,5,4702.125
0-4-6-7,6,7211.125
0-4-6-7,7,6121.700000000001
0-5-6-7,0,5941.200000000001
0-5-6-7,1,4850.025000000001
0-5-6-7,2,6988.174999999999
0-5-6-7,3,5908.8
0-5-6-7,4,5136.275
0-5-6-7,5,4653.975
0-5-6-7,6,6791.550000000001
0-5-6-7,7,6139.650000000001
1-2-3-4,0,5079.400000000001
1-2-3-4,1,4820.525
1-2-3-4,2,6511.9
1-2-3-4,3,7406.775
1-2-3-4,4,7428.825
1-2-3-4,5,5676.15
1-2-3-4,6,3771.6749999999997
1-2-3-4,7,4404.674999999999
1-2-3-5,0,4493.525
1-2-3-5,1,4600.225
1-2-3-5,2,6973.25
1-2-3-5,3,7274.349999999999
1-2-3-5,4,6873.65
1-2-3-5,5,6935.125
1-2-3-5,6,4377.5
1-2-3-5,7,4859.05
1-2-3-6,0,5192.9
1-2-3-6,1,4870.925
1-2-3-6,2,6740.475
1-2-3-6,3,6613.575000000001
1-2-3-6,4,6597.5
1-2-3-6,5,5554.175
1-2-3-6,6,5137.875
1-2-3-6,7,5328.575000000001
1-2-3-7,0,4553.424999999999
1-2-3-7,1,4799.4
1-2-3-7,2,6614.875
1-2-3-7,3,7351.525000000001
1-2-3-7,4,5587.174999999999
1-2-3-7,5,6418.65
1-2-3-7,6,4692.725
1-2-3-7,7,5310.0
1-2-4-5,0,4963.950000000001
1-2-4-5,1,4191.875
1-2-4-5,2,7355.95
1-2-4-5,3,6923.974999999999
1-2-4-5,4,7400.15
1-2-4-5,5,6251.15
1-2-4-5,6,6117.775
1-2-4-5,7,4743.075000000001
1-2-4-6,0,6863.5
1-2-4-6,1,5946.375
1-2-4-6,2,7073.95
1-2-4-6,3,6409.125
1-2-4-6,4,7281.625
1-2-4-6,5,5692.474999999999
1-2-4-6,6,6475.999999999999
1-2-4-6,7,5319.275
1-2-4-7,0,6101.3
1-2-4-7,1,5986.875
1-2-4-7,2,7203.15
1-2-4-7,3,6353.475
1-2-4-7,4,6336.825
1-2-4-7,5,6406.2
1-2-4-7,6,5524.225
1-2-4-7,7,6454.674999999999
1-2-5-6,0,6075.6
1-2-5-6,1,5792.775
1-2-5-6,2,7601.2
1-2-5-6,3,5835.700000000001
1-2-5-6,4,6775.450000000001
1-2-5-6,5,6049.05
1-2-5-6,6,5951.950000000001
1-2-5-6,7,6865.825
1-2-5-7,0,5769.549999999999
1-2-5-7,1,5373.025
1-2-5-7,2,7204.35
1-2-5-7,3,5974.950000000001
1-2-5-7,4,5412.725
1-2-5-7,5,6370.45
1-2-5-7,6,5530.15
1-2-5-7,7,7163.049999999999
1-2-6-7,0,6072.650000000001
1-2-6-7,1,5485.725
1-2-6-7,2,7345.7
1-2-6-7,3,5784.375
1-2-6-7,4,4066.1000000000004
1-2-6-7,5,4479.975
1-2-6-7,6,5695.1
1-2-6-7,7,7125.35
1-3-4-5,0,4665.2
1-3-4-5,1,4705.875
1-3-4-5,2,6667.275
1-3-4-5,3,7000.375
1-3-4-5,4,7461.3
1-3-4-5,5,6941.9
1-3-4-5,6,5768.200000000001
1-3-4-5,7,4749.8
1-3-4-6,0,5589.275
1-3-4-6,1,6474.975
1-3-4-6,2,6721.4
1-3-4-6,3,6899.299999999999
1-3-4-6,4,7477.0
1-3-4-6,5,5550.1
1-3-4-6,6,6551.700000000001
1-3-4-6,7,5146.825
1-3-4-7,0,5708.974999999999
1-3-4-7,1,6981.349999999999
1-3-4-7,2,6562.975
1-3-4-7,3,6979.25
1-3-4-7,4,6258.475
1-3-4-7,5,5811.825
1-3-4-7,6,5067.325
1-3-4-7,7,6176.1
1-3-5-6,0,5161.525
1-3-5-6,1,5650.775
1-3-5-6,2,6547.975
1-3-5-6,3,6969.15
1-3-5-6,4,6831.925000000001
1-3-5-6,5,6722.650000000001
1-3-5-6,6,5987.95
1-3-5-6,7,6478.625
1-3-5-7,0,5016.224999999999
1-3-5-7,1,6086.875
1-3-5-7,2,5994.974999999999
1-3-5-7,3,6983.825
1-3-5-7,4,5423.175
1-3-5-7,5,6898.35
1-3-5-7,6,5009.975
1-3-5-7,7,6249.775
1-3-6-7,0,5825.95
1-3-6-7,1,5628.950000000001
1-3-6-7,2,6728.35
1-3-6-7,3,6855.549999999999
1-3-6-7,4,4061.275
1-3-6-7,5,4329.8
1-3-6-7,6,4899.975
1-3-6-7,7,6453.65
1-4-5-6,0,5305.275
1-4-5-6,1,4208.925
1-4-5-6,2,6465.8
1-4-5-6,3,6463.15
1-4-5-6,4,7516.4
1-4-5-6,5,6050.650000000001
1-4-5-6,6,6314.5
1-4-5-6,7,5048.825
1-4-5-7,0,5044.95
1-4-5-7,1,4668.2
1-4-5-7,2,6497.0
1-4-5-7,3,6497.275000000001
1-4-5-7,4,5427.525
1-4-5-7,5,6544.575000000001
1-4-5-7,6,5930.200000000001
1-4-5-7,7,5108.55
1-4-6-7,0,6249.7
1-4-6-7,1,5257.975
1-4-6-7,2,6591.000000000001
1-4-6-7,3,6111.575
1-4-6-7,4,5315.275
1-4-6-7,5,4648.175
1-4-6-7,6,5582.775
1-4-6-7,7,5960.175
1-5-6-7,0,6039.425
1-5-6-7,1,4385.549999999999
1-5-6-7,2,6473.825
1-5-6-7,3,5573.6
1-5-6-7,4,5091.725
1-5-6-7,5,5782.4
1-5-6-7,6,6508.450000000001
1-5-6-7,7,7295.174999999999
2-3-4-5,0,2985.575
2-3-4-5,1,3017.3500000000004
2-3-4-5,2,7962.375
2-3-4-5,3,7217.6
2-3-4-5,4,7491.549999999999
2-3-4-5,5,7426.799999999999
2-3-4-5,6,4386.275
2-3-4-5,7,3430.2500000000005
2-3-4-6,0,4058.0
2-3-4-6,1,3852.9500000000003
2-3-4-6,2,7345.25
2-3-4-6,3,6809.724999999999
2-3-4-6,4,7186.974999999999
2-3-4-6,5,5044.724999999999
2-3-4-6,6,5378.475
2-3-4-6,7,4435.6
2-3-4-7,0,4116.8
2-3-4-7,1,4027.125
2-3-4-7,2,7422.275
2-3-4-7,3,7615.55
2-3-4-7,4,6331.650000000001
2-3-4-7,5,6882.125
2-3-4-7,6,4699.825000000001
2-3-4-7,7,4703.525000000001
2-3-5-6,0,3751.425
2-3-5-6,1,3757.0499999999997
2-3-5-6,2,7994.0
2-3-5-6,3,6111.3
2-3-5-6,4,6899.025
2-3-5-6,5,6850.549999999999
2-3-5-6,6,5315.6
2-3-5-6,7,5126.05
2-3-5-7,0,4137.6
2-3-5-7,1,3740.725
2-3-5-7,2,7758.375
2-3-5-7,3,6666.525
2-3-5-7,4,5353.300000000001
2-3-5-7,5,7091.6
2-3-5-7,6,5573.049999999999
2-3-5-7,7,5222.725
2-3-6-7,0,4211.425
2-3-6-7,1,3824.8999999999996
2-3-6-7,2,7782.775
2-3-6-7,3,6145.0
2-3-6-7,4,4112.875
2-3-6-7,5,4715.625
2-3-6-7,6,5531.3
2-3-6-7,7,5379.575000000001
2-4-5-6,0,4795.175
2-4-5-6,1,4582.4
2-4-5-6,2,7384.35
2-4-5-6,3,5414.45
2-4-5-6,4,7201.65
2-4-5-6,5,5468.675
2-4-5-6,6,6997.775000000001
2-4-5-6,7,4930.525
2-4-5-7,0,4614.15
2-4-5-7,1,3694.9
2-4-5-7,2,7506.825000000001
2-4-5-7,3,6095.375
2-4-5-7,4,5304.6
2-4-5-7,5,6883.6
2-4-5-7,6,6407.85
2-4-5-7,7,5234.05
2-4-6-7,0,6388.325
2-4-6-7,1,5153.65
2-4-6-7,2,7510.425
2-4-6-7,3,5717.65
2-4-6-7,4,5294.05
2-4-6-7,5,4979.75
2-4-6-7,6,7394.225
2-4-6-7,7,5852.75
2-5-6-7,0,5905.075000000001
2-5-6-7,1,5275.299999999999
2-5-6-7,2,7581.799999999999
2-5-6-7,3,5514.9
2-5-6-7,4,5107.599999999999
2-5-6-7,5,5532.725
2-5-6-7,6,6634.075
2-5-6-7,7,7311.674999999999
3-4-5-6,0,4009.825
3-4-5-6,1,4949.75
3-4-5-6,2,6907.15
3-4-5-6,3,6532.825
3-4-5-6,4,7192.325000000001
3-4-5-6,5,5869.625000000001
3-4-5-6,6,6314.0
3-4-5-6,7,4730.9
3-4-5-7,0,4467.7
3-4-5-7,1,4797.349999999999
3-4-5-7,2,6952.125
3-4-5-7,3,6517.425
3-4-5-7,4,5571.65
3-4-5-7,5,7166.599999999999
3-4-5-7,6,5997.674999999999
3-4-5-7,7,5124.924999999999
3-4-6-7,0,5983.275000000001
3-4-6-7,1,4786.475
3-4-6-7,2,7001.65
3-4-6-7,3,6831.700000000001
3-4-6-7,4,5273.475
3-4-6-7,5,4875.275
3-4-6-7,6,7087.45
3-4-6-7,7,5056.6
3-5-6-7,0,5692.725
3-5-6-7,1,4442.875
3-5-6-7,2,6938.950000000001
3-5-6-7,3,6310.2
3-5-6-7,4,5221.799999999999
3-5-6-7,5,5201.725
3-5-6-7,6,5912.449999999999
3-5-6-7,7,6279.074999999999
4-5-6-7,0,4425.9
4-5-6-7,1,3101.325
4-5-6-7,2,7015.425
4-5-6-7,3,5796.3
4-5-6-7,4,5181.45
4-5-6-7,5,4858.575000000001
4-5-6-7,6,6753.450000000001
4-5-6-7,7,5018.575
