socket,node,bw
0-1-2-3,0,5321.425
0-1-2-3,1,5642.8
0-1-2-3,2,6767.1
0-1-2-3,3,6532.65
0-1-2-3,4,6908.75
0-1-2-3,5,6016.424999999999
0-1-2-3,6,3080.65
0-1-2-3,7,3444.575
0-1-2-4,0,7455.75
0-1-2-4,1,6520.674999999999
0-1-2-4,2,7064.25
0-1-2-4,3,6144.175
0-1-2-4,4,7510.9
0-1-2-4,5,5880.374999999999
0-1-2-4,6,4100.225
0-1-2-4,7,4114.725
0-1-2-5,0,6666.950000000001
0-1-2-5,1,5766.075
0-1-2-5,2,7624.699999999999
0-1-2-5,3,6235.55
0-1-2-5,4,7054.85
0-1-2-5,5,6357.55
0-1-2-5,6,4588.75
0-1-2-5,7,4799.075
0-1-2-6,0,7362.224999999999
0-1-2-6,1,5811.650000000001
0-1-2-6,2,6995.724999999999
0-1-2-6,3,6256.349999999999
0-1-2-6,4,6604.625
0-1-2-6,5,5432.575000000001
0-1-2-6,6,5661.724999999999
0-1-2-6,7,5195.4
0-1-2-7,0,6708.225
0-1-2-7,1,5907.049999999999
0-1-2-7,2,7022.7
0-1-2-7,3,6416.099999999999
0-1-2-7,4,5325.75
0-1-2-7,5,5805.85
0-1-2-7,6,5213.375
0-1-2-7,7,5811.225
0-1-3-4,0,5815.65
0-1-3-4,1,6864.450000000001
0-1-3-4,2,6256.05
0-1-3-4,3,6911.55
0-1-3-4,4,7389.825000000001
0-1-3-4,5,5599.200000000001
0-1-3-4,6,3965.375
0-1-3-4,7,4161.7
0-1-3-5,0,5019.725
0-1-3-5,1,6343.675
0-1-3-5,2,6199.35
0-1-3-5,3,6868.975
0-1-3-5,4,7094.525
0-1-3-5,5,6757.725
0-1-3-5,6,4352.05
0-1-3-5,7,4789.6
0-1-3-6,0,5495.675
0-1-3-6,1,5466.1
0-1-3-6,2,6188.125
0-1-3-6,3,6730.2
0-1-3-6,4,6583.625
0-1-3-6,5,5484.974999999999
0-1-3-6,6,5137.200000000001
0-1-3-6,7,4661.125
0-1-3-7,0,6509.875
0-1-3-7,1,6894.075
0-1-3-7,2,6346.624999999999
0-1-3-7,3,6790.450000000001
0-1-3-7,4,5353.35
0-1-3-7,5,6120.25
0-1-3-7,6,5025.674999999999
0-1-3-7,7,5249.95
0-1-4-5,0,5288.6
0-1-4-5,1,4956.825
0-1-4-5,2,6448.325000000001
0-1-4-5,3,6428.0
0-1-4-5,4,7419.95
0-1-4-5,5,6082.025
0-1-4-5,6,4790.65
0-1-4-5,7,3922.45
0-1-4-6,0,7521.799999999999
0-1-4-6,1,5655.0
0-1-4-6,2,6365.7
0-1-4-6,3,6117.875
0-1-4-6,4,7189.5
0-1-4-6,5,5060.225
0-1-4-6,6,5593.525
0-1-4-6,7,4383.650000000001
0-1-4-7,0,6498.925
0-1-4-7,1,7167.775000000001
0-1-4-7,2,6249.025
0-1-4-7,3,6111.174999999999
0-1-4-7,4,6390.1
0-1-4-7,5,5590.949999999999
0-1-4-7,6,4683.724999999999
0-1-4-7,7,5125.7
0-1-5-6,0,6524.825000000001
0-1-5-6,1,5455.3
0-1-5-6,2,6329.174999999999
0-1-5-6,3,6241.900000000001
0-1-5-6,4,6627.825000000001
0-1-5-6,5,5941.325
0-1-5-6,6,5727.700000000001
0-1-5-6,7,5754.0
0-1-5-7,0,5927.3
0-1-5-7,1,5991.15
0-1-5-7,2,6732.075
