processor,node,bw
0-1-2-3,1,8421.275
0-1-2-3,2,8145.974999999999
0-1-2-3,3,8744.825
0-1-2-3,4,8916.575
0-1-2-3,5,9871.574999999999
0-1-2-3,6,5711.85
0-1-2-3,7,6669.3
0-1-2-4,1,11108.65
0-1-2-4,2,11186.525
0-1-2-4,3,14102.8
0-1-2-4,4,12137.425000000001
0-1-2-4,5,10296.599999999999
0-1-2-4,6,8127.574999999999
0-1-2-4,7,7971.574999999999
0-1-2-5,1,11185.35
0-1-2-5,2,11364.775000000001
0-1-2-5,3,13344.175
0-1-2-5,4,11592.900000000001
0-1-2-5,5,10513.325
0-1-2-5,6,9129.625
0-1-2-5,7,8660.25
0-1-2-6,1,9294.3
0-1-2-6,2,10939.525000000001
0-1-2-6,3,12551.875
0-1-2-6,4,14814.724999999999
0-1-2-6,5,11342.9
0-1-2-6,6,8413.375
0-1-2-6,7,9422.5
0-1-2-7,1,10004.9
0-1-2-7,2,11102.425000000001
0-1-2-7,3,10806.375
0-1-2-7,4,11928.3
0-1-2-7,5,13153.599999999999
0-1-2-7,6,8917.3
0-1-2-7,7,8144.05
0-1-3-4,1,12275.925
0-1-3-4,2,11321.5
0-1-3-4,3,10519.775000000001
0-1-3-4,4,11007.125
0-1-3-4,5,10440.6
0-1-3-4,6,7426.3
0-1-3-4,7,7714.575000000001
0-1-3-5,1,9811.525
0-1-3-5,2,10069.125
0-1-3-5,3,10681.925
0-1-3-5,4,9427.275
0-1-3-5,5,9282.05
0-1-3-5,6,8520.0
0-1-3-5,7,8093.299999999999
0-1-3-6,1,10695.275
0-1-3-6,2,11513.975000000002
0-1-3-6,3,11019.275
0-1-3-6,4,11967.150000000001
0-1-3-6,5,11183.074999999999
0-1-3-6,6,8489.325
0-1-3-6,7,8850.625
0-1-3-7,1,9630.724999999999
0-1-3-7,2,10483.35
0-1-3-7,3,9571.525000000001
0-1-3-7,4,10496.6
0-1-3-7,5,11447.2
0-1-3-7,6,8347.525
0-1-3-7,7,7709.0
0-1-4-5,1,9393.150000000001
0-1-4-5,2,10171.3
0-1-4-5,3,10343.5
0-1-4-5,4,8051.900000000001
0-1-4-5,5,7792.175
0-1-4-5,6,8398.05
0-1-4-5,7,7320.4
0-1-4-6,1,12120.05
0-1-4-6,2,12762.175
0-1-4-6,3,13501.05
0-1-4-6,4,13411.224999999999
0-1-4-6,5,9367.4
0-1-4-6,6,9043.400000000001
0-1-4-6,7,8736.875
0-1-4-7,1,10740.325
0-1-4-7,2,12271.525
0-1-4-7,3,12686.65
0-1-4-7,4,10999.050000000001
0-1-4-7,5,9986.274999999998
0-1-4-7,6,8869.925
0-1-4-7,7,7890.1
0-1-5-6,1,10613.125
0-1-5-6,2,13273.375
0-1-5-6,3,13047.15
0-1-5-6,4,11849.175
0-1-5-6,5,10355.175
0-1-5-6,6,8720.925
0-1-5-6,7,9397.275000000001
0-1-5-7,1,11168.0
0-1-5-7,2,11911.625
0-1-5-7,3,11694.175
0-1-5-7,4,9693.349999999999
0-1-5-7,5,9850.925
0-1-5-7,6,8156.299999999999
0-1-5-7,7,7625.299999999999
0-1-6-7,1,9998.900000000001
0-1-6-7,2,11975.599999999999
0-1-6-7,3,11291.9
0-1-6-7,4,8331.55
0-1-6-7,5,8117.15
0-1-6-7,6,9059.15
0-1-6-7,7,8652.475
0-2-3-4,1,8212.425
0-2-3-4,2,7948.924999999999
0-2-3-4,3,8715.349999999999
0-2-3-4,4,9482.925
0-2-3-4,5,9036.375
0-2-3-4,6,8800.3
0-2-3-4,7,7935.075000000001
0-2-3-5,1,7360.700000000001
0-2-3-5,2,8226.175
0-2-3-5,3,8253.35
0-2-3-5,4,8933.35
0-2-3-5,5,8944.224999999999
0-2-3-5,6,8577.625
0-2-3-5,7,8974.75
0-2-3-6,1,9248.525
0-2-3-6,2,8977.25
0-2-3-6,3,8826.5
0-2-3-6,4,9568.849999999999
0-2-3-6,5,9671.55
0-2-3-6,6,9719.550000000001
0-2-3-6,7,9200.275000000001
0-2-3-7,1,8830.375
0-2-3-7,2,8314.225
0-2-3-7,3,7648.0
0-2-3-7,4,8599.275000000001
0-2-3-7,5,8830.5
0-2-3-7,6,9399.525
0-2-3-7,7,8012.450000000001
0-2-4-5,1,8257.0
0-2-4-5,2,9160.150000000001
0-2-4-5,3,8639.825
0-2-4-5,4,8488.35
0-2-4-5,5,8212.5
0-2-4-5,6,9171.325
0-2-4-5,7,10295.6
0-2-4-6,1,10707.775000000001
0-2-4-6,2,12871.95
0-2-4-6,3,11729.224999999999
0-2-4-6,4,13491.275
0-2-4-6,5,11210.925
0-2-4-6,6,13038.349999999999
0-2-4-6,7,9702.45
0-2-4-7,1,13166.95
0-2-4-7,2,13663.075
0-2-4-7,3,12109.599999999999
0-2-4-7,4,11836.649999999998
0-2-4-7,5,12034.1
0-2-4-7,6,13928.5
0-2-4-7,7,10271.175
0-2-5-6,1,10284.775
0-2-5-6,2,12556.05
0-2-5-6,3,11382.725
0-2-5-6,4,11765.900000000001
0-2-5-6,5,11092.325
0-2-5-6,6,12672.300000000001
0-2-5-6,7,13166.375
0-2-5-7,1,11280.425
0-2-5-7,2,12989.324999999999
0-2-5-7,3,12214.125
0-2-5-7,4,10326.775000000001
0-2-5-7,5,11838.225
0-2-5-7,6,13968.8
0-2-5-7,7,9943.55
0-2-6-7,1,8479.55
0-2-6-7,2,13141.300000000001
0-2-6-7,3,10108.375
0-2-6-7,4,8441.725
0-2-6-7,5,8969.1
0-2-6-7,6,11462.3
0-2-6-7,7,11041.3
0-3-4-5,1,8117.15
0-3-4-5,2,8243.05
0-3-4-5,3,7846.950000000001
0-3-4-5,4,7970.225
0-3-4-5,5,8077.775
0-3-4-5,6,9270.875
0-3-4-5,7,8953.600000000002
0-3-4-6,1,10585.3
0-3-4-6,2,10608.525
0-3-4-6,3,10052.75
0-3-4-6,4,11825.699999999999
0-3-4-6,5,10396.5
0-3-4-6,6,11473.075
0-3-4-6,7,8709.575
0-3-4-7,1,12257.825
0-3-4-7,2,12330.175
0-3-4-7,3,10412.925
0-3-4-7,4,10450.7
0-3-4-7,5,11748.375000000002
0-3-4-7,6,12213.15
0-3-4-7,7,9473.425
0-3-5-6,1,9467.775000000001
0-3-5-6,2,10161.2
0-3-5-6,3,9999.325
0-3-5-6,4,10750.375
0-3-5-6,5,10328.3
0-3-5-6,6,11255.825
0-3-5-6,7,11307.175
0-3-5-7,1,9978.475
0-3-5-7,2,10092.125
0-3-5-7,3,9795.675
0-3-5-7,4,9816.675
0-3-5-7,5,9620.375
0-3-5-7,6,12964.55
0-3-5-7,7,9351.95
0-3-6-7,1,8130.875000000001
0-3-6-7,2,11827.2
0-3-6-7,3,9642.9
0-3-6-7,4,8141.174999999999
0-3-6-7,5,8580.775
0-3-6-7,6,11197.475
0-3-6-7,7,10645.15
0-4-5-6,1,8725.275000000001
0-4-5-6,2,9990.8
0-4-5-6,3,9969.425
0-4-5-6,4,8212.3
0-4-5-6,5,7725.725
0-4-5-6,6,9261.625
0-4-5-6,7,9751.925
0-4-5-7,1,8994.675
