Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-1,10485.1333333,7428.1,6957.83333333,9406.46666667,6594.43333333,4571.63333333,4494.3
0-2,7304.43333333,7809.93333333,8393.26666667,10728.0,11244.5666667,10125.2666667,7644.46666667
0-3,6635.76666667,6252.3,6504.5,8126.4,8224.16666667,7567.53333333,5593.0
0-4,11449.4666667,11671.2,10886.7333333,7635.6,6572.9,10555.6666667,5721.43333333
0-5,5759.8,8013.56666667,8106.3,6169.33333333,6374.7,8107.1,6672.66666667
0-6,8052.23333333,9667.66666667,9939.86666667,9784.73333333,7217.23333333,7786.9,6974.5
0-7,9247.13333333,12998.1666667,10285.1666667,6896.66666667,9878.2,8607.43333333,6469.3
1-2,7689.13333333,8654.4,12070.7333333,11174.9,11340.5,7353.73333333,11099.5333333
1-3,8167.4,7564.93333333,6986.8,8352.06666667,8384.13333333,5918.16666667,7851.66666667
1-4,11998.9,11317.8666667,11635.1,11150.5666667,8251.83333333,7773.73333333,6595.23333333
1-5,7802.2,7610.9,8134.53333333,7440.86666667,7199.8,7518.0,7890.96666667
1-6,6763.63333333,10599.4666667,11553.6333333,9892.3,7438.56666667,6134.7,12173.4333333
1-7,8373.1,10954.3666667,10421.5666667,7734.76666667,10894.0666667,7788.3,8719.96666667
2-3,3788.43333333,4497.1,4570.13333333,4352.46666667,4545.36666667,3762.2,3757.03333333
2-4,8128.86666667,8905.26666667,10662.3666667,9254.63333333,9988.6,11375.6333333,6550.0
2-5,6734.13333333,6451.3,6791.8,6914.6,6980.06666667,7454.96666667,7085.73333333
2-6,6265.56666667,9153.53333333,8259.93333333,11410.2,8390.13333333,11538.9333333,11566.0333333
2-7,7018.36666667,10525.1,8814.96666667,7521.46666667,11171.6,10923.1666667,10934.2
3-4,8149.53333333,7519.16666667,6213.16666667,7782.26666667,7539.46666667,8046.56666667,5874.3
3-5,6770.86666667,5894.7,5304.76666667,6238.76666667,6024.2,6199.33333333,5863.9
3-6,7596.86666667,7233.9,6190.6,7813.23333333,7301.03333333,7786.7,7496.3
3-7,8050.53333333,7475.46666667,6929.06666667,7640.56666667,7671.93333333,8062.5,7888.93333333
4-5,3362.16666667,4404.76666667,4238.7,4324.76666667,4463.06666667,4084.3,3757.6
4-6,7988.0,11501.5,11057.1333333,10485.7333333,8303.63333333,11977.8,6665.16666667
4-7,8592.8,11737.5,11416.8666667,7812.23333333,11386.2333333,10799.4666667,8030.56666667
5-6,7053.73333333,8052.63333333,7626.46666667,7204.06666667,6137.7,8056.53333333,8188.3
5-7,6556.0,7996.53333333,8192.5,6702.1,7557.7,7921.8,7485.73333333
6-7,4205.3,7223.93333333,6708.6,4251.03333333,4143.26666667,7746.86666667,7223.43333333
