processor,node,bw
0-1,1,10446.35
0-1,2,7479.674999999999
0-1,3,6996.25
0-1,4,9563.95
0-1,5,6581.525000000001
0-1,6,4569.1
0-1,7,4503.825
0-2,1,7183.05
0-2,2,7660.775000000001
0-2,3,8250.150000000001
0-2,4,10614.449999999999
0-2,5,11214.425
0-2,6,10145.425
0-2,7,7676.9
0-3,1,6697.775
0-3,2,6221.225
0-3,3,6437.975
0-3,4,8163.125
0-3,5,8112.75
0-3,6,7599.799999999999
0-3,7,5542.950000000001
0-4,1,11447.425
0-4,2,11656.425000000001
0-4,3,10890.775
0-4,4,7510.325000000001
0-4,5,6500.425
0-4,6,10520.199999999999
0-4,7,5700.075000000001
0-5,1,5775.225
0-5,2,7937.975
0-5,3,7963.299999999999
0-5,4,6080.775
0-5,5,6288.699999999999
0-5,6,8102.975
0-5,7,6701.325000000001
0-6,1,7923.85
0-6,2,9610.525
0-6,3,9838.4
0-6,4,9779.349999999999
0-6,5,7146.15
0-6,6,7653.35
0-6,7,6931.85
0-7,1,9166.975
0-7,2,12949.025
0-7,3,10240.125
0-7,4,6931.674999999999
0-7,5,9683.525000000001
0-7,6,8502.625
0-7,7,6422.775000000001
1-2,1,7810.425000000001
1-2,2,8485.400000000001
1-2,3,12038.1
1-2,4,11181.324999999999
1-2,5,11290.050000000001
1-2,6,7372.375
1-2,7,11141.85
1-3,1,7976.625
1-3,2,7476.0
1-3,3,6845.900000000001
1-3,4,8346.4
1-3,5,8377.025
1-3,6,6005.45
1-3,7,7889.375
1-4,1,11896.400000000001
1-4,2,11309.225
1-4,3,11624.325
1-4,4,11131.099999999999
1-4,5,8264.4
1-4,6,7751.75
1-4,7,6592.200000000001
1-5,1,7847.325000000001
1-5,2,7587.95
1-5,3,8036.2
1-5,4,7336.025000000001
1-5,5,7091.35
1-5,6,7516.1
1-5,7,7917.675
1-6,1,6729.299999999999
1-6,2,10575.425
1-6,3,11488.0
1-6,4,9973.575
1-6,5,7425.549999999999
1-6,6,6096.175
1-6,7,12160.45
1-7,1,8288.45
1-7,2,10949.5
1-7,3,10396.7
1-7,4,7853.625
1-7,5,10891.725
1-7,6,7697.025
1-7,7,8631.3
2-3,1,3884.675
2-3,2,4501.474999999999
2-3,3,4576.5
2-3,4,4330.875
2-3,5,4540.075
2-3,6,3779.8
2-3,7,3794.15
2-4,1,8116.225
2-4,2,8916.05
2-4,3,10650.125
2-4,4,9080.7
2-4,5,10095.0
2-4,6,11343.55
2-4,7,6583.200000000001
2-5,1,6769.6
2-5,2,6431.599999999999
2-5,3,6717.250000000001
2-5,4,6866.4
2-5,5,6879.85
2-5,6,7446.85
2-5,7,7022.025
2-6,1,6474.975
2-6,2,8988.375
2-6,3,8364.075
2-6,4,11394.95
2-6,5,8388.3
2-6,6,11530.199999999999
2-6,7,11562.775
2-7,1,6955.55
2-7,2,10409.7
2-7,3,8841.425
2-7,4,7534.325000000001
2-7,5,11153.7
2-7,6,10976.275
2-7,7,10814.925
3-4,1,8154.125
3-4,2,7558.450000000001
3-4,3,6180.974999999999
3-4,4,7780.225
3-4,5,7624.275000000001
3-4,6,8020.5
3-4,7,5919.125
3-5,1,6836.650000000001
3-5,2,5841.474999999999
3-5,3,5305.799999999999
3-5,4,6153.4
3-5,5,6009.275
3-5,6,6518.625
3-5,7,5867.4
3-6,1,7550.200000000001
3-6,2,7148.200000000001
3-6,3,6128.575
3-6,4,7723.9
3-6,5,7341.9
3-6,6,7860.775000000001
3-6,7,7633.325
3-7,1,7976.975
3-7,2,7485.999999999999
3-7,3,6894.55
3-7,4,7673.700000000001
3-7,5,7775.725
3-7,6,8053.575
3-7,7,7857.224999999999
4-5,1,3357.875
4-5,2,4393.900000000001
4-5,3,4225.025
4-5,4,4301.975
4-5,5,4451.875
4-5,6,4072.5
4-5,7,3851.575
4-6,1,7968.9
4-6,2,11500.175
4-6,3,11023.199999999999
4-6,4,10304.55
4-6,5,8300.075
4-6,6,11938.675
4-6,7,6631.25
4-7,1,8475.45
4-7,2,11701.45
4-7,3,11359.525
4-7,4,7893.25
4-7,5,11370.6
4-7,6,10840.75
4-7,7,8093.25
5-6,1,7207.3
5-6,2,7892.875
5-6,3,7382.575
5-6,4,7098.625
5-6,5,6082.85
5-6,6,8067.9
5-6,7,7890.175
5-7,1,6520.225
5-7,2,7975.3
5-7,3,8194.925
5-7,4,6678.475
5-7,5,7509.349999999999
5-7,6,7960.375
5-7,7,7434.25
6-7,1,4223.875
6-7,2,7172.825000000001
6-7,3,6893.65
6-7,4,4289.3
6-7,5,4103.674999999999
6-7,6,7727.275
6-7,7,7171.05
