socket,node,bw
0-2-3-7,1,4702.15
0-2-3-7,2,7902.85
0-2-3-7,3,6639.125
0-2-3-7,4,5610.35
0-2-3-7,5,6472.325000000001
0-2-3-7,6,4389.4
0-2-3-7,7,4309.325000000001
0-2-4-5,0,4490.775
0-2-4-5,1,4293.05
0-2-4-5,2,7595.3
0-2-4-5,3,5962.8
0-2-4-5,4,7627.625
0-2-4-5,5,6055.125
0-2-4-5,6,6429.424999999999
0-2-4-5,7,4775.85
0-2-4-6,0,7121.55
0-2-4-6,1,5068.6
0-2-4-6,2,7518.650000000001
0-2-4-6,3,6330.699999999999
0-2-4-6,4,7251.975
0-2-4-6,5,5504.175
0-2-4-6,6,7247.525
0-2-4-6,7,5084.924999999999
0-2-4-7,0,7042.525000000001
0-2-4-7,1,5395.224999999999
0-2-4-7,2,7493.1
0-2-4-7,3,6309.0
0-2-4-7,4,6058.125
0-2-4-7,5,5439.65
0-2-4-7,6,6932.15
0-2-4-7,7,5467.85
0-2-5-6,0,6409.675
0-2-5-6,1,4475.025
0-2-5-6,2,7599.800000000001
0-2-5-6,3,6094.049999999999
0-2-5-6,4,6913.225
0-2-5-6,5,5951.6
0-2-5-6,6,7110.675
0-2-5-6,7,4824.825000000001
0-2-5-7,0,6632.5
0-2-5-7,1,5364.225
0-2-5-7,2,7857.125
0-2-5-7,3,6103.775
0-2-5-7,4,5439.85
0-2-5-7,5,6683.625
0-2-5-7,6,6039.0
0-2-5-7,7,6435.5
0-2-6-7,0,6941.449999999999
0-2-6-7,1,4739.125
0-2-6-7,2,7523.249999999999
0-2-6-7,3,5389.95
0-2-6-7,4,4079.3999999999996
0-2-6-7,5,4130.925
0-2-6-7,6,7438.1
0-2-6-7,7,5182.475
0-3-4-5,0,4050.75
0-3-4-5,1,4537.85
0-3-4-5,2,6979.500000000001
0-3-4-5,3,6708.049999999999
0-3-4-5,4,7634.625
0-3-4-5,5,6720.950000000001
0-3-4-5,6,5673.575000000001
0-3-4-5,7,4632.25
0-3-4-6,0,6033.95
0-3-4-6,1,4689.799999999999
0-3-4-6,2,7057.55
0-3-4-6,3,6706.299999999999
0-3-4-6,4,7196.200000000001
0-3-4-6,5,5448.325
0-3-4-6,6,6492.525
0-3-4-6,7,4216.9
0-3-4-7,0,5906.4
0-3-4-7,1,6885.6
0-3-4-7,2,7083.525
0-3-4-7,3,6694.4
0-3-4-7,4,5985.75
0-3-4-7,5,6400.7
0-3-4-7,6,6113.225
0-3-4-7,7,4868.325
0-3-5-6,0,5530.900000000001
0-3-5-6,1,4450.5
0-3-5-6,2,6943.775000000001
0-3-5-6,3,6752.1
0-3-5-6,4,6888.474999999999
0-3-5-6,5,6314.0
0-3-5-6,6,6674.95
0-3-5-6,7,4494.65
0-3-5-7,0,5575.35
0-3-5-7,1,6114.7
0-3-5-7,2,7249.475
0-3-5-7,3,6778.624999999999
0-3-5-7,4,5459.1
0-3-5-7,5,6860.75
0-3-5-7,6,5682.974999999999
0-3-5-7,7,6274.5
0-3-6-7,0,5873.749999999999
0-3-6-7,1,4664.575
0-3-6-7,2,7054.3
0-3-6-7,3,5733.15
0-3-6-7,4,4059.375
0-3-6-7,5,4344.075000000001
0-3-6-7,6,6951.55
0-3-6-7,7,4571.85
0-4-5-6,0,4454.825
0-4-5-6,1,4403.625
0-4-5-6,2,6970.225
0-4-5-6,3,6201.35
0-4-5-6,4,7408.975
0-4-5-6,5,5732.75
0-4-5-6,6,6945.475
0-4-5-6,7,4765.225
0-4-5-7,0,4586.95
0-4-5-7,1,4432.575000000001
0-4-5-7,2,6970.575
0-4-5-7,3,6211.575000000001
0-4-5-7,4,5149.55
0-4-5-7,5,6679.025
0-4-5-7,6,5956.549999999999
0-4-5-7,7,4408.6
0-4-6-7,0,6604.775
0-4-6-7,1,4580.6
0-4-6-7,2,6914.575
0-4-6-7,3,5693.349999999999
0-4-6-7,4,4490.075
0-4-6-7,5,4603.2
0-4-6-7,6,7409.35
0-4-6-7,7,5499.549999999999
0-5-6-7,0,5996.55
0-5-6-7,1,4489.825
0-5-6-7,2,6985.075000000001
0-5-6-7,3,5729.85
0-5-6-7,4,4648.325
0-5-6-7,5,4532.225
0-5-6-7,6,6437.875
0-5-6-7,7,5754.225
1-2-3-4,0,4653.525
1-2-3-4,1,4123.049999999999
1-2-3-4,2,6556.050000000001
1-2-3-4,3,7399.825
1-2-3-4,4,7464.8
1-2-3-4,5,5445.975
1-2-3-4,6,3521.8
1-2-3-4,7,4231.525
1-2-3-5,0,4523.65
1-2-3-5,1,3892.5499999999997
1-2-3-5,2,6873.349999999999
1-2-3-5,3,7436.8
1-2-3-5,4,7051.325000000001
1-2-3-5,5,6964.200000000001
1-2-3-5,6,4336.725
1-2-3-5,7,4780.099999999999
1-2-3-6,0,4646.1
1-2-3-6,1,3952.575
1-2-3-6,2,6579.05
1-2-3-6,3,6746.35
1-2-3-6,4,6819.4
1-2-3-6,5,5526.824999999999
1-2-3-6,6,4092.6749999999997
1-2-3-6,7,4476.299999999999
1-2-3-7,0,4544.35
1-2-3-7,1,4122.375
1-2-3-7,2,6552.325
1-2-3-7,3,7394.775000000001
1-2-3-7,4,5641.875
1-2-3-7,5,6445.049999999999
1-2-3-7,6,4231.875
1-2-3-7,7,4757.025
1-2-4-5,0,4345.075
1-2-4-5,1,3583.3500000000004
1-2-4-5,2,7298.175
1-2-4-5,3,6933.65
1-2-4-5,4,7545.349999999999
1-2-4-5,5,6038.349999999999
1-2-4-5,6,6124.150000000001
1-2-4-5,7,4739.075
1-2-4-6,0,6893.474999999999
1-2-4-6,1,5680.1
1-2-4-6,2,7176.325000000001
1-2-4-6,3,6407.6
1-2-4-6,4,7162.325
1-2-4-6,5,5479.450000000001
1-2-4-6,6,6148.349999999999
1-2-4-6,7,4633.825000000001
1-2-4-7,0,6041.174999999999
1-2-4-7,1,5794.25
1-2-4-7,2,7161.7
1-2-4-7,3,6596.775000000001
1-2-4-7,4,6051.7
1-2-4-7,5,5433.8
1-2-4-7,6,5543.85
1-2-4-7,7,6385.275
1-2-5-6,0,6069.9
1-2-5-6,1,5460.924999999999
1-2-5-6,2,7305.575000000001
1-2-5-6,3,5448.0
1-2-5-6,4,6910.825000000001
1-2-5-6,5,5965.475
1-2-5-6,6,6133.75
1-2-5-6,7,6877.7
1-2-5-7,0,5667.35
1-2-5-7,1,5132.95
1-2-5-7,2,7293.875
1-2-5-7,3,5897.925
1-2-5-7,4,5473.275000000001
1-2-5-7,5,6690.725
1-2-5-7,6,5637.65
1-2-5-7,7,7064.875
1-2-6-7,0,5962.325
1-2-6-7,1,4461.35
1-2-6-7,2,7179.275
1-2-6-7,3,5334.450000000001
1-2-6-7,4,4063.2250000000004
1-2-6-7,5,4141.5
1-2-6-7,6,5129.225
1-2-6-7,7,7196.775000000001
1-3-4-5,0,4206.15
1-3-4-5,1,4127.05
1-3-4-5,2,6032.55
1-3-4-5,3,7186.625
1-3-4-5,4,7589.175
1-3-4-5,5,6765.099999999999
1-3-4-5,6,5779.424999999999
1-3-4-5,7,4749.25
1-3-4-6,0,5561.475
1-3-4-6,1,6417.875000000001
1-3-4-6,2,6725.775
1-3-4-6,3,6930.949999999999
1-3-4-6,4,7228.375
1-3-4-6,5,5455.525
1-3-4-6,6,5566.775
1-3-4-6,7,4341.6
1-3-4-7,0,5414.4
1-3-4-7,1,7072.325
1-3-4-7,2,6758.225
1-3-4-7,3,6959.150000000001
1-3-4-7,4,6042.150000000001
1-3-4-7,5,6406.2
1-3-4-7,6,5317.3
1-3-4-7,7,6223.799999999999
1-3-5-6,0,5393.725
1-3-5-6,1,5895.125
1-3-5-6,2,6028.45
1-3-5-6,3,6937.175
1-3-5-6,4,6896.375
1-3-5-6,5,6311.650000000001
1-3-5-6,6,5734.35
1-3-5-6,7,6486.6
1-3-5-7,0,4818.549999999999
1-3-5-7,1,6036.25
1-3-5-7,2,6015.55
1-3-5-7,3,6950.525
1-3-5-7,4,5427.95
1-3-5-7,5,6834.475
1-3-5-7,6,4880.025
1-3-5-7,7,5836.8
1-3-6-7,0,5391.875
1-3-6-7,1,4812.525
1-3-6-7,2,6713.200000000001
1-3-6-7,3,6560.075000000001
1-3-6-7,4,4068.525
1-3-6-7,5,4342.225
1-3-6-7,6,4614.725
1-3-6-7,7,6290.9
1-4-5-6,0,4360.925
1-4-5-6,1,3443.95
1-4-5-6,2,6487.950000000001
1-4-5-6,3,6477.549999999999
1-4-5-6,4,7383.175000000001
1-4-5-6,5,5695.549999999999
1-4-5-6,6,6100.125
1-4-5-6,7,4493.325
1-4-5-7,0,4747.1
1-4-5-7,1,4415.375
1-4-5-7,2,6518.825000000001
1-4-5-7,3,6482.150000000001
1-4-5-7,4,5096.225
1-4-5-7,5,6628.2
1-4-5-7,6,5643.825000000001
1-4-5-7,7,4738.0
1-4-6-7,0,6263.875
1-4-6-7,1,4848.775000000001
1-4-6-7,2,6595.924999999999
1-4-6-7,3,6105.200000000001
1-4-6-7,4,4531.975
1-4-6-7,5,4544.700000000001
1-4-6-7,6,5149.775000000001
1-4-6-7,7,5592.475
1-5-6-7,0,6063.450000000001
1-5-6-7,1,4357.900000000001
1-5-6-7,2,6506.7
1-5-6-7,3,5570.65
1-5-6-7,4,4639.575
1-5-6-7,5,4508.675
1-5-6-7,6,5855.474999999999
1-5-6-7,7,7325.849999999999
2-3-4-5,0,2728.05
2-3-4-5,1,2804.2
2-3-4-5,2,7771.525
2-3-4-5,3,7182.4
2-3-4-5,4,7614.299999999999
2-3-4-5,5,7449.225
2-3-4-5,6,3941.925
2-3-4-5,7,3305.825
2-3-4-6,0,4008.95
2-3-4-6,1,3851.225
2-3-4-6,2,7622.35
2-3-4-6,3,6686.425000000001
2-3-4-6,4,7262.0
2-3-4-6,5,4785.75
2-3-4-6,6,4490.25
2-3-4-6,7,4599.450000000001
2-3-4-7,0,4230.825
2-3-4-7,1,4026.5
2-3-4-7,2,7626.15
2-3-4-7,3,7310.725
2-3-4-7,4,6070.799999999999
2-3-4-7,5,6912.725
2-3-4-7,6,4390.225
2-3-4-7,7,4255.825000000001
2-3-5-6,0,3733.7
2-3-5-6,1,3816.575
2-3-5-6,2,7808.574999999999
2-3-5-6,3,5805.85
2-3-5-6,4,6915.325
2-3-5-6,5,6650.5
2-3-5-6,6,4611.424999999999
2-3-5-6,7,4456.9
2-3-5-7,0,4200.2
2-3-5-7,1,3768.35
2-3-5-7,2,7791.775000000001
2-3-5-7,3,6284.549999999999
2-3-5-7,4,5441.075000000001
2-3-5-7,5,7221.625
2-3-5-7,6,4794.700000000001
2-3-5-7,7,4742.125
2-3-6-7,0,4218.7
2-3-6-7,1,3712.35
2-3-6-7,2,7624.475
2-3-6-7,3,5466.125
2-3-6-7,4,4080.35
2-3-6-7,5,4751.0
2-3-6-7,6,4670.8
2-3-6-7,7,4462.45
2-4-5-6,0,4139.875
2-4-5-6,1,4247.875
2-4-5-6,2,7547.975
2-4-5-6,3,5442.25
2-4-5-6,4,7401.275
2-4-5-6,5,5267.425
2-4-5-6,6,6607.675
2-4-5-6,7,4620.65
2-4-5-7,0,4142.25
2-4-5-7,1,3617.4249999999997
2-4-5-7,2,7546.9
2-4-5-7,3,5867.125
2-4-5-7,4,5123.25
2-4-5-7,5,7190.55
2-4-5-7,6,6229.775
2-4-5-7,7,4720.625
2-4-6-7,0,6409.724999999999
2-4-6-7,1,4815.575000000001
2-4-6-7,2,7502.525
2-4-6-7,3,5296.875
2-4-6-7,4,4546.25
2-4-6-7,5,4723.45
2-4-6-7,6,7598.15
2-4-6-7,7,4955.225
2-5-6-7,0,5656.175
2-5-6-7,1,4743.275
2-5-6-7,2,7565.650000000001
2-5-6-7,3,5091.225
2-5-6-7,4,4640.75
2-5-6-7,5,4702.45
2-5-6-7,6,6559.325
2-5-6-7,7,7156.775000000001
3-4-5-6,0,3585.625
3-4-5-6,1,4107.975
3-4-5-6,2,6934.674999999999
3-4-5-6,3,6714.4
3-4-5-6,4,7418.75
3-4-5-6,5,5678.375
3-4-5-6,6,6009.075
3-4-5-6,7,4268.549999999999
3-4-5-7,0,4255.425
3-4-5-7,1,4241.5
3-4-5-7,2,6986.224999999999
3-4-5-7,3,6723.674999999999
3-4-5-7,4,5146.55
3-4-5-7,5,7374.175
3-4-5-7,6,6047.85
3-4-5-7,7,4728.75
3-4-6-7,0,5871.7
3-4-6-7,1,4808.2
3-4-6-7,2,7083.575
3-4-6-7,3,6578.625
3-4-6-7,4,4492.9
3-4-6-7,5,4601.474999999999
3-4-6-7,6,6705.599999999999
3-4-6-7,7,4418.799999999999
3-5-6-7,0,5673.9
3-5-6-7,1,4455.375
3-5-6-7,2,6956.400000000001
3-5-6-7,3,6074.250000000001
3-5-6-7,4,4640.450000000001
3-5-6-7,5,4809.925
3-5-6-7,6,5712.4
3-5-6-7,7,6349.35
4-5-6-7,0,3936.5
4-5-6-7,1,3051.95
4-5-6-7,2,6971.025
4-5-6-7,3,5592.25
4-5-6-7,4,4582.525
4-5-6-7,5,4201.375
4-5-6-7,6,6559.200000000001
4-5-6-7,7,4167.45
