socket,node,bw
0-1-2-3,1,8787.55
0-1-2-3,2,8300.599999999999
0-1-2-3,3,8419.275000000001
0-1-2-3,4,9593.925
0-1-2-3,5,9495.825
0-1-2-3,6,5234.025
0-1-2-3,7,6421.85
0-1-2-4,1,11179.975
0-1-2-4,2,11676.975
0-1-2-4,3,15059.775
0-1-2-4,4,14933.775000000001
0-1-2-4,5,11167.8
0-1-2-4,6,7888.700000000001
0-1-2-4,7,7909.400000000001
0-1-2-5,1,11179.75
0-1-2-5,2,12057.875
0-1-2-5,3,14808.05
0-1-2-5,4,12941.724999999999
0-1-2-5,5,12259.925
0-1-2-5,6,9359.275
0-1-2-5,7,8886.55
0-1-2-6,1,9809.75
0-1-2-6,2,11842.625
0-1-2-6,3,13469.45
0-1-2-6,4,16118.574999999999
0-1-2-6,5,12008.7
0-1-2-6,6,8357.05
0-1-2-6,7,9705.1
0-1-2-7,1,10257.05
0-1-2-7,2,11967.925
0-1-2-7,3,12737.35
0-1-2-7,4,13030.349999999999
0-1-2-7,5,13790.15
0-1-2-7,6,9423.974999999999
0-1-2-7,7,8644.8
0-1-3-4,1,11532.35
0-1-3-4,2,12701.55
0-1-3-4,3,11692.725
0-1-3-4,4,12280.5
0-1-3-4,5,11258.075
0-1-3-4,6,7585.725
0-1-3-4,7,7861.925
0-1-3-5,1,11263.775
0-1-3-5,2,11651.35
0-1-3-5,3,12313.375000000002
0-1-3-5,4,9677.85
0-1-3-5,5,10847.7
0-1-3-5,6,9209.4
0-1-3-5,7,8835.825
0-1-3-6,1,10828.125
0-1-3-6,2,12706.775000000001
0-1-3-6,3,12340.125000000002
0-1-3-6,4,14856.275
0-1-3-6,5,12673.65
0-1-3-6,6,8214.7
0-1-3-6,7,9391.2
0-1-3-7,1,9543.575
0-1-3-7,2,11959.05
0-1-3-7,3,10812.475
0-1-3-7,4,11983.075
0-1-3-7,5,14043.800000000001
0-1-3-7,6,9323.1
0-1-3-7,7,8514.575
0-1-4-5,1,8445.25
0-1-4-5,2,9555.075
0-1-4-5,3,9327.625
0-1-4-5,4,8270.125
0-1-4-5,5,8110.7
0-1-4-5,6,8449.975
0-1-4-5,7,8011.35
0-1-4-6,1,11213.4
0-1-4-6,2,13747.55
0-1-4-6,3,15119.675
0-1-4-6,4,15659.25
0-1-4-6,5,10207.5
0-1-4-6,6,8386.425
0-1-4-6,7,8298.575
0-1-4-7,1,10983.375
0-1-4-7,2,13634.225
0-1-4-7,3,14410.525
0-1-4-7,4,12910.05
0-1-4-7,5,11160.600000000002
0-1-4-7,6,9383.075
0-1-4-7,7,7661.125
0-1-5-6,1,10955.824999999999
0-1-5-6,2,14032.775000000001
