socket,node,bw
0,0,18986.31
0,1,10250.19
0,2,8020.71
0,3,7016.669999999999
0,4,5518.98
0,5,5434.02
0,6,5623.740000000001
0,7,3824.2800000000007
1,0,10255.410000000002
1,1,19287.315
1,2,7020.855
1,3,8008.2
1,4,5473.98
1,5,5399.595
1,6,3824.2799999999997
1,7,5578.515
2,0,5479.965
2,1,3774.6
2,2,19426.815
2,3,10217.7
2,4,5724.36
2,5,8165.745
2,6,5581.35
2,7,5575.455
3,0,3770.55
3,1,5526.99
3,2,10254.78
3,3,19399.5
3,4,5572.62
3,5,8105.535
3,6,3689.3250000000003
3,7,3715.1099999999997
4,0,5524.335
4,1,5573.475
4,2,5678.55
4,3,5636.655000000001
4,4,19371.734999999997
4,5,10218.195000000002
4,6,8056.530000000001
4,7,3744.6300000000006
5,0,3689.6400000000003
5,1,3691.35
5,2,8157.330000000001
5,3,5639.535
5,4,10252.935
5,5,19547.55
5,6,7031.925
5,7,5474.43
6,0,8087.580000000001
6,1,3798.0899999999997
6,2,5518.889999999999
6,3,5438.16
6,4,5527.485
6,5,3780.945
6,6,19200.059999999998
6,7,10249.11
7,0,7081.425
7,1,5578.965
7,2,8056.35
7,3,6785.01
7,4,3771.7650000000003
7,5,5481.225
7,6,10254.689999999999
7,7,19422.720000000005
