socket,node,bw
0,0,10547.95
0,1,5694.55
0,2,4455.95
0,3,3898.1499999999996
0,4,3066.1
0,5,3018.9
0,6,3124.3
0,7,2124.6000000000004
1,0,5697.450000000001
1,1,10715.175
1,2,3900.475
1,3,4449.0
1,4,3041.1
1,5,2999.775
1,6,2124.6
1,7,3099.175
2,0,3044.425
2,1,2097.0
2,2,10792.675
2,3,5676.5
2,4,3180.2
2,5,4536.525
2,6,3100.75
2,7,3097.475
3,0,2094.75
3,1,3070.5499999999997
3,2,5697.1
3,3,10777.5
3,4,3095.9
3,5,4503.075
3,6,2049.625
3,7,2063.95
4,0,3069.075
4,1,3096.375
4,2,3154.75
4,3,3131.4750000000004
4,4,10762.074999999999
4,5,5676.775000000001
4,6,4475.85
4,7,2080.3500000000004
5,0,2049.8
5,1,2050.75
5,2,4531.85
5,3,3133.075
5,4,5696.075
5,5,10859.75
5,6,3906.625
5,7,3041.35
6,0,4493.1
6,1,2110.0499999999997
6,2,3066.0499999999997
6,3,3021.2
6,4,3070.825
6,5,2100.525
6,6,10666.699999999999
6,7,5693.95
7,0,3934.125
7,1,3099.425
7,2,4475.75
7,3,3769.45
7,4,2095.425
7,5,3045.125
7,6,5697.049999999999
7,7,10790.400000000001
