processor,node,bw
0,0,18170.79
0,1,9684.1775
0,2,7575.540000000001
0,3,6608.665
0,4,5165.875
0,5,5090.565
0,6,5284.152499999999
0,7,3607.485
1,0,9680.1825
1,1,18518.524999999998
1,2,6614.7425
1,3,7558.6675000000005
1,4,5169.615
1,5,5098.767499999999
1,6,3631.88
1,7,5267.0675
2,0,5174.714999999999
2,1,3563.4974999999995
2,2,18421.5825
2,3,9645.205
2,4,5354.915
2,5,7708.267499999999
2,6,5270.892500000001
2,7,5215.77
3,0,3560.4375
3,1,5173.8225
3,2,9685.75
3,3,18303.475
3,4,5268.512499999999
3,5,7638.184999999999
3,6,3530.3049999999994
3,7,3508.0774999999994
4,0,5216.8324999999995
4,1,5214.579999999999
4,2,5358.952499999999
4,3,5274.037499999999
4,4,18318.265
4,5,9646.6075
4,6,7606.394999999999
4,7,3536.3824999999997
5,0,3458.9474999999998
5,1,3507.95
5,2,7698.662499999999
5,3,5365.115
5,4,9689.1925
5,5,18191.997499999998
5,6,6673.35
5,7,5169.9975
6,0,7636.697499999998
6,1,3634.8125
6,2,5255.04
6,3,5173.5675
6,4,5219.679999999999
6,5,3564.4325
6,6,18032.155
6,7,9672.065
7,0,6692.6025
7,1,5267.365
7,2,7606.947499999998
7,3,6377.635
7,4,3588.5725
7,5,5129.367499999999
7,6,9692.0825
7,7,18280.780000000002
