socket,node,bw
0,0,19239.660000000003
0,1,10253.835
0,2,8021.160000000002
0,3,6997.41
0,4,5469.75
0,5,5390.01
0,6,5594.985
0,7,3819.6900000000005
1,0,10249.605000000001
1,1,19607.850000000002
1,2,7003.845
1,3,8003.295000000001
1,4,5473.71
1,5,5398.695
1,6,3845.5200000000004
1,7,5576.895
2,0,5479.11
2,1,3773.115
2,2,19505.205
2,3,10212.57
2,4,5669.91
2,5,8161.695
2,6,5580.9450000000015
2,7,5522.580000000001
3,0,3769.875
3,1,5478.165000000001
3,2,10255.5
3,3,19380.15
3,4,5578.424999999999
3,5,8087.489999999999
3,6,3737.9699999999993
3,7,3714.435
4,0,5523.705
4,1,5521.32
4,2,5674.1849999999995
4,3,5584.275000000001
4,4,19395.81
4,5,10214.055
4,6,8053.829999999999
4,7,3744.4049999999997
5,0,3662.415
5,1,3714.3
5,2,8151.525000000001
5,3,5680.71
5,4,10259.145
5,5,19262.114999999998
5,6,7065.900000000001
5,7,5474.115000000001
6,0,8085.914999999999
6,1,3848.625
6,2,5564.16
6,3,5477.895
6,4,5526.719999999999
6,5,3774.105
6,6,19092.87
6,7,10241.010000000002
7,0,7086.285000000001
7,1,5577.21
7,2,8054.414999999999
7,3,6752.790000000001
7,4,3799.6650000000004
7,5,5431.094999999999
7,6,10262.205000000002
7,7,19356.120000000003
