Sockets\Mem_Nodes,0,1,2,3
0-1,6399.425,6819.575000000001,4651.575,4710.1
0-2,5673.625,5351.375,5306.65,5457.150000000001
0-3,6819.175,4809.8,4703.95,6454.5
1-2,4807.724999999999,6556.75,6778.875,4793.375
1-3,5620.6,5501.3,5291.4,5274.4
2-3,5169.200000000001,4975.575,6603.775000000001,6879.075
