Sockets\Mem_Nodes,0,1,2,3
0-1,6793.5,6698.55,4975.3,5001.275
0-2,5634.4,5649.425,5662.75,5647.0
0-3,6759.25,4661.55,4678.45,6785.9
1-2,4778.975,6878.675,6905.35,4812.375
1-3,5069.95,5664.55,5665.5,5663.1
2-3,4984.8,4959.95,6753.825,8890.275
