Sockets\Mem_Nodes,0,1,2,3
0-1,13948.25,10231.125,10683.175
0-2,10705.55,11423.85,10844.65
0-3,9275.4,9423.375,14077.475
1-2,9609.025,9663.6,9244.25
1-3,10619.25,10539.325,10807.975
2-3,9597.95,10315.425,10134.325
