Sockets\Mem_Nodes,0,1,2,3
0-1,14021.5,10252.75,10103.0
0-2,10721.6,11412.275,10832.525
0-3,9300.55,9418.15,14083.825
1-2,9602.45,9655.25,9261.95
1-3,10639.2,10563.925,10840.75
2-3,9600.875,10278.125,10778.3
