socket,node,bw
0,0,19293.48
0,1,10230.345000000001
0,2,8011.214999999999
0,3,7019.955
0,4,5518.71
0,5,5433.93
0,6,5624.055000000001
0,7,3844.2599999999998
1,0,10237.230000000001
1,1,19211.94
1,2,7018.2
1,3,8000.775000000001
1,4,5473.710000000001
1,5,5398.11
1,6,3845.205000000001
1,7,5578.965
2,0,5480.46
2,1,3745.080000000001
2,2,19209.465
2,3,10210.005000000001
2,4,5670.3150000000005
2,5,8161.965
2,6,5581.124999999999
2,7,5577.66
3,0,3746.5650000000005
3,1,5476.77
3,2,10240.74
3,3,19755.54
3,4,5598.405000000001
3,5,8066.61
3,6,3740.2650000000003
3,7,3714.6150000000002
4,0,5523.4349999999995
4,1,5471.55
4,2,5674.8150000000005
4,3,5585.264999999999
4,4,19766.160000000003
4,5,10178.685
4,6,8049.6449999999995
4,7,3772.125
5,0,3713.175
5,1,3692.9700000000003
5,2,8151.030000000001
5,3,5632.74
5,4,10219.905
5,5,19266.66
5,6,7048.755000000001
5,7,5474.925
6,0,8086.1849999999995
6,1,3822.525
6,2,5575.725
6,3,5491.170000000001
6,4,5524.695000000001
6,5,3773.88
6,6,19497.96
6,7,10257.255
7,0,7125.615
7,1,5578.245
7,2,8052.930000000001
7,3,6786.135
7,4,3799.08
7,5,5481.2699999999995
7,6,10219.275
7,7,19700.460000000003
