Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0,10600.2333333,5680.23333333,4476.96666667,3927.26666667,3073.1,3027.26666667,3130.86666667,2124.6
1,5692.8,11181.8,3935.06666667,4460.06666667,3048.53333333,3007.16666667,2112.53333333,3105.76666667
2,3051.63333333,2106.46666667,11018.2,5685.7,3187.0,4535.56666667,3076.03333333,3103.96666667
3,2094.23333333,3078.33333333,5689.13333333,11160.2,3107.2,4511.26666667,2080.26666667,2078.83333333
4,3045.0,3047.16666667,3165.7,3110.36666667,10757.4666667,5689.9,4489.7,2106.73333333
5,2079.5,2066.7,4535.36666667,3166.7,5703.63333333,10879.6333333,3960.7,3042.43333333
6,4498.53333333,2123.4,3073.33333333,3029.2,3075.8,2086.1,10926.5,5716.06666667
7,4001.26666667,3107.0,4488.1,3842.2,2124.8,3026.1,5709.36666667,10900.8333333
