socket,node,bw
0,0,18950.265
0,1,10204.11
0,2,8031.0599999999995
0,3,7015.95
0,4,5519.295
0,5,5435.594999999999
0,6,5624.325
0,7,3824.3250000000003
1,0,10225.215
1,1,19885.545
1,2,7013.7
1,3,7997.085
1,4,5474.835000000001
1,5,5400.044999999999
1,6,3802.5449999999996
1,7,5577.345
2,0,5481.81
2,1,3791.6100000000006
2,2,19601.055
2,3,10209.825
2,4,5722.92
2,5,8157.240000000001
2,6,5524.0199999999995
2,7,5575.7699999999995
3,0,3769.65
3,1,5529.375
3,2,10218.735
3,3,19820.97
3,4,5579.865000000001
3,5,8105.3099999999995
3,6,3740.4449999999993
3,7,3737.925
4,0,5468.625
4,1,5472.81
4,2,5684.76
4,3,5585.49
4,4,19169.37
4,5,10217.52
4,6,8052.930000000001
4,7,3792.15
5,0,3739.1399999999994
5,1,3716.1
5,2,8155.080000000001
5,3,5687.64
5,4,10244.475
5,5,19381.815
5,6,7060.68
5,7,5464.125
6,0,8081.189999999999
6,1,3822.1200000000003
6,2,5519.61
6,3,5439.240000000001
6,4,5525.415000000001
6,5,3754.8900000000003
6,6,19461.915
6,7,10266.75
7,0,7145.460000000001
7,1,5579.595
7,2,8055.719999999999
7,3,6820.38
7,4,3824.5950000000003
7,5,5434.965
7,6,10253.115
7,7,19471.454999999998
