tid,core,node,bw
0,0,0,677.572
1,1,0,652.296
2,2,0,637.972
3,3,0,645.739
4,4,0,678.144
5,5,0,659.152
6,6,0,653.924
7,7,0,653.346
8,8,0,684.671
9,9,0,652.296
10,10,0,646.869
11,11,0,637.974
12,12,0,678.147
13,13,0,652.296
14,14,0,637.972
15,15,0,660.74
16,16,0,959.421
17,17,0,732.801
18,18,0,687.672
19,19,0,698.259
20,20,0,976.984
21,21,0,732.801
22,22,0,687.672
23,23,0,698.256
24,24,0,967.265
25,25,0,726.293
26,26,0,687.674
27,27,0,698.256
28,28,0,967.26
29,29,0,732.801
30,30,0,687.672
31,31,0,698.257
32,32,0,677.572
33,33,0,644.953
34,34,0,637.972
35,35,0,645.739
36,36,0,678.144
37,37,0,659.152
38,38,0,646.866
39,39,0,645.739
40,40,0,678.144
41,41,0,652.296
42,42,0,646.869
43,43,0,645.738
44,44,0,684.675
45,45,0,659.152
46,46,0,637.972
47,47,0,653.346
0,0,1,720.403
1,1,1,717.952
2,2,1,719.23
3,3,1,729.113
4,4,1,733.728
5,5,1,735.444
6,6,1,753.517
7,7,1,729.114
8,8,1,733.73
9,9,1,734.541
10,10,1,735.451
11,11,1,729.114
12,12,1,733.727
13,13,1,713.149
14,14,1,735.453
15,15,1,746.695
16,16,1,760.398
17,17,1,932.022
18,18,1,768.703
19,19,1,756.905
20,20,1,767.484
21,21,1,953.605
22,22,1,768.697
23,23,1,756.907
24,24,1,760.396
25,25,1,953.599
26,26,1,768.697
27,27,1,756.905
28,28,1,760.393
29,29,1,922.893
30,30,1,768.698
31,31,1,756.907
32,32,1,733.727
33,33,1,717.952
34,34,1,726.684
35,35,1,716.257
36,36,1,733.727
37,37,1,750.365
38,38,1,753.517
39,39,1,737.181
40,40,1,733.73
41,41,1,742.401
42,42,1,744.811
43,43,1,729.113
44,44,1,733.729
45,45,1,717.951
46,46,1,735.453
47,47,1,746.695
0,0,2,662.148
1,1,2,652.364
2,2,2,686.014
3,3,2,644.055
4,4,2,662.148
5,5,2,652.364
6,6,2,686.014
7,7,2,644.055
8,8,2,649.035
9,9,2,659.426
10,10,2,686.014
11,11,2,667.823
12,12,2,654.404
13,13,2,668.426
14,14,2,686.014
15,15,2,644.054
16,16,2,737.022
17,17,2,759.742
18,18,2,924.617
19,19,2,729.742
20,20,2,736.2
21,21,2,751.703
22,22,2,913.114
23,23,2,735.673
24,24,2,736.2
25,25,2,751.703
26,26,2,895.472
27,27,2,743.452
28,28,2,736.2
29,29,2,759.742
30,30,2,907.104
31,31,2,736.582
32,32,2,662.148
33,33,2,652.365
34,34,2,686.014
35,35,2,644.054
36,36,2,649.035
37,37,2,652.364
38,38,2,675.473
39,39,2,649.934
40,40,2,649.035
41,41,2,652.364
42,42,2,686.014
43,43,2,686.017
44,44,2,654.404
45,45,2,668.426
46,46,2,667.855
47,47,2,644.054
0,0,3,655.449
1,1,3,617.497
2,2,3,621.654
3,3,3,701.439
4,4,3,648.184
5,5,3,667.589
6,6,3,621.654
7,7,3,688.444
8,8,3,665.938
9,9,3,638.139
10,10,3,621.654
11,11,3,715.391
12,12,3,663.745
13,13,3,628.599
14,14,3,621.654
15,15,3,697.284
16,16,3,725.957
17,17,3,713.933
18,18,3,732.757
19,19,3,961.302
20,20,3,719.435
21,21,3,713.933
22,22,3,732.758
23,23,3,950.254
24,24,3,725.957
25,25,3,713.934
26,26,3,732.757
27,27,3,961.302
28,28,3,719.435
29,29,3,713.934
30,30,3,732.758
31,31,3,946.991
32,32,3,643.691
33,33,3,617.497
34,34,3,621.654
35,35,3,701.439
36,36,3,648.184
37,37,3,654.028
38,38,3,621.654
39,39,3,701.439
40,40,3,665.938
41,41,3,643.96
42,42,3,621.654
43,43,3,715.391
44,44,3,663.745
45,45,3,628.6
46,46,3,621.654
47,47,3,707.929
