tid,core,node,bw
0,0,0,675.455
1,4,0,675.456
2,8,0,675.455
3,12,0,675.456
4,16,0,675.455
5,20,0,675.455
6,24,0,675.456
7,28,0,675.455
8,32,0,675.456
9,36,0,675.455
10,40,0,675.455
11,44,0,675.455
12,48,0,675.455
13,52,0,681.516
14,56,0,675.456
15,60,0,675.455
16,1,0,676.085
17,5,0,676.083
18,9,0,676.083
19,13,0,676.085
20,17,0,676.084
21,21,0,676.084
22,25,0,676.083
23,29,0,676.085
24,33,0,676.084
25,37,0,676.084
26,41,0,676.083
27,45,0,676.083
28,49,0,676.084
29,53,0,676.084
30,57,0,676.083
31,61,0,676.085
0,0,1,666.772
1,4,1,666.771
2,8,1,666.771
3,12,1,666.772
4,16,1,666.771
5,20,1,666.771
6,24,1,666.772
7,28,1,666.771
8,32,1,666.771
9,36,1,666.772
10,40,1,666.772
11,44,1,666.771
12,48,1,666.772
13,52,1,666.772
14,56,1,666.771
15,60,1,666.771
16,1,1,672.305
17,5,1,672.305
18,9,1,672.305
19,13,1,672.304
20,17,1,672.304
21,21,1,672.305
22,25,1,672.305
23,29,1,672.305
24,33,1,672.305
25,37,1,672.305
26,41,1,672.305
27,45,1,672.304
28,49,1,672.305
29,53,1,672.305
30,57,1,672.305
31,61,1,672.305
0,0,2,385.956
1,4,2,385.468
2,8,2,385.956
3,12,2,385.956
4,16,2,385.468
5,20,2,385.956
6,24,2,385.468
7,28,2,385.956
8,32,2,385.956
9,36,2,385.956
10,40,2,385.956
11,44,2,385.956
12,48,2,385.956
13,52,2,385.956
14,56,2,385.468
15,60,2,385.956
16,1,2,386.581
17,5,2,386.581
18,9,2,386.581
19,13,2,386.581
20,17,2,389.042
21,21,2,389.042
22,25,2,389.042
23,29,2,386.582
24,33,2,386.581
25,37,2,389.042
26,41,2,389.042
27,45,2,386.581
28,49,2,389.042
29,53,2,389.042
30,57,2,389.042
31,61,2,389.042
0,0,3,450.737
1,4,3,450.736
2,8,3,450.736
3,12,3,450.736
4,16,3,450.736
5,20,3,454.391
6,24,3,450.736
7,28,3,450.736
8,32,3,454.391
9,36,3,454.391
10,40,3,450.737
11,44,3,450.736
12,48,3,450.736
13,52,3,450.736
14,56,3,450.736
15,60,3,450.736
16,1,3,450.989
17,5,3,450.989
18,9,3,450.989
19,13,3,450.989
20,17,3,450.989
21,21,3,450.989
22,25,3,450.989
23,29,3,450.989
24,33,3,450.989
25,37,3,450.989
26,41,3,450.989
27,45,3,450.989
28,49,3,450.989
29,53,3,450.989
30,57,3,450.989
31,61,3,450.989
