Sockets\Mem_Nodes,0,1,2,3
0,16475.65,3045.975,2633.85,3078.95
1,3119.05,16488.975,3144.4,2623.725
2,2616.35,3139.4,16501.1,3128.425
3,3084.575,2613.95,3057.6,16396.275
