processor,node,bw
0-1,1,13059.250000000002
0-1,2,10307.449999999999
0-1,3,10184.35
0-2,1,10841.65
0-2,2,10816.225
0-2,3,10875.85
0-3,1,9459.675
0-3,2,9589.375
0-3,3,12966.0
1-2,1,9753.275
1-2,2,9768.25
1-2,3,9280.75
1-3,1,10763.625
1-3,2,10658.8
1-3,3,10907.025
2-3,1,9699.125
2-3,2,10288.0
2-3,3,10205.625
