Sockets\Mem_Nodes,0,1,2,3
0-1,7898.674999999999,8332.375,4991.525,5008.674999999999
0-2,7917.174999999999,5657.6,8538.525,5676.3
0-3,8455.05,4668.325000000001,4800.925,8010.674999999999
1-2,4804.925,7645.4,8365.925,4854.125
1-3,5637.724999999999,7549.150000000001,5664.525,7223.424999999999
2-3,5206.8,5222.025,7665.924999999999,8329.1
