Sockets\Mem_Nodes,0,1,2,3
0-1,13059.250000000002,10307.449999999999,10184.35
0-2,10841.65,10816.225,10875.85
0-3,9459.675,9589.375,12966.0
1-2,9753.275,9768.25,9280.75
1-3,10763.625,10658.8,10907.025
2-3,9699.125,10288.0,10205.625
