0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,805.47,801.597,799.75,801.601,801.596,817.771,805.263,803.16,828.37,825.429,811.112,811.542,819.772,828.369,811.107,816.281,813.546,824.991,809.063,809.063,809.953,813.544,813.656,813.656,805.704,802.597,801.053,801.743,801.04,800.357,805.707,801.269
2,808.849,823.173,816.603,813.695,814.29,815.905,814.463,814.464,821.134,823.518,826.372,826.372,823.551,821.674,829.333,821.674,805.614,805.615,806.906,815.86,806.718,808.719,807.117,807.118,814.49,808.716,808.382,808.724,807.13,806.877,808.365,808.715
3,844.274,847.505,849.904,857.557,844.272,849.907,844.274,862.541,921.133,921.133,898.396,898.397,927.48,942.477,898.396,898.396,852.904,886.972,858.341,870.348,853.228,852.712,862.413,863.186,871.225,880.549,871.225,889.829,898.332,898.332,880.548,880.548
4,792.166,791.593,793.884,793.883,792.168,792.166,792.168,792.168,791.749,791.748,793.462,794.707,791.747,793.462,791.749,791.748,876.014,873.685,909.438,871.486,928.966,872.906,878.821,876.014,825.962,823.979,830.647,835.584,821.312,821.311,877.573,817.911
5,717.401,719.73,718.555,719.745,717.4,719.719,719.74,718.539,732.738,731.243,735.574,734.144,734.145,734.144,732.735,731.241,981.809,990.693,978.228,981.845,974.48,962.952,968.129,962.952,780.287,775.569,775.567,786.147,775.564,782.489,800.449,798.039
