0,1,2,3,4,5,6,7
1,883.874,883.751,874.91,883.566,875.62,883.686,874.934,876.045
2,837.27,829.222,833.901,829.222,823.707,833.917,847.41,835.699
3,911.143,907.491,887.123,887.127,885.365,875.559,875.56,877.253
4,902.361,898.421,901.469,906.526,902.353,908.867,904.172,898.419
5,914.287,914.2,893.14,889.091,901.082,901.081,889.111,889.677
