0,1,2,3,4,5,6,7
1,814.614,818.192,814.611,814.612,816.933,815.221,814.322,813.662
2,802.066,802.004,805.527,811.82,803.085,826.666,801.098,880.686
3,349.547,349.55,349.549,349.543,349.542,349.544,349.548,349.545
4,764.593,764.593,764.283,764.284,764.284,764.593,776.591,763.915
5,373.655,373.66,373.66,373.659,373.657,373.659,373.653,373.656
