0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,565.388,565.385,565.385,565.385,565.388,565.388,565.386,565.386,730.086,730.086,730.088,730.086,730.086,730.086,730.085,730.087
2,777.105,777.845,776.42,777.104,777.102,777.101,776.42,777.103,780.684,780.684,780.686,780.684,782.327,783.172,782.328,783.985
3,817.732,822.826,818.998,820.306,817.732,818.998,818.998,829.556,969.048,974.316,977.853,981.588,963.545,959.754,963.545,959.755
4,776.721,784.243,789.669,789.67,777.233,776.721,777.976,779.238,773.078,773.969,774.982,774.349,774.349,773.956,773.956,772.507
5,785.697,785.2,786.596,786.075,785.2,786.078,785.201,785.201,791.722,791.721,791.416,790.479,790.478,792.482,796.975,791.72
