0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1,878.919,892.894,878.921,865.267,865.266,865.183,867.52,855.438,960.773,921.694,947.69,960.773,947.69,989.317,921.694,934.239,839.433,831.507,815.781,813.68,813.678,823.218,815.761,823.224,835.854,844.529,929.329,932.384,844.483,835.851,904.56,908.235,830.86,821.108,829.148,821.112,821.375,821.375,821.104,826.28,767.476,766.682,757.23,757.23,761.361,761.361,761.382,761.314
2,863.464,870.947,870.269,892.033,892.04,892.042,861.003,870.33,939.156,944.647,985.573,956.811,971.654,971.654,998.356,950.753,820.196,829.412,851.295,851.293,837.087,820.287,851.685,851.68,881.411,869.317,869.32,889.901,912.324,905.295,912.379,972.002,819.314,820.102,827.67,827.67,835.968,820.105,820.193,820.101,757.569,757.634,756.341,756.341,760.124,760.124,757.577,762.853
3,842.291,838.423,842.591,846.049,836.388,838.543,838.493,838.493,836.488,842.995,832.782,847.286,846.595,832.786,842.974,842.881,841.874,841.869,835.311,841.767,835.294,841.765,849.895,849.892,841.854,849.999,855.353,835.542,841.884,841.868,851.951,851.951,839.268,844.148,841.558,841.559,841.854,841.855,841.598,844.206,843.787,843.924,844.558,840.22,837.071,843.905,837.083,840.192
4,844.424,856.679,822.792,822.796,822.143,844.449,822.795,839.86,874.132,877.702,875.912,875.915,877.717,877.713,897.119,922.31,798.813,821.187,806.119,830.118,798.982,798.814,813.153,813.153,803.042,802.945,803.044,802.943,827.473,842.602,827.488,838.825,807.649,817.01,822.793,811.438,831.334,817.034,812.913,810.943,770.489,772.337,772.298,767.45,770.426,770.5,770.362,770.36
5,870.1,884.807,877.331,877.332,870.098,866.367,875.537,875.537,918.229,933.325,918.234,930.908,943.776,912.277,950.871,912.287,850.684,857.703,857.693,857.734,866.519,857.691,853.72,857.706,903.854,899.947,958.896,958.896,892.378,881.797,899.945,926.221,851.667,844.217,859.9,859.898,857.596,857.593,851.685,844.224,807.072,811.014,812.4,812.478,816.844,816.921,811.047,811.049
