0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,810.709,808.18,806.968,806.968,802.699,803.868,802.7,802.274,842.899,839.866,836.708,843.027,843.032,839.865,836.708,836.708
2,772.899,781.526,771.66,772.9,775.342,775.34,772.9,772.901,773.872,771.654,771.653,773.87,773.861,770.193,771.629,773.869
3,775.922,783.297,777.929,776.19,778.431,777.127,777.94,777.94,781.109,778.423,781.111,778.441,778.43,778.45,791.446,788.398
4,739.258,739.258,737.241,739.258,739.973,739.257,741.449,739.258,741.21,742.393,741.21,740.255,741.249,741.249,743.07,740.255
5,790.222,792.019,820.385,828.44,790.217,790.217,817.772,815.323,839.47,847.413,844.706,847.416,847.416,859.788,847.419,841.65
