0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,825.068,825.069,795.015,806.327,795.207,795.208,790.416,786.643,790.416,789.015,795.014,793.841,789.015,795.21,793.853,812.457,818.29,812.426,825.438,825.435,812.51,891.828,818.125,825.442,767.578,767.577,784.469,776.421,767.574,775.8,789.037,810.061
2,766.354,766.35,766.353,766.352,769.165,769.17,766.344,772.118,778.059,781.275,781.273,781.279,781.272,781.275,786.775,790.028,791.137,787.767,788.021,792.989,792.971,794.949,798.87,803.747,784.233,787.666,791.066,787.652,799.653,799.655,787.671,787.671
3,769.816,776.819,766.29,766.28,776.989,776.814,766.272,773.349,823.192,823.192,823.191,829.722,829.713,835.66,840.739,835.593,766.261,786.525,802.476,770.298,766.285,766.282,766.259,778.095,771.498,763.887,763.889,763.888,763.339,771.495,767.442,767.439
4,801.316,792.789,805.569,792.792,834.303,834.303,812.51,817.211,781.738,781.755,781.755,781.739,778.109,778.109,789.477,781.738,834.232,809.094,808.255,828.486,810.706,815.985,807.699,806.424,785.313,804.505,792.639,788.794,785.313,785.312,788.833,789.972
5,809.281,804.458,813.664,796.52,804.463,804.466,800.309,800.306,801.665,805.672,820.212,820.21,813.495,801.666,804.482,804.469,828.299,826.416,815.306,832.081,815.331,815.305,815.302,815.307,811.915,811.916,807.112,807.112,807.107,811.918,807.107,807.115
