0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1,784.427,791.103,792.226,795.545,791.099,791.1,787.705,784.423,792.99,795.552,805.347,805.345,797.003,795.557,791.097,795.557,788.133,788.127,784.762,784.437,785.825,788.064,787.322,784.425,805.026,810.366,806.997,805.999,836.655,830.967,806.998,800.307,868.6,868.599,881.436,868.6,875.131,863.442,868.59,868.592,718.994,724.65,718.991,718.996,720.357,720.354,718.964,718.96
2,670.454,667.581,669.93,665.557,667.266,672.551,667.271,667.269,680.502,678.063,681.174,680.501,676.802,676.802,675.383,676.803,668.903,668.904,668.905,666.395,666.394,666.4,668.906,671.38,676.894,677.58,674.865,682.601,698.661,698.66,698.658,698.66,946.401,946.401,953.709,953.709,946.397,946.403,960.382,953.705,676.894,677.686,675.384,676.913,676.913,675.385,695.18,676.895
3,754.835,749.577,740.751,737.508,737.51,740.752,737.509,739.665,734.375,736.922,736.921,734.561,739.89,734.561,736.921,736.921,803.076,852.601,813.189,803.073,780.794,792.545,780.795,792.548,754.177,746.653,754.178,760.357,753.88,746.656,760.356,756.429,750.249,749.519,762.466,749.598,750.327,767.381,749.52,765.257,746.654,742.67,742.488,750.181,750.187,764.311,750.329,750.327
4,747.761,747.76,745.738,747.759,748.553,750.29,753.168,753.168,745.672,745.672,746.909,746.91,744.161,745.685,744.159,746.909,767.902,747.254,747.254,767.904,752.559,750.228,751.184,751.186,755.753,765.249,755.756,755.755,755.758,756.768,773.634,758.871,772.742,793.519,777.938,773.333,819.76,817.173,789.045,805.596,771.44,765.248,765.252,763.277,771.439,768.856,769.272,789.488
5,717.337,709.222,701.931,701.928,709.224,709.223,705.407,701.93,665.061,665.777,665.062,667.192,667.193,667.193,665.033,665.776,714.942,719.875,683.443,686.96,714.941,745.622,688.389,683.444,671.255,671.255,672.636,671.255,704.498,673.875,681.077,677.974,686.959,687.623,698.938,698.94,693.438,685.053,687.633,691.107,683.445,683.445,675.296,675.296,675.986,677.956,675.29,678.637
