0,1,2,3,4,5,6,7
1,743.558,743.558,731.186,730.427,730.435,730.435,730.436,730.436
2,824.866,824.868,793.542,793.542,804.781,802.805,797.932,797.936
3,752.611,752.592,755.335,752.607,760.664,760.663,752.593,752.593
4,786.261,789.275,782.698,782.698,782.718,785.986,783.217,782.715
5,788.396,780.471,783.516,792.339,792.284,796.875,788.334,796.884
