0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,769.147,768.26,766.79,766.226,767.17,768.26,767.17,766.226,766.58,766.802,767.344,766.581,766.579,769.286,767.345,767.518,920.939,828.297,830.087,935.245,847.451,847.451,841.211,841.211,820.09,825.608,820.928,825.608,834.748,830.485,824.523,823.548
2,814.581,825.621,809.986,810.99,806.019,806.02,806.946,806.946,814.307,810.875,812.113,812.113,811.067,817.756,810.874,812.114,808.758,808.759,838.176,812.026,819.986,807.936,813.125,815.342,804.052,804.052,804.049,804.053,804.05,817.609,807.926,804.052
3,631.834,631.83,631.836,631.836,632.381,631.836,631.828,631.833,630.157,630.148,630.142,630.157,630.136,630.15,630.145,630.154,1010.47,1004.03,999.402,1049.72,999.403,1002.62,1004.03,1005.65,781.713,781.713,782.684,781.708,781.709,782.686,781.712,782.685
4,763.79,764.611,763.008,763.622,763.009,763.958,763.012,763.012,762.884,763.673,762.884,763.674,763.673,762.889,762.89,762.89,868.006,776.655,773.415,781.696,770.437,771.96,770.437,773.075,768.284,768.158,768.174,768.174,768.158,779.062,770.155,767.426
5,729.343,730.594,728.127,728.127,728.127,728.127,729.961,729.961,736.432,738.155,740.98,736.442,771.845,780.406,762.497,763.648,832.653,788.214,788.214,832.977,837.435,842.569,835.819,834.011,752.213,811.253,754.327,777.581,832.351,826.99,753.487,753.023
