Sockets\Mem_Nodes,0,1,2,3
0-1,8010.225,9444.55,4951.925,4980.5
0-2,10352.225,5629.15,10333.35,5676.5
0-3,9755.025,4652.425,4705.375,11902.575
1-2,4770.175,9765.275,9810.9,4797.5
1-3,5628.875,8154.625,5701.975,10440.6
2-3,4967.9,4935.675,9594.575,9918.9
